amazon_order_id,order_item_id,asin,seller_sku,title,quantity_ordered,quantity_shipped,product_info_detail_number_of_items,points_granted_points_number,points_granted_monetary_currency_code,points_granted_monetary_amount,item_price_currency_code,item_price_amount,shipping_price_currency_code,shipping_price_amount,item_tax_currency_code,item_tax_amount,shipping_tax_currency_code,shipping_tax_amount,shipping_discount_currency_code,shipping_discount_amount,shipping_discount_tax_currency_code,shipping_discount_tax_amount,promotion_discount_currency_code,promotion_discount_amount,promotion_discount_tax_currency_code,promotion_discount_tax_amount,is_gift,condition_note,condition_id,condition_subtype_id,scheduled_delivery_start_date,scheduled_delivery_end_date,price_designation,tax_collection_model,tax_collection_responsible_party,serial_number_required,is_transparency,ioss_number,store_chain_store_id,deemed_reseller_category,buyer_requested_cancel_is_buyer_requested_cancel,buyer_requested_cancel_buyer_cancel_reason,item_approval_context_approval_type,item_approval_context_approval_status,_fivetran_synced
S01-3281774-8478052,li_1NtZ97FCPJnn9IgI3O8NNYga,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:16:36.253000+00:00
S01-3058967-7321210,3_li_1NnrXqFCPJnn9IgIfPGQDoea,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:36:42.095000+00:00
S01-2356882-6739659,5_li_1Na4KjFCPJnn9IgIzBlDqjK7,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:10:04.101000+00:00
S01-5768976-8755601,li_1NmLYkFCPJnn9IgIQ3yYAeAz,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:38:28.097000+00:00
S01-9029817-2227645,li_1Nv3UuFCPJnn9IgIKgCA12mG,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:12:36.272000+00:00
S01-4972298-7650055,4_li_1NjuEgFCPJnn9IgIjVU9nfyP,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:29:40.090000+00:00
S01-9917836-8034002,4_li_1Na8sLFCPJnn9IgIm1p3LPJD,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:29:32.101000+00:00
S01-5724894-5732414,li_1Nq4diFCPJnn9IgIkokddnOU,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:26:12.097000+00:00
S01-9967935-4871615,li_1Nj2k5FCPJnn9IgImdTOguBZ,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:52:10.089000+00:00
S01-5646036-7804405,5_li_1NmfKBFCPJnn9IgIhxAUzDe6,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:44:06.099000+00:00
S01-9780074-9635628,li_1NbCA2FCPJnn9IgIi92oRISd,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:02:36.100000+00:00
S01-4712647-0038843,2_li_1NgFQEFCPJnn9IgIuyZp6HPF,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:44:34.097000+00:00
S01-9780115-2239638,4_li_1NmcFzFCPJnn9IgIbGYqXp72,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:40:54.107000+00:00
S01-2887108-1362045,li_1Nb6AsFCPJnn9IgIsmyNXDc6,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:26:44.090000+00:00
S01-8107188-3205269,li_1NXpHyFCPJnn9IgIJ8Bh2u39,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:12:40.091000+00:00
S01-4639217-3892430,2_li_1NrYe7FCPJnn9IgIBavNvd7n,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:23:18.094000+00:00
S01-3218473-3312428,5_li_1NilRFFCPJnn9IgIz5U8ru3A,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:36:22.100000+00:00
S01-1499634-9220469,3_li_1NnWJsFCPJnn9IgIr7cwGaE2,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:37:34.090000+00:00
S01-6527520-1124434,4_li_1NbT5vFCPJnn9IgIKO8Rgv2X,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:22:00.094000+00:00
S01-6391262-7207635,li_1Nb9KUFCPJnn9IgIOlHYcBxj,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:01:34.091000+00:00
S01-9444262-3306001,li_1Nfkh5FCPJnn9IgI2hysoSNk,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:08:56.095000+00:00
S01-8373383-8190036,CONSUMER-2023103-25026-2,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:08:16.096000+00:00
S01-7759408-2150008,li_1NpDkwFCPJnn9IgIdACPQcVq,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:30:18.088000+00:00
S01-3719865-3263625,3_li_1NblQSFCPJnn9IgIFGS872W3,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:00:48.090000+00:00
S01-6138463-8553220,li_1NqhMXFCPJnn9IgIBcjSazaA,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:25:34.093000+00:00
S01-3373528-6728469,li_1NbUJyFCPJnn9IgIDEzdlQTw,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:22:48.093000+00:00
S01-7869197-9729219,in_1NvTGOFCPJnn9IgIYSxSfnLi-0,B0C8KW7F1D,AY-7Z35-ODLK,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:09:54.094000+00:00
S01-7777132-9313247,li_1NjNvBFCPJnn9IgIfJ09Im9q,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:58:08.093000+00:00
S01-7922628-5228409,5_li_1NjmPsFCPJnn9IgI5r1lr6Ax,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:50:30.091000+00:00
S01-1868482-9045242,li_1Nj5uTFCPJnn9IgI7gYCch09,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:51:10.100000+00:00
S01-4701687-6506066,li_1NZLuxFCPJnn9IgIOVmHL3Uu,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:30:44.100000+00:00
S01-2396347-1190047,2_li_1NcB0sFCPJnn9IgIHDyXju8I,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:22:12.101000+00:00
S01-4338884-6992427,4_li_1Nf6euFCPJnn9IgIJ8YhVIuR,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:41:10.094000+00:00
S01-7853040-4038050,3_li_1NaroEFCPJnn9IgIGG9R1AUz,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:26:20.109000+00:00
S01-2851137-4246042,li_1NaSbbFCPJnn9IgIhjvY4H32,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:15:30.097000+00:00
S01-8605194-5582864,li_1NeLUWFCPJnn9IgICByn7Uvk,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:14:02.101000+00:00
S01-1951175-1602856,li_1Nj1RlFCPJnn9IgIaQkF4m6M,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:56:48.089000+00:00
S01-1564442-6818058,1_li_1NwcF5FCPJnn9IgIeKxtby3U,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:07:40.100000+00:00
S01-4985555-6366800,li_1NvMIBFCPJnn9IgICHJ5akcm,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:09:44.092000+00:00
S01-0103489-7192451,li_1NdmeYFCPJnn9IgI4PZQCurp,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:54:40.092000+00:00
S01-5785627-8809237,li_1NdyZ3FCPJnn9IgIHeIguLoI,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:17:46.103000+00:00
S01-8446485-9790031,3_li_1Nbql8FCPJnn9IgIoeujXat4,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:20:12.096000+00:00
S01-1964653-2967609,1_li_1NwxjPFCPJnn9IgIcxAt0o75,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:05:40.106000+00:00
S01-5354239-5478041,2_li_1NiVbNFCPJnn9IgIOglDCzON,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:20:06.101000+00:00
S01-4070470-4202851,li_1NgizNFCPJnn9IgIqXGZ4HJh,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:05:58.090000+00:00
S01-4014431-5086809,1_li_1Nwb3yFCPJnn9IgItDW7PttU,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:08:56.099000+00:00
S01-9382621-5810844,sub_1NmNzUFCPJnn9IgIv3aNMLsq-1-1,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:13:36.264000+00:00
S01-8348358-1450866,li_1NmppWFCPJnn9IgIotwzZa3O,B0CBGQ6L5D,accessory-case-a14-dlblue,Pinwheel Plus 3 | Dual Layer Case (A14) (Blue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:43:16.091000+00:00
S01-2501499-2677257,5_li_1Nih0qFCPJnn9IgIxvLwxAII,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:35:50.092000+00:00
S01-7861043-2495639,3_li_1Nh3hfFCPJnn9IgIuj7ztsHD,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:46:56.092000+00:00
S01-4639217-3892430,5_li_1NrYe7FCPJnn9IgIBavNvd7n,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:23:18.094000+00:00
S01-0806900-6003609,li_1NioO0FCPJnn9IgIOQCRt0cP,B0CBGQ6L5D,accessory-case-a14-dlblue,Pinwheel Plus 3 | Dual Layer Case (A14) (Blue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:55:22.096000+00:00
S01-7578533-7217225,4_li_1Ndx5RFCPJnn9IgILTCygGtw,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:54:30.095000+00:00
S01-9171415-9437204,li_1NcXbnFCPJnn9IgIYeOBoSaU,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:51:02.093000+00:00
S01-7701269-3504431,5_li_1NdbIHFCPJnn9IgIS8jpsTT7,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:58:26.099000+00:00
S01-0011453-6327600,3_li_1NfUo7FCPJnn9IgIln0R5lQo,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:45:16.098000+00:00
S01-1906070-4009203,5_li_1Npe0bFCPJnn9IgIWXQziO5z,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:31:04.089000+00:00
S01-1203538-2899616,5_li_1NvlWRFCPJnn9IgI8zVwXV4s,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:09:10.103000+00:00
S01-8715334-1449254,li_1NfmquFCPJnn9IgIranRjMA4,B0CC78H2TV,phone-rugged3-x10pro-black,Pinwheel Rugged 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:08:28.120000+00:00
S01-3276493-4802050,1_li_1NYIgoFCPJnn9IgIURihWDWi,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:23:00.100000+00:00
S01-3055933-7882810,3_li_1NaL3YFCPJnn9IgI1uEQzOIV,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:12:52.093000+00:00
S01-0717594-4433246,4_li_1NfRWoFCPJnn9IgIL44V5J4w,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:42:02.102000+00:00
S01-5425990-9695602,li_1NpaQYFCPJnn9IgIFHZV65Wi,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:29:48.088000+00:00
S01-8911510-2625254,li_1Nu4lsFCPJnn9IgIeic22vtM,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:17:00.093000+00:00
S01-9186446-2229235,li_1NmJ1eFCPJnn9IgIK4rgwjZk,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:26:14.099000+00:00
S01-8608428-1354835,4_li_1NgDsTFCPJnn9IgInlGvYQfJ,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:20:50.102000+00:00
S01-8731570-8937206,4_li_1NfTfQFCPJnn9IgIUylqKmk4,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:59:02.123000+00:00
S01-8926135-9874060,2_li_1NafaHFCPJnn9IgIHqftSlCz,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:24:06.096000+00:00
S01-5862255-0992416,li_1NdALUFCPJnn9IgIdp8J4ZpC,B0CC78H2TV,phone-rugged3-x10pro-black,Pinwheel Rugged 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:18:42.098000+00:00
S01-4576348-9500400,2_li_1NXkszFCPJnn9IgIYTNdBkRr,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:16:04.114000+00:00
S01-0898792-6206060,li_1NfNJ0FCPJnn9IgI3zILymu8,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:11:26.090000+00:00
S01-9786338-1000452,li_1NhjpTFCPJnn9IgI81kXvLvz,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:02:02.089000+00:00
S01-3741530-0335668,li_1NuK52FCPJnn9IgIcyhhaW7f,B0CC78H2TV,phone-rugged3-x10pro-black,Pinwheel Rugged 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:15:54.099000+00:00
S01-9444262-3306001,li_1Nfkh5FCPJnn9IgI4VSFP9Eu,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:08:56.095000+00:00
S01-8161035-6550826,CONSUMER-2023810-83613-0,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:20:20.094000+00:00
S01-3529096-5493236,in_1Ntsl9FCPJnn9IgIBWvPiCVC-1,B0CDQNDGY7,accessory-protector-7a-glass,Pixel | Screen Protector (7A),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:15:14.095000+00:00
S01-6788210-8054846,4_li_1Nb2dIFCPJnn9IgIHTuB9hcy,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:25:16.100000+00:00
S01-1919763-0509207,5_li_1NXo81FCPJnn9IgIjFuHh6U9,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:15:16.093000+00:00
S01-5337988-2670815,li_1Na3l1FCPJnn9IgIfPjEp2AG,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:20:26.091000+00:00
S01-8262541-3878031,3_li_1NpDWmFCPJnn9IgI2amhtfFD,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:28:20.106000+00:00
S01-6177189-3894808,3_li_1NgYA2FCPJnn9IgIr9pYxIcB,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:48:00.104000+00:00
S01-2063010-6690031,1_li_1Nb2xfFCPJnn9IgIMqHAib5k,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:25:10.102000+00:00
S01-3573582-1420450,3_li_1Nbxm5FCPJnn9IgIgtSr3b91,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:51:20.093000+00:00
S01-3343359-3537206,li_1NlLCjFCPJnn9IgIkCfSlaao,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:47:16.094000+00:00
S01-5361169-5730013,2_li_1Nen7eFCPJnn9IgI0kZSJkgq,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:55:06.101000+00:00
S01-3949165-2453266,5_li_1NXaOVFCPJnn9IgIBsv27Bog,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:20:14.095000+00:00
S01-6411707-5323604,5_li_1NvOIpFCPJnn9IgIJJYrmcF5,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:08:42.099000+00:00
S01-2100709-7637267,2_li_1NnmZvFCPJnn9IgIrrthXKNr,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:39:10.097000+00:00
S01-4199538-0697212,1_li_1NapimFCPJnn9IgI4Pav3wlG,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:26:54.104000+00:00
