payment_method_id,description,brand,fingerprint,funding,three_d_secure_authentication_flow,three_d_secure_result,three_d_secure_result_reason,three_d_secure_version,type,charge_id,wallet_type,_fivetran_synced,three_d_secure_usage_supported
pm_1MCOXrFCPJnn9IgIl4qUS62N,,visa,if4oV2fvp8xqMpEJ,credit,,,,,,,,2024-08-15 01:10:05.012000+00:00,True
pm_1MCQGzFCPJnn9IgIsgIpEGWp,,visa,ucIlNwQ0tkwzBIEL,debit,,,,,,,,2024-08-15 01:10:07.007000+00:00,True
pm_1MCQYrFCPJnn9IgIJMWgjSi6,,amex,1TBJD4vr5qzITkYP,credit,,,,,,,,2024-08-15 01:10:07.007000+00:00,True
pm_1MCQqxFCPJnn9IgIor9Gq4Gl,,visa,cKlwV5HBE4WFyyc3,credit,,,,,,,,2024-08-15 01:10:07.007000+00:00,True
pm_1MCTGYFCPJnn9IgICVWx8UDt,,mastercard,YUPQNp0wZ9sMJ2Vj,debit,,,,,,,,2024-08-15 01:10:07.600000+00:00,True
pm_1MCW3QFCPJnn9IgIRQ0dvAeM,,visa,bz3CEglkE6lLPKwh,credit,,,,,,,,2024-08-15 01:10:06.131000+00:00,True
pm_1MCXvEFCPJnn9IgIGpJyl3Bh,,visa,9LGaFUrn7GqDnI37,credit,,,,,,,,2024-08-15 01:10:01.287000+00:00,True
pm_1MCaGNFCPJnn9IgIeACJSVwJ,,visa,B10DGS0kS4GcoB9k,debit,,,,,,,,2024-08-15 01:10:01.286000+00:00,True
pm_1MCadmFCPJnn9IgIRVlEJ6Ye,,visa,g1ripR9LpGV0IMSW,credit,,,,,,,,2024-08-15 01:10:01.708000+00:00,True
pm_1MCcNVFCPJnn9IgIIphqWqlY,,amex,FOCrWpCMzdUJQeVC,credit,,,,,,,,2024-08-15 01:10:01.707000+00:00,True
pm_1MCds6FCPJnn9IgIKBCa5yaI,,visa,A5Niw8rti7rB2l4B,debit,,,,,,,,2024-08-15 01:09:57.519000+00:00,True
pm_1MCjFqFCPJnn9IgI7gR74gJe,,visa,e90sx9z1bIhRUbkT,debit,,,,,,,,2024-08-15 01:50:01.780000+00:00,True
pm_1MCmYiFCPJnn9IgI5aHmMOff,,mastercard,ywNfje4OnfmcJjv5,credit,,,,,,,,2024-08-15 01:10:01.158000+00:00,True
pm_1MCmdoFCPJnn9IgI90fEjgr8,,mastercard,FU2nf4nihNxLmKqo,credit,,,,,,,link,2024-08-15 01:10:01.158000+00:00,True
pm_1MCmq7FCPJnn9IgI8Nwse9Vs,,visa,4TGE2xEI4cGZe351,credit,,,,,,,,2024-08-15 02:14:00.233000+00:00,True
pm_1MCnpKFCPJnn9IgIHSSbigbi,,visa,mxA4jL5A71oLsYLU,debit,,,,,,,link,2024-08-15 01:10:01.157000+00:00,True
pm_1MCo7RFCPJnn9IgI4UmvfLP2,,mastercard,yapyv3gUmQR2BfR4,credit,,,,,,,,2024-08-15 01:50:01.166000+00:00,True
pm_1MCoseFCPJnn9IgIVANL72Xs,,mastercard,FTIXtfsVJAYFK8fh,credit,,,,,,,,2024-08-15 01:50:08.436000+00:00,True
pm_1MCouQFCPJnn9IgINT6Nbbce,,visa,rlHG3X221vE425kK,credit,,,,,,,,2024-08-15 01:50:08.131000+00:00,True
pm_1MCpIJFCPJnn9IgIXm6FuCgz,,visa,zOfpoGZllOC6YHf8,debit,,,,,,,,2024-08-15 01:10:01.430000+00:00,True
pm_1MCrQDFCPJnn9IgID8GrAyUG,,mastercard,EzVOg7njmMTPA8fc,credit,,,,,,,,2024-08-15 01:10:01.214000+00:00,True
pm_1MCuoeFCPJnn9IgI5TKxBZ5B,,visa,m7WXF7YpHsJbXMEg,credit,,,,,,,,2024-08-15 01:09:54.735000+00:00,True
pm_1MCwSYFCPJnn9IgIhRqogZkm,,visa,LAGqTtVZ2XCzabjH,credit,,,,,,,,2024-08-15 01:09:54.735000+00:00,True
pm_1MCwm3FCPJnn9IgIKqdvOGRe,,visa,fOWKbP0j5JmRBaT3,credit,,,,,,,google_pay,2024-08-15 01:09:54.735000+00:00,True
pm_1MD0bLFCPJnn9IgIgz1R7h61,,mastercard,YfPb44rCiildAxuL,credit,,,,,,,,2024-08-15 01:09:50.907000+00:00,True
pm_1MD6YUFCPJnn9IgIwNVh021D,,visa,Hs2K9XxhVKAveNv3,debit,,,,,,,,2024-08-15 01:09:51.263000+00:00,True
pm_1MD6kxFCPJnn9IgIY6Aezpk2,,visa,68nNc1TrhMNUAQDF,debit,,,,,,,,2024-08-15 01:49:48.254000+00:00,True
pm_1MD8DbFCPJnn9IgIUIfBvLKA,,discover,d6uKxLSq1JvnBXX2,credit,,,,,,,,2024-08-15 01:09:54.344000+00:00,True
pm_1MD8OxFCPJnn9IgIuuSfNeuz,,mastercard,5K4KILpYpBk5xagE,credit,,,,,,,link,2024-08-15 01:09:54.344000+00:00,True
pm_1MDAV1FCPJnn9IgInSjgSIMo,,visa,54A1JOpOIcGfZfnK,credit,,,,,,,apple_pay,2024-08-15 01:09:54.343000+00:00,True
pm_1MDBALFCPJnn9IgI0i7Vqt4P,,visa,Z0h5vYNHWy58ltIe,credit,,,,,,,,2024-08-15 01:09:56.237000+00:00,True
pm_1MDBAqFCPJnn9IgIfIeYxfus,,visa,wvILvyq6MVNCx4Sm,debit,,,,,,,,2024-08-15 01:09:56.237000+00:00,True
pm_1MDE8AFCPJnn9IgIwMOdKE2w,,visa,llmHnJpDzrKBDqY9,debit,,,,,,,,2024-08-15 01:49:58.436000+00:00,True
pm_1MDIikFCPJnn9IgIufpwasKe,,mastercard,vRBgUdWGgt25P4RS,debit,,,,,,,,2024-08-15 01:09:48.182000+00:00,True
pm_1MDRh5FCPJnn9IgIfUE9mCHl,,visa,f8UIW8s9fDQZusqH,debit,,,,,,,,2024-08-15 01:49:37.447000+00:00,True
pm_1MDSFeFCPJnn9IgI8ziT9LDK,,mastercard,3DLL9g2oulMbtMK4,debit,,,,,,,,2024-08-15 01:49:40.584000+00:00,True
pm_1MDW6KFCPJnn9IgI029bQ0BZ,,visa,LOux7300jHOA8VgP,credit,,,,,,,link,2024-08-15 01:09:48.902000+00:00,True
pm_1MDWJyFCPJnn9IgIFEtjfojE,,mastercard,TVgRg3rBWAyUtvyP,debit,,,,,,,,2024-08-15 01:09:48.902000+00:00,True
pm_1MDWnFFCPJnn9IgIoE5q0AMk,,visa,qPEXriL5zackIgbD,debit,,,,,,,,2024-08-15 01:09:48.902000+00:00,True
pm_1MDZ15FCPJnn9IgI3xDQFNJK,,visa,ITn5GDvucTn4ckrZ,debit,,,,,,,,2024-08-15 01:49:40.821000+00:00,True
pm_1MDZYiFCPJnn9IgIvnCvltov,,amex,hKiJkHZeUOfMMZ1A,credit,,,,,,,,2024-08-15 01:09:48.942000+00:00,True
pm_1MDZcCFCPJnn9IgI5KjQqyWJ,,amex,hKiJkHZeUOfMMZ1A,credit,,,,,,,,2024-08-15 01:09:48.942000+00:00,True
pm_1MDcpqFCPJnn9IgInPMwcUvD,,visa,IihleLtl4A8GnQWk,debit,,,,,,,,2024-08-15 01:09:49.544000+00:00,True
pm_1MDdtEFCPJnn9IgIY3D0KJbj,,visa,TtWV5tsNdsk1E9Ya,debit,,,,,,,,2024-08-15 02:16:02.321000+00:00,True
pm_1MDeBoFCPJnn9IgIt4VxfuDC,,mastercard,2giEqwLOtwm2RF0n,credit,,,,,,,,2024-08-15 01:09:42.701000+00:00,True
pm_1MDqY8FCPJnn9IgIGvvTzaq0,,visa,cpfZ7CJ8whM3apnZ,credit,,,,,,,,2024-08-15 01:09:39.432000+00:00,True
pm_1MDrUsFCPJnn9IgIRPmTNBrD,,amex,McBs49es7d3KFdN4,credit,,,,,,,,2024-08-15 01:09:42.346000+00:00,True
pm_1MDrtbFCPJnn9IgI9bJtzRlE,,mastercard,JvuG8ZyQMqgGwct6,debit,,,,,,,link,2024-08-15 01:09:42.346000+00:00,True
pm_1MDunkFCPJnn9IgICcsmxKhb,,mastercard,4Gky3SUD2hZpkmjY,debit,,,,,,,,2024-08-15 01:09:43.286000+00:00,True
pm_1MDxTBFCPJnn9IgIffk7AnPB,,mastercard,aLEOWNVCQ2TkVZPJ,credit,,,,,,,,2024-08-15 01:09:43.463000+00:00,True
pm_1MDysTFCPJnn9IgIGlkwINJs,,mastercard,8oeTGkkXBfsRrPjO,credit,,,,,,,,2024-08-15 02:16:03.633000+00:00,True
pm_1MDz0FFCPJnn9IgI6vlsQdXw,,mastercard,NUZ3eivtZnwtKU6b,credit,,,,,,,link,2024-08-15 01:09:43.462000+00:00,True
pm_1MDzpeFCPJnn9IgIL1HiMgBa,,visa,YJcUyjezSPnoYq9W,credit,,,,,,,,2024-08-15 01:09:37.445000+00:00,True
pm_1ME2EvFCPJnn9IgINPF1XRRy,,visa,1SbgNj1q74C4yYuO,debit,,,,,,,,2024-08-15 01:09:20.550000+00:00,True
pm_1ME3EiFCPJnn9IgIOa4wHgDS,,visa,jr4mjvXGXC39e40q,debit,,,,,,,,2024-08-15 01:49:25.813000+00:00,True
pm_1MECz2FCPJnn9IgIQn2999Zf,,visa,f2pFaLmKy9rAiHPO,debit,,,,,,,,2024-08-15 01:09:14.145000+00:00,True
pm_1MEEjKFCPJnn9IgIInEyOgYd,,visa,MN9I6C5WvfxeUjWP,credit,,,,,,,apple_pay,2024-08-15 01:09:16.410000+00:00,True
pm_1MEFNIFCPJnn9IgIQupcuyKI,,visa,o68wi3DxjtxspV6A,credit,,,,,,,,2024-08-15 01:49:23.612000+00:00,True
pm_1MEFtsFCPJnn9IgIvNrW7jv0,,visa,4Gli5SS4dKzYb8wz,debit,,,,,,,,2024-08-15 01:09:16.410000+00:00,True
pm_1MEGwqFCPJnn9IgINF7Ndx4z,,discover,6mKGJrrylowsRY2w,credit,,,,,,,,2024-08-15 01:09:18.153000+00:00,True
pm_1MEH0mFCPJnn9IgIrHS7pT8x,,visa,cb2bIIOopzTJg11j,debit,,,,,,,,2024-08-15 01:09:18.153000+00:00,True
pm_1MEH9QFCPJnn9IgIDIYNRzCX,,mastercard,oTiszt7aMAvBcyd2,credit,,,,,,,link,2024-08-15 01:09:18.153000+00:00,True
pm_1MEJfEFCPJnn9IgIuHQZOZ2l,,visa,fsBwtYYb0h21UggK,credit,,,,,,,,2024-08-15 01:09:16.414000+00:00,True
pm_1MEMIzFCPJnn9IgI7r1ZCbd3,,visa,mdN3Se9yen6YuuWB,debit,,,,,,,link,2024-08-15 01:09:10.255000+00:00,True
pm_1MENLlFCPJnn9IgIcXheLxXY,,visa,MDU80u1rzQWLSARc,credit,,,,,,,,2024-08-15 01:49:08.368000+00:00,True
pm_1MEZsxFCPJnn9IgIM6qMB4xx,,mastercard,kGDDVis8qaX3jdvx,debit,,,,,,,link,2024-08-15 01:09:09.526000+00:00,True
pm_1MEa2zFCPJnn9IgIZI30bsba,,visa,6b0jyJknsizG7vNq,credit,,,,,,,,2024-08-15 01:09:11.895000+00:00,True
pm_1MEaX6FCPJnn9IgIikFE6POy,,visa,twhZDsJOqeR3EFKW,credit,,,,,,,,2024-08-15 01:49:15.600000+00:00,True
pm_1MEbg4FCPJnn9IgIW5oqfZrB,,visa,Ji6f3Md1dIvm2J76,debit,,,,,,,,2024-08-15 01:09:11.894000+00:00,True
pm_1MEcBrFCPJnn9IgIqS3JCKj0,,visa,wq4tZ4QrjyOUqJhY,credit,,,,,,,link,2024-08-15 01:09:11.894000+00:00,True
pm_1MEd8SFCPJnn9IgIxsm59zWL,,visa,AUbosru6FFS5NO96,debit,,,,,,,,2024-08-15 01:09:11.347000+00:00,True
pm_1MEdUVFCPJnn9IgI232AknDK,,visa,dQNT3Yi6Q1iWZtAA,debit,,,,,,,,2024-08-15 01:09:11.347000+00:00,True
pm_1MEemeFCPJnn9IgIyq3mZBoq,,visa,UFVsylZk1mxGdVwC,credit,,,,,,,link,2024-08-15 01:09:11.346000+00:00,True
pm_1MEfUTFCPJnn9IgIg5LTiUHr,,visa,j6qF3l25dopetaOn,credit,,,,,,,,2024-08-15 01:49:09.460000+00:00,True
pm_1MEfb1FCPJnn9IgItnIGBUQC,,mastercard,3NHvbggdemJmbzqJ,credit,,,,,,,,2024-08-15 01:49:10.731000+00:00,True
pm_1MEhczFCPJnn9IgIesjn2fTO,,mastercard,R0lBhCpa88uzWVOR,credit,,,,,,,,2024-08-15 01:49:08.921000+00:00,True
pm_1MEhlUFCPJnn9IgIScxGwsCK,,visa,ivGIYegl1SQ2aaxu,credit,,,,,,,,2024-08-15 01:09:11.763000+00:00,True
pm_1MEhwGFCPJnn9IgIGYn3r4JA,,visa,NipwEOZkSQZSTiIc,debit,,,,,,,,2024-08-15 01:09:11.763000+00:00,True
pm_1MEkSMFCPJnn9IgIyc2mDIjJ,,visa,VpgANMvUKWWF2ei5,credit,,,,,,,apple_pay,2024-08-15 01:09:02.662000+00:00,True
pm_1MEkvVFCPJnn9IgIoY3WZj7c,,visa,7MZqg6g4MqsQt10p,credit,,,,,,,link,2024-08-15 01:09:02.661000+00:00,True
pm_1MEmnOFCPJnn9IgI7npYeWzr,,visa,CTDaabBLKgCKauFh,credit,,,,,,,apple_pay,2024-08-15 01:08:59.602000+00:00,True
pm_1MEtm7FCPJnn9IgIBKnXf31f,,visa,3hLA7T5qzV2fNde8,credit,,,,,,,,2024-08-15 01:08:57.859000+00:00,True
pm_1MEyvcFCPJnn9IgIxve0XXAw,,discover,Y1kKn8i0FZYji5dc,credit,,,,,,,,2024-08-15 01:08:59.444000+00:00,True
pm_1MEzBkFCPJnn9IgInwe8KeEi,,visa,T4BEnvnALtXXZbvN,credit,,,,,,,,2024-08-15 01:08:59.443000+00:00,True
pm_1MF02zFCPJnn9IgILp5yGEzz,,visa,vKehrmY7YoZOpmVC,credit,,,,,,,,2024-08-15 01:09:00.928000+00:00,True
pm_1MF0KlFCPJnn9IgIilMWYRbT,,mastercard,mKu72jmGu1EmrgEI,credit,,,,,,,link,2024-08-15 01:09:00.928000+00:00,True
pm_1MF0zWFCPJnn9IgInrBFeb7G,,mastercard,K3mlmN6OAbVHxWhR,debit,,,,,,,apple_pay,2024-08-15 01:09:00.928000+00:00,True
pm_1MF1E2FCPJnn9IgIgCmQDp0T,,visa,T2l965TQKzALL7Lt,debit,,,,,,,link,2024-08-15 01:09:00.928000+00:00,True
pm_1MF1OiFCPJnn9IgIz8hmQFyr,,visa,bYYiPA5o352TXDoX,debit,,,,,,,link,2024-08-15 01:09:00.928000+00:00,True
pm_1MF3YjFCPJnn9IgIxmKWNFNq,,visa,3jnKOxttqJQmYc35,credit,,,,,,,,2024-08-15 01:08:59.500000+00:00,True
pm_1MF4dlFCPJnn9IgIfQbdTmmm,,mastercard,A8rR4DNFMOTaNzwx,credit,,,,,,,,2024-08-15 01:48:56.007000+00:00,True
pm_1MF4juFCPJnn9IgIegn9EG8p,,visa,H90sc6vljdBnkZK0,debit,,,,,,,,2024-08-15 01:08:59.499000+00:00,True
pm_1MF4lLFCPJnn9IgIElp4oZEe,,visa,cNU6zLDkgFBKPIGJ,debit,,,,,,,,2024-08-15 02:13:08.148000+00:00,True
pm_1MF4n6FCPJnn9IgIho0fmJ5k,,amex,LDFQeMUHReUOLaZ1,credit,,,,,,,link,2024-08-15 01:08:59.499000+00:00,True
pm_1MF8kiFCPJnn9IgIb3yFiGaB,,visa,k7uB5coWj1RCh1e8,credit,,,,,,,link,2024-08-15 01:08:52.653000+00:00,True
pm_1MF9UsFCPJnn9IgI8FfNV0IL,,mastercard,PKVcBKOn9Po00Y93,credit,,,,,,,,2024-08-15 01:08:52.652000+00:00,True
pm_1MF9w3FCPJnn9IgIbH1Onr0K,,visa,26Ti9ctHoNp6NmFN,credit,,,,,,,,2024-08-15 01:08:52.652000+00:00,True
pm_1MFAwEFCPJnn9IgIPa7qY3TY,,visa,CPyZnDDZfXkxYLTG,credit,,,,,,,,2024-08-15 01:08:49.452000+00:00,True
pm_1MFBT6FCPJnn9IgIyDlYdXs0,,visa,YJtLEA1jgUa41nAE,credit,,,,,,,,2024-08-15 01:08:49.452000+00:00,True
pm_1MFItjFCPJnn9IgIAtDjsTrD,,visa,Q4GnrVau78l8CImk,debit,,,,,,,,2024-08-15 01:48:52.517000+00:00,True
pm_1MFJOgFCPJnn9IgIz2NAUE13,,visa,nzCudYebsrllZHQ1,debit,,,,,,,link,2024-08-15 01:08:53.503000+00:00,True
pm_1MFJe1FCPJnn9IgIoINgiZpH,,visa,IKj5210tv1Ui3Wh1,credit,,,,,,,,2024-08-15 01:08:53.503000+00:00,True
pm_1MFLsDFCPJnn9IgI9fEvn5Bz,,amex,tdkIZ6H6HTVZWSN0,credit,,,,,,,,2024-08-15 01:08:54.464000+00:00,True
pm_1MFMZJFCPJnn9IgId1THBXex,,visa,1RZ760ZnTU006B9F,credit,,,,,,,,2024-08-15 01:48:49.842000+00:00,True
pm_1MFNXVFCPJnn9IgI82w7G77u,,mastercard,ocgnfNzssEJyBzpu,debit,,,,,,,,2024-08-15 01:08:54.464000+00:00,True
pm_1MFNonFCPJnn9IgIPYfwNcIf,,visa,4apZDJ3Ab15RpGHA,credit,,,,,,,,2024-08-15 01:08:54.464000+00:00,True
pm_1MFPuxFCPJnn9IgIDag2UyaP,,visa,YGkUbNusv61LMAb5,debit,,,,,,,apple_pay,2024-08-15 01:08:54.761000+00:00,True
pm_1MFQEsFCPJnn9IgIbdH47Aa3,,mastercard,pk6hfVzEXWoehH8H,debit,,,,,,,link,2024-08-15 01:08:54.761000+00:00,True
pm_1MFSMFFCPJnn9IgIqrTb1uzv,,visa,AtWAOYfuvFexj5j7,debit,,,,,,,,2024-08-15 01:08:47.694000+00:00,True
pm_1MFUCdFCPJnn9IgIpzXZD0AL,,visa,zGAkGbCEZRX7sdOY,credit,,,,,,,link,2024-08-15 01:08:47.367000+00:00,True
pm_1MFUSxFCPJnn9IgIKG0NqHEf,,visa,DU7FlmJV85YyB4HF,credit,,,,,,,,2024-08-15 01:08:47.367000+00:00,True
pm_1MFUiDFCPJnn9IgI9UUIugGC,,amex,v8WHGyRflFuNfw81,credit,,,,,,,,2024-08-15 01:08:47.366000+00:00,True
pm_1MFVk3FCPJnn9IgIXuv0vDLq,,visa,Vc0mR2zzp5o8RMQY,credit,,,,,,,apple_pay,2024-08-15 01:08:47.366000+00:00,True
pm_1MFaEdFCPJnn9IgIv4Op2AoF,,discover,jwgW18XjiDCCaNjw,credit,,,,,,,,2024-08-15 01:08:43.076000+00:00,True
pm_1MFcapFCPJnn9IgIsG5Sr4FD,,mastercard,mAjPx6qEM6OEk4QI,debit,,,,,,,link,2024-08-15 01:08:44.656000+00:00,True
pm_1MFcrwFCPJnn9IgI5bjizQNO,,visa,EXodQMwF60pcNOqb,credit,,,,,,,apple_pay,2024-08-15 01:08:44.656000+00:00,True
pm_1MFdZJFCPJnn9IgIHuqVGgyB,,visa,VlDj5XaezLsjwdHk,credit,,,,,,,link,2024-08-15 01:08:44.656000+00:00,True
pm_1MFduAFCPJnn9IgI6BqCNgzx,,visa,KlZv13ewIqpd2bEa,credit,,,,,,,,2024-08-15 01:48:36.796000+00:00,True
pm_1MFgcqFCPJnn9IgIo0Arr71F,,visa,BNlKGwvbozVMnWF7,debit,,,,,,,,2024-08-15 01:48:39.055000+00:00,True
pm_1MFh3XFCPJnn9IgIiegvRkCe,,mastercard,ERCCpbOkYEQvM2ow,debit,,,,,,,link,2024-08-15 01:08:47.256000+00:00,True
pm_1MFj3rFCPJnn9IgIBaaJftpg,,mastercard,OL69IaIwor2QTu5u,debit,,,,,,,,2024-08-15 01:48:42.065000+00:00,True
pm_1MFlsFFCPJnn9IgIEzZJ8rUi,,visa,4OQQey5LHARSoefM,credit,,,,,,,,2024-08-15 01:48:38.777000+00:00,True
pm_1MFmeRFCPJnn9IgIYL0ebJoK,,mastercard,zt5NZwl9QDVmxKbP,debit,,,,,,,,2024-08-15 03:07:13.926000+00:00,True
pm_1MFqTBFCPJnn9IgIf2xfeSi7,,visa,AiYCbrxNhin1FHAo,credit,,,,,,,link,2024-08-15 01:08:36.355000+00:00,True
pm_1MFsH5FCPJnn9IgIHGb3ebP1,,visa,vTDgjZ63impKhYDD,debit,,,,,,,,2024-08-15 01:48:07.813000+00:00,True
pm_1MFsLGFCPJnn9IgICVBSbnuY,,visa,IQlfb6AiV5uAWh7L,debit,,,,,,,apple_pay,2024-08-15 01:08:39.778000+00:00,True
pm_1MG1jYFCPJnn9IgIUp80qLw9,,mastercard,CTchMnIG80iKE4Z3,credit,,,,,,,link,2024-08-15 01:08:35.409000+00:00,True
pm_1MG2KwFCPJnn9IgI8iDZtSTl,,visa,ZZygjIjzDUgbEXBU,debit,,,,,,,,2024-08-15 01:08:38.488000+00:00,True
pm_1MG4pkFCPJnn9IgIGYlgJTKw,,visa,zd1G3yScK70nNAju,debit,,,,,,,apple_pay,2024-08-15 01:08:42.512000+00:00,True
pm_1MG6KbFCPJnn9IgIo42QPN1L,,mastercard,57QEZKfcHDqEeiBW,credit,,,,,,,link,2024-08-15 01:08:40.567000+00:00,True
pm_1MG6z0FCPJnn9IgIX6e59sj3,,mastercard,TIPbRVuR4k8dzCtY,debit,,,,,,,apple_pay,2024-08-15 01:08:40.566000+00:00,True
pm_1MG8eBFCPJnn9IgImx45hxvK,,visa,9KOZu6WjuHzl7jGQ,credit,,,,,,,apple_pay,2024-08-15 01:08:38.721000+00:00,True
pm_1MG9y3FCPJnn9IgI2sC2M47f,,visa,xshCPJkk65kBRvNK,credit,,,,,,,,2024-08-15 01:08:38.721000+00:00,True
pm_1MGD1fFCPJnn9IgITfnLEXOP,,visa,DKhdLZ2Ge8DXotvH,debit,,,,,,,,2024-08-15 01:47:55.802000+00:00,True
pm_1MGPicFCPJnn9IgIiRswSghX,,mastercard,Qzxlk7ohFFMVQR8r,credit,,,,,,,,2024-08-15 01:08:33.948000+00:00,True
pm_1MGQVkFCPJnn9IgIyR9VlSKV,,visa,z1ztgWY412fXtfKY,credit,,,,,,,,2024-08-15 01:08:33.948000+00:00,True
pm_1MGS5zFCPJnn9IgIZhnHwWTN,,visa,3tp4BjZl5xbL47tt,credit,,,,,,,,2024-08-15 01:48:03.938000+00:00,True
pm_1MGSLBFCPJnn9IgIKs69Hl9l,,mastercard,v7PGBcSrvmYgNFup,credit,,,,,,,,2024-08-15 01:48:02.986000+00:00,True
pm_1MGSaOFCPJnn9IgImFTG7ofJ,,amex,op6AOIpnqUEDoRb0,credit,,,,,,,,2024-08-15 01:48:01.379000+00:00,True
pm_1MGTDOFCPJnn9IgIOFCvmhgT,,visa,HkhmNLxhO9XAhqcW,credit,,,,,,,link,2024-08-15 01:08:33.412000+00:00,True
pm_1MGTiWFCPJnn9IgIzGJrxQG3,,amex,WE1zaOybGq4pZlmi,credit,,,,,,,,2024-08-15 01:47:55.497000+00:00,True
pm_1MGUv0FCPJnn9IgIh49BzzxY,,mastercard,g0ka7BXTPWZSS5Vl,credit,,,,,,,apple_pay,2024-08-15 01:08:33.124000+00:00,True
pm_1MGb4tFCPJnn9IgIFNbSS4J4,,visa,FLL2lclduaWafPKR,credit,,,,,,,,2024-08-15 01:08:23.194000+00:00,True
pm_1MGbO2FCPJnn9IgIAws1ZGLO,,visa,0jeGTEuJEyD1X6GN,credit,,,,,,,link,2024-08-15 01:08:23.194000+00:00,True
pm_1MGcLUFCPJnn9IgI6iCsKdWz,,visa,EoOfzlYr9xGV9kL6,credit,,,,,,,,2024-08-15 01:47:17.404000+00:00,True
pm_1MGh9HFCPJnn9IgIdBM5IL6e,,amex,fDcbmeiEtCmUZMHx,credit,,,,,,,,2024-08-15 01:47:49.034000+00:00,True
pm_1MGliBFCPJnn9IgIrQOJWek2,,mastercard,5XWGp2JMPVpGP5zj,debit,,,,,,,,2024-08-15 01:47:36.120000+00:00,True
pm_1MGm5uFCPJnn9IgIK8yWmICI,,visa,UOVOOtVsrwI2iUBb,credit,,,,,,,,2024-08-15 01:47:31.158000+00:00,True
pm_1MGn8xFCPJnn9IgIAITPSFMl,,visa,Im7mCsBUXhCvfcCE,credit,,,,,,,,2024-08-15 01:47:17.794000+00:00,True
pm_1MGo1JFCPJnn9IgI2o3nWd4u,,visa,ctck58D7EVhBEghr,credit,,,,,,,,2024-08-15 01:08:24.090000+00:00,True
pm_1MGpCYFCPJnn9IgIVbnpxVeI,,visa,2LAia0qdhEvCSsQp,credit,,,,,,,,2024-08-15 01:47:30.271000+00:00,True
pm_1MGpUBFCPJnn9IgI5oVHP5jC,,mastercard,2LE9uJw0bG8Pi7lW,credit,,,,,,,link,2024-08-15 01:08:24.090000+00:00,True
pm_1MGqMlFCPJnn9IgIUDUo5sXs,,visa,RuheNL8B4Nvh0752,debit,,,,,,,,2024-08-15 01:47:17.946000+00:00,True
pm_1MGr07FCPJnn9IgIzXp4yxLM,,visa,HW2nWWmUNexrp8nI,credit,,,,,,,,2024-08-15 01:08:23.877000+00:00,True
pm_1MGrkRFCPJnn9IgItmjkPjv5,,visa,fhJpkZBpBr3NhK7G,credit,,,,,,,,2024-08-15 01:08:23.877000+00:00,True
pm_1MGsSMFCPJnn9IgIXuWNXBn4,,visa,M3xaDG61l7MXpHdN,credit,,,,,,,,2024-08-15 01:47:36.739000+00:00,True
pm_1MH6uqFCPJnn9IgIeFGJRiP0,,visa,RdkeExCdKrh5aYYm,debit,,,,,,,link,2024-08-15 01:08:15.538000+00:00,True
pm_1MH7CTFCPJnn9IgIP8DV1uQV,,visa,YSFmnmrmJluJrfc4,credit,,,,,,,,2024-08-15 01:46:32.218000+00:00,True
pm_1MH7nDFCPJnn9IgI70p4naCY,,visa,sJ4Tl2xqKAuHo5Nv,debit,,,,,,,link,2024-08-15 01:08:18.608000+00:00,True
pm_1MH7vzFCPJnn9IgIN5WXFEyO,,amex,kCvguJOWezJcytHO,credit,,,,,,,,2024-08-15 01:47:07.205000+00:00,True
pm_1MHAA1FCPJnn9IgIBbhJakDr,,visa,JKROUxLmNgfYASh4,credit,,,,,,,,2024-08-15 01:08:18.292000+00:00,True
pm_1MHAw1FCPJnn9IgIbHx3VYTp,,visa,lKddVkLHYkf4AVj1,prepaid,,,,,,,,2024-08-15 01:47:10.932000+00:00,True
pm_1MHBGnFCPJnn9IgI3lRFsSKf,,visa,bXgwIhIjo1GpJUT0,credit,,,,,,,,2024-08-15 01:47:02.020000+00:00,True
pm_1MHC6VFCPJnn9IgIyM8GXIvL,,visa,LI2gcAWOej9OS7yW,credit,,,,,,,,2024-08-15 01:46:53.117000+00:00,True
pm_1MHCA5FCPJnn9IgIxW7GFG4S,,visa,3xPqnkd5W9iqFl1v,debit,,,,,,,,2024-08-15 01:46:44.125000+00:00,True
pm_1MHCCfFCPJnn9IgI0BYe2m4C,,visa,kFWQrwHHFQi9xkC2,credit,,,,,,,apple_pay,2024-08-15 01:08:18.291000+00:00,True
pm_1MHDBNFCPJnn9IgIfzKQKNGX,,visa,quSrNcmD6eJxJZxm,credit,,,,,,,,2024-08-15 01:47:11.802000+00:00,True
pm_1MHETVFCPJnn9IgInKAqRFD1,,visa,q2e1RcdnouDst0Md,debit,,,,,,,,2024-08-15 01:08:16.512000+00:00,True
pm_1MHFSMFCPJnn9IgIxnJimtt7,,visa,xiUccwfzqbmG3cp9,credit,,,,,,,,2024-08-15 01:46:33.439000+00:00,True
pm_1MHGOmFCPJnn9IgIiOBtLb69,,visa,cbIosBYVVlM86wpz,debit,,,,,,,,2024-08-15 01:46:15.306000+00:00,True
pm_1MHGscFCPJnn9IgIgLK9aZ9s,,visa,vOgOKwZX3xR5tVyq,debit,,,,,,,,2024-08-15 01:08:10.777000+00:00,True
pm_1MHGxJFCPJnn9IgIcoMi0AVB,,visa,PuLuVUk0NX2HGFKX,credit,,,,,,,,2024-08-15 01:46:05.784000+00:00,True
