subscription_id,id,amount,currency,description,discountable,livemode,metadata,period_start,period_end,proration,quantity,type,price_id,plan_id,customer_id,subscription_item_id,_fivetran_synced,invoice_item_id
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_153463FCPJnn9IgIf74ba074,11000,usd,1 × Pinwheel Cellular Plan (at $110.00 / year),True,True,{},2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,subscription,price_1RCPeRFCPJnn9IgIouS4VljH,price_1RCPeRFCPJnn9IgIouS4VljH,,si_SFeCAXjDZPpxRq,2025-06-14 00:31:16.275000+00:00,
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_1RZLSmFCPJnn9IgII76Urcyi,12,usd,Federal TRS Fund,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,invoiceitem,price_1RZLSmFCPJnn9IgIQB2awS5C,,,,2025-06-14 00:31:16.275000+00:00,ii_1RZLSmFCPJnn9IgII76Urcyi
sub_1OMg8NFCPJnn9IgI0X1YNpcI,il_tmp_143f4eFCPJnn9IgI982ff749,4999,usd,1 × Subscription (Quarterly) (at $49.99 / every 3 months),True,True,{},2025-09-13 00:17:07+00:00,2025-12-13 00:17:07+00:00,False,1,subscription,price_1OEvvGFCPJnn9IgIFJi4Gyfh,price_1OEvvGFCPJnn9IgIFJi4Gyfh,,si_PB2CbzE8nOVVVp,2025-06-14 00:30:54.042000+00:00,
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_13fcfaFCPJnn9IgIb25575ff,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SFeC4GI2O9xHMo,2025-06-14 00:31:16.275000+00:00,
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_1RZLSnFCPJnn9IgIU9Lw9VSI,12,usd,State Gross Receipts Tax,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,invoiceitem,price_1RZLSnFCPJnn9IgIj6YHjOqR,,,,2025-06-14 00:31:16.275000+00:00,ii_1RZLSnFCPJnn9IgIU9Lw9VSI
sub_1OMg9eFCPJnn9IgIfo8EXKCN,il_tmp_1ba75aFCPJnn9IgI46369e7f,4999,usd,1 × Subscription (Quarterly) (at $49.99 / every 3 months),True,True,{},2025-09-13 00:18:26+00:00,2025-12-13 00:18:26+00:00,False,1,subscription,price_1OEvvGFCPJnn9IgIFJi4Gyfh,price_1OEvvGFCPJnn9IgIFJi4Gyfh,,si_PB2EhLU1md8pnT,2025-06-14 00:31:08.049000+00:00,
sub_1RZZdGFCPJnn9IgItIZO0urP,il_tmp_12ae99FCPJnn9IgI95aee8e5,14874,usd,1 × Pinwheel Subscription (at $148.74 / year),True,True,{},2026-06-13 15:35:06+00:00,2027-06-13 15:35:06+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_SUYkWxbfW9I92P,2025-06-14 00:32:40.910000+00:00,
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_1c3351FCPJnn9IgI1fa8ccbb,29748,usd,2 × Pinwheel Subscription (at $148.74 / year),True,True,{},2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_SGs4t8XKpBSQpF,2025-06-14 00:31:16.054000+00:00,
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_1RZM9UFCPJnn9IgILlGdmCl8,900,usd,State E911 Fee,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,1,invoiceitem,price_1RZM9UFCPJnn9IgI4f0ozhe6,,,,2025-06-14 00:31:16.054000+00:00,ii_1RZM9UFCPJnn9IgILlGdmCl8
sub_1QVRpkFCPJnn9IgIDLWPCvn0,il_tmp_1d8f0eFCPJnn9IgIe4533108,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-09-13 05:54:40+00:00,2025-12-13 05:54:40+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_ROEIAZWCbp7tnH,2025-06-14 00:30:58.885000+00:00,
sub_1QVQRIFCPJnn9IgI9fruMTet,il_tmp_1c9f05FCPJnn9IgI53c93cf2,8498,usd,2 × Pinwheel Subscription (at $42.49 / every 3 months),True,True,{},2025-09-13 04:25:20+00:00,2025-12-13 04:25:20+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIehueSqdF,price_1QN3ehFCPJnn9IgIehueSqdF,,si_ROCryyW0uxCpOZ,2025-06-14 00:31:12.479000+00:00,
sub_1RZcq1FCPJnn9IgIviRglMyY,il_tmp_13b088FCPJnn9IgI0ed31981,0,usd,0 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-06-13 19:00:29+00:00,2027-06-13 19:00:29+00:00,False,0,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SUhQXyGfaFJvmb,2025-06-14 00:32:42.175000+00:00,
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_1RZM9TFCPJnn9IgIcBheiUqG,60,usd,Federal Universal Service Fund,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,1,invoiceitem,price_1RZM9TFCPJnn9IgITcNBbxoz,,,,2025-06-14 00:31:16.054000+00:00,ii_1RZM9TFCPJnn9IgIcBheiUqG
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_12d7bdFCPJnn9IgIfa6f7070,18700,usd,2 × Pinwheel Cellular Plan (at $93.50 / year),True,True,{},2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,2,subscription,price_1RCQIFFCPJnn9IgIfE7nLnU0,price_1RCQIFFCPJnn9IgIfE7nLnU0,,si_SGs4vSbyDyiO0f,2025-06-14 00:31:16.054000+00:00,
sub_1RZgGbFCPJnn9IgIyoL9wa9d,il_tmp_1e49e8FCPJnn9IgIc0890dd3,14874,usd,1 × Pinwheel Subscription (at $148.74 / year),True,True,{},2026-06-13 22:40:09+00:00,2027-06-13 22:40:09+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_SUfbjDUa2kD0Zd,2025-06-14 00:32:42.149000+00:00,
sub_1OBo2XFCPJnn9IgIqG2eshGd,il_tmp_1fb921FCPJnn9IgI4b491370,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-12-03 00:30:09+00:00,2026-12-03 00:30:09+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_OzndfIzM3dNBWT,2024-12-04 00:31:45.047000+00:00,
sub_1QRmw1FCPJnn9IgIj5cPbqHZ,il_tmp_10bd3cFCPJnn9IgIc911fdd1,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-03 03:38:01+00:00,2026-12-03 03:38:01+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKRptFzNWlTzWV,2024-12-04 00:33:43.916000+00:00,
sub_1QRosmFCPJnn9IgIByOITaoi,il_tmp_114a8bFCPJnn9IgIa12bd022,23999,cad,1 × Pinwheel Subscription (at $239.99 / year),True,True,{},2025-12-03 05:42:48+00:00,2026-12-03 05:42:48+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgITAdNVw4t,price_1QN3ehFCPJnn9IgITAdNVw4t,,si_RKTqMH24wk6rT5,2024-12-04 00:33:42.943000+00:00,
sub_1QRxPiFCPJnn9IgIeTVnPhMc,il_tmp_199fe5FCPJnn9IgI60c7ae1a,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-03 14:49:21+00:00,2026-12-03 14:49:21+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKcfDyYXCpig0p,2024-12-04 00:33:47.240000+00:00,
sub_1QRxnnFCPJnn9IgINoX2d07T,il_tmp_1dc102FCPJnn9IgIf5748ff4,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-03 15:14:15+00:00,2026-12-03 15:14:15+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKd3HvMwHZPI1C,2024-12-04 00:33:47.240000+00:00,
sub_1QRmdFFCPJnn9IgINqYfNUGk,il_tmp_1717e8FCPJnn9IgIf9ff16f3,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-03 03:18:37+00:00,2026-12-03 03:18:37+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKRWFfdFVUnwDF,2024-12-04 00:33:42.948000+00:00,
sub_1QRmHPFCPJnn9IgI32OwKaNj,il_tmp_138791FCPJnn9IgIccd13c98,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-03 02:56:03+00:00,2026-12-03 02:56:03+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKR9bKny1upUdi,2024-12-04 00:33:43.198000+00:00,
sub_1QRkd3FCPJnn9IgI9FgKyISw,il_tmp_1119c7FCPJnn9IgIdb750e85,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-03 01:10:17+00:00,2026-12-03 01:10:17+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKPRkre0uSlHA1,2024-12-04 00:33:43.645000+00:00,
sub_1QSQOOFCPJnn9IgIRX8p2wLW,il_tmp_1a48a1FCPJnn9IgI21861dfd,4999,usd,1 × GPT Subscription (Annual) (at $49.99 / year),True,True,{},2025-12-04 21:45:56+00:00,2026-12-04 21:45:56+00:00,False,1,subscription,price_1Pj2K6FCPJnn9IgIk4bvB0uJ,price_1Pj2K6FCPJnn9IgIk4bvB0uJ,,si_RL6bXhWarqLf5L,2024-12-05 00:33:12.281000+00:00,
sub_1QS74VFCPJnn9IgIFWo49oSw,il_tmp_197189FCPJnn9IgI1d416880,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-04 01:08:06+00:00,2026-12-04 01:08:06+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RKmdLcAVI2c9EW,2024-12-05 00:33:10.152000+00:00,
sub_1OJSTrFCPJnn9IgIoYmMOqNn,il_tmp_1c8071FCPJnn9IgI88e586d9,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-12-04 03:05:59+00:00,2026-12-04 03:05:59+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_P7htGV8K3NsxLO,2024-12-05 00:31:12.410000+00:00,
sub_1QSRocFCPJnn9IgIBEY0HYgS,il_tmp_13dac9FCPJnn9IgIf96a83b7,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-04 23:17:06+00:00,2026-12-04 23:17:06+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RL84tzE4TGZiaV,2024-12-05 00:33:11.817000+00:00,
sub_1QSk6WFCPJnn9IgI73Wi71f5,il_tmp_194717FCPJnn9IgIc08913ac,23999,cad,1 × Pinwheel Subscription (at $239.99 / year),True,True,{},2025-12-05 18:48:48+00:00,2026-12-05 18:48:48+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgITAdNVw4t,price_1QN3ehFCPJnn9IgITAdNVw4t,,si_RLQyWmkXPUY1w9,2024-12-06 00:33:13.332000+00:00,
sub_1QSk2OFCPJnn9IgIg1FU1pe2,il_tmp_1dfb6cFCPJnn9IgIb6afe48c,29748,usd,2 × Pinwheel Subscription (at $148.74 / year),True,True,{},2025-12-05 18:44:32+00:00,2026-12-05 18:44:32+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_RLQu1w9E15RvQw,2024-12-06 00:33:13.845000+00:00,
sub_1QSor7FCPJnn9IgIUqx7IlpK,il_tmp_137ba1FCPJnn9IgI1d424fe0,29748,usd,2 × Pinwheel Subscription (at $148.74 / year),True,True,{},2025-12-05 23:53:13+00:00,2026-12-05 23:53:13+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_RLVs0wODIb4z1y,2024-12-06 00:33:14.137000+00:00,
sub_1OCaZLFCPJnn9IgIMNGtUFzt,il_tmp_18f2baFCPJnn9IgI80dfe6cd,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-12-05 04:19:15+00:00,2026-12-05 04:19:15+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_P0bm6gGvjd953W,2024-12-06 00:31:21.033000+00:00,
sub_1OCqhFFCPJnn9IgICSSDvCSi,il_tmp_1db06cFCPJnn9IgIb36fd848,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-12-05 21:32:29+00:00,2026-12-05 21:32:29+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_P0sSjdv1XAfbUv,2024-12-06 00:31:40.985000+00:00,
sub_1QSo3rFCPJnn9IgIDBbBTToX,il_tmp_121f09FCPJnn9IgI610f4a11,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-05 23:02:19+00:00,2026-12-05 23:02:19+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RLV3lPMMmHaUIN,2024-12-06 00:33:13.572000+00:00,
sub_1QShE1FCPJnn9IgIi7qlSEVg,il_tmp_12fbeeFCPJnn9IgI48af50bb,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-05 15:44:21+00:00,2026-12-05 15:44:21+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RLO0rqSKP6NhWb,2024-12-06 00:33:12.266000+00:00,
sub_1QSo4RFCPJnn9IgI6cbZ8emM,il_tmp_151de5FCPJnn9IgI0245fbcf,23999,cad,1 × Pinwheel Subscription (at $239.99 / year),True,True,{},2025-12-05 23:02:55+00:00,2026-12-05 23:02:55+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgITAdNVw4t,price_1QN3ehFCPJnn9IgITAdNVw4t,,si_RLV43J2spW6h8s,2024-12-06 00:33:13.830000+00:00,
sub_1M4tfYFCPJnn9IgIzNMLERQi,il_tmp_119ba7FCPJnn9IgI60250aca,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-12-06 22:01:20+00:00,2026-12-06 22:01:20+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_MoWjaj8KJNwECc,2024-12-07 00:31:27.230000+00:00,
sub_1QSuBNFCPJnn9IgIcqUB2iBr,il_tmp_183682FCPJnn9IgI3bfab1a3,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-06 05:34:29+00:00,2026-12-06 05:34:29+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RLbO3909314qSq,2024-12-07 00:33:20.347000+00:00,
sub_1OHqaSFCPJnn9IgIaOTFcawY,il_tmp_173fe8FCPJnn9IgIc9199161,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-11-29 16:26:08+00:00,2026-11-29 16:26:08+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_P62flTQ8TnxEgb,2024-12-07 00:31:29.972000+00:00,
sub_1QSvmTFCPJnn9IgIZgm1I9Jl,il_tmp_10ae48FCPJnn9IgIdda7c53c,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-06 07:16:52+00:00,2026-12-06 07:16:52+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RLd2dNIneJFw1i,2024-12-07 00:33:20.758000+00:00,
sub_1QTA7NFCPJnn9IgIAS3iZUdJ,il_tmp_186bffFCPJnn9IgIe09b44e1,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-06 22:35:25+00:00,2026-12-06 22:35:25+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RLrrmGT06vOwBz,2024-12-07 00:33:22.606000+00:00,
sub_1QSrSbFCPJnn9IgInHs8S0wd,il_tmp_1cda86FCPJnn9IgI2de1a706,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-06 02:40:05+00:00,2026-12-06 02:40:05+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RLYZTgfX5YOCzu,2024-12-07 00:33:20.098000+00:00,
sub_1QVinXFCPJnn9IgIlbBUmZYA,il_tmp_195198FCPJnn9IgI65a98a31,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-09-14 00:01:31+00:00,2025-12-14 00:01:31+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_ROVpzkfLAGdunV,2025-06-14 00:30:40.159000+00:00,
sub_1PRLjMFCPJnn9IgI9yOpM759,il_tmp_19aab3FCPJnn9IgI2fde8c7b,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-06-13 22:02:52+00:00,2027-06-13 22:02:52+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_QHvaZ475HNJyDd,2025-06-14 00:30:46.254000+00:00,
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_1RZLSoFCPJnn9IgI2wmyz92J,1800,usd,Local E911 Fee,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,invoiceitem,price_1RZLSoFCPJnn9IgIuKVhTKiD,,,,2025-06-14 00:31:16.275000+00:00,ii_1RZLSoFCPJnn9IgI2wmyz92J
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_1RZLSnFCPJnn9IgIDSlQFjiT,36,usd,State And Local Sales Tax,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,invoiceitem,price_1RZLSnFCPJnn9IgIsPKuX3ph,,,,2025-06-14 00:31:16.275000+00:00,ii_1RZLSnFCPJnn9IgIDSlQFjiT
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_1RZM9TFCPJnn9IgI4ITQcliK,12,usd,Federal TRS Fund,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,1,invoiceitem,price_1RZM9TFCPJnn9IgIHewkeVV7,,,,2025-06-14 00:31:16.054000+00:00,ii_1RZM9TFCPJnn9IgI4ITQcliK
sub_1QVMzzFCPJnn9IgIiLMW7LFG,il_tmp_12ce41FCPJnn9IgIc8271105,8498,usd,2 × Pinwheel Subscription (at $42.49 / every 3 months),True,True,{},2025-09-13 00:44:55+00:00,2025-12-13 00:44:55+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIehueSqdF,price_1QN3ehFCPJnn9IgIehueSqdF,,si_RO9Ig4sisRFwqi,2025-06-14 00:30:39.134000+00:00,
sub_1QVMi7FCPJnn9IgIAYsixNFH,il_tmp_1e9275FCPJnn9IgIb603dcf5,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-09-13 00:26:27+00:00,2025-12-13 00:26:27+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_RO90HPK4DbHSOX,2025-06-14 00:30:43.814000+00:00,
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_1RZLSnFCPJnn9IgIkzR6KRAr,60,usd,Federal Universal Service Fund,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,invoiceitem,price_1RZLSnFCPJnn9IgIiocm9FrX,,,,2025-06-14 00:31:16.275000+00:00,ii_1RZLSnFCPJnn9IgIkzR6KRAr
sub_1RL8uBFCPJnn9IgI3rWsHyH7,il_tmp_1RZLSnFCPJnn9IgIV38t2lwv,36,usd,State Telecom Relay Service Surcharge,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-04 20:12:55+00:00,2027-05-04 20:12:55+00:00,False,1,invoiceitem,price_1RZLSnFCPJnn9IgIcUem8kF4,,,,2025-06-14 00:31:16.275000+00:00,ii_1RZLSnFCPJnn9IgIV38t2lwv
sub_1RZcq1FCPJnn9IgIviRglMyY,il_tmp_167efdFCPJnn9IgI75e02303,11000,usd,1 × Pinwheel Cellular Plan (at $110.00 / year),True,True,{},2026-06-13 19:00:29+00:00,2027-06-13 19:00:29+00:00,False,1,subscription,price_1RCPeRFCPJnn9IgIouS4VljH,price_1RCPeRFCPJnn9IgIouS4VljH,,si_SUhQHjmA84e8Do,2025-06-14 00:32:42.175000+00:00,
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_1RZM9UFCPJnn9IgIGGIc4PDf,24,usd,State Universal Service Fund,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,1,invoiceitem,price_1RZM9UFCPJnn9IgIJWtOEKVv,,,,2025-06-14 00:31:16.054000+00:00,ii_1RZM9UFCPJnn9IgIGGIc4PDf
sub_1RMKK2FCPJnn9IgILFjQTAoB,il_tmp_1RZM9UFCPJnn9IgI0IpJrOWA,24,usd,State Sales Tax,True,True,"{""Purpose"":""Cellular Tax""}",2026-05-08 02:36:30+00:00,2027-05-08 02:36:30+00:00,False,1,invoiceitem,price_1RZM9UFCPJnn9IgIJZzCVCww,,,,2025-06-14 00:31:16.054000+00:00,ii_1RZM9UFCPJnn9IgI0IpJrOWA
sub_1RZW27FCPJnn9IgIefkljB4s,il_tmp_1ceee6FCPJnn9IgI5e33d170,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2026-06-13 11:44:31+00:00,2027-06-13 11:44:31+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_SUV2PbwjdkGKdd,2025-06-14 00:32:40.192000+00:00,
sub_1RZMkjFCPJnn9IgIu073tk0i,il_tmp_103902FCPJnn9IgIa6ddf351,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-06-13 01:49:57+00:00,2027-06-13 01:49:57+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SULRKJ2KZXejf7,2025-06-14 00:32:39.627000+00:00,
sub_1PLmn8FCPJnn9IgIIqnAyBsv,il_tmp_13e016FCPJnn9IgI250769aa,0,usd,0 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-29 13:43:46+00:00,2027-05-29 13:43:46+00:00,False,0,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_QCB9LkYXxV3QFU,2025-06-14 00:31:10.828000+00:00,
sub_1ONM11FCPJnn9IgIHAcJQjvM,il_tmp_18947aFCPJnn9IgI08138dfc,4999,usd,1 × Subscription (Quarterly) (at $49.99 / every 3 months),True,True,{},2025-09-14 21:00:19+00:00,2025-12-14 21:00:19+00:00,False,1,subscription,price_1OEvvGFCPJnn9IgIFJi4Gyfh,price_1OEvvGFCPJnn9IgIFJi4Gyfh,,si_PBjT3uXQ15DH11,2025-06-15 00:30:41.361000+00:00,
sub_1R2husFCPJnn9IgIli0PYDoj,il_tmp_1d98d6FCPJnn9IgI3fda64b5,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-09-14 23:45:26+00:00,2025-12-14 23:45:26+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_Rwb77eXmczDnTW,2025-06-15 00:31:15.181000+00:00,
sub_1ONLwXFCPJnn9IgIqCIQefYU,il_tmp_1feb12FCPJnn9IgI1cc3335f,4999,usd,1 × Subscription (Quarterly) (at $49.99 / every 3 months),True,True,{},2025-09-14 20:55:41+00:00,2025-12-14 20:55:41+00:00,False,1,subscription,price_1OEvvGFCPJnn9IgIFJi4Gyfh,price_1OEvvGFCPJnn9IgIFJi4Gyfh,,si_PBjPrFZvQSgjQ9,2025-06-15 00:30:56.527000+00:00,
sub_1QVj66FCPJnn9IgIUAzXLF3p,il_tmp_1b326dFCPJnn9IgI9eef5c89,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-09-14 00:20:42+00:00,2025-12-14 00:20:42+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_ROW8ylGvkmPfHM,2025-06-15 00:31:15.196000+00:00,
sub_1PQVcEFCPJnn9IgIzX2MVdEI,il_tmp_1438d4FCPJnn9IgIce0cc82f,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-06-11 14:24:02+00:00,2027-06-11 14:24:02+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_QH3jh6kSguTiaw,2025-06-15 00:31:12.438000+00:00,
sub_1ONMvsFCPJnn9IgIpbp2wO97,il_tmp_1b3357FCPJnn9IgIacbdfade,4999,usd,1 × Subscription (Quarterly) (at $49.99 / every 3 months),True,True,{},2025-09-14 21:59:04+00:00,2025-12-14 21:59:04+00:00,False,1,subscription,price_1OEvvGFCPJnn9IgIFJi4Gyfh,price_1OEvvGFCPJnn9IgIFJi4Gyfh,,si_PBkQk1BiYVRMVT,2025-06-15 00:30:43.958000+00:00,
