amazon_order_id,method,_fivetran_synced
113-9572659-2219469,Standard,2023-07-15 20:33:06.031000+00:00
111-0428494-4109867,Standard,2023-07-17 14:34:18.861000+00:00
114-8782243-3496222,Standard,2023-07-18 02:33:40.211000+00:00
113-1471176-3131439,Standard,2023-07-18 20:33:55.402000+00:00
111-6092127-2049804,Standard,2023-07-19 02:36:19.756000+00:00
111-1545407-0663407,Standard,2023-07-20 20:33:34.025000+00:00
114-9319419-1014630,Standard,2023-07-21 20:34:13.787000+00:00
112-1629844-1349022,Standard,2023-07-22 20:33:22.269000+00:00
113-7720381-8065864,Standard,2023-07-24 20:33:45.976000+00:00
111-7877020-1307434,Standard,2023-07-30 08:31:33.056000+00:00
112-8419178-4674600,Standard,2023-07-31 20:31:37.083000+00:00
114-1418680-4208206,Standard,2023-07-31 20:31:42.862000+00:00
113-8241227-6096230,Standard,2023-08-01 20:31:51.793000+00:00
114-0557368-8595411,Standard,2023-08-03 02:31:56.238000+00:00
112-7057242-3589816,Standard,2023-08-03 20:31:39.339000+00:00
113-8461511-0342622,Standard,2023-08-11 14:31:50.438000+00:00
113-1088321-4546629,Standard,2023-08-12 20:31:37.435000+00:00
111-1000619-7538646,Standard,2023-08-15 14:31:35.388000+00:00
111-7087403-4045811,Standard,2023-08-15 20:31:37.480000+00:00
111-3091761-3496256,Standard,2023-08-16 20:31:37.140000+00:00
112-9850089-0954636,Standard,2023-08-17 14:31:40.426000+00:00
114-3322897-4099455,Standard,2023-08-18 08:31:32.104000+00:00
114-9235688-5059468,Standard,2023-08-18 14:31:35.820000+00:00
112-3434864-4669812,Standard,2023-08-18 20:31:48.482000+00:00
113-4094653-7994620,Standard,2023-08-19 14:32:04.797000+00:00
113-3203383-4077832,Standard,2023-08-19 20:31:37.377000+00:00
114-5066747-2872262,Standard,2023-08-20 20:33:06.862000+00:00
114-9848234-5789054,Standard,2023-08-22 20:31:44.515000+00:00
114-3689520-9712207,Standard,2023-08-23 02:33:08.705000+00:00
113-9955646-0341003,Standard,2023-08-23 08:31:36.162000+00:00
111-0709664-6240246,Standard,2023-08-24 02:31:34.201000+00:00
112-5241827-8804255,Standard,2023-08-24 08:31:46.827000+00:00
112-2665660-1276216,Standard,2023-08-24 14:31:39.280000+00:00
112-7610335-2865835,Standard,2023-08-25 02:31:52.569000+00:00
112-1363784-7205865,Standard,2023-08-25 20:31:43.812000+00:00
113-2674247-6913864,Standard,2023-08-26 08:31:32.151000+00:00
112-6558119-6825003,Standard,2023-08-26 20:31:46.131000+00:00
111-3117756-5505037,Standard,2023-08-27 08:31:35.913000+00:00
114-4832783-7029827,Standard,2023-08-27 14:31:31.583000+00:00
114-8158110-7578648,Standard,2023-08-27 20:33:22.253000+00:00
111-8323998-8001019,Standard,2023-08-29 08:31:39.619000+00:00
113-2392876-8786629,Standard,2023-08-29 14:31:32.757000+00:00
111-3159799-4903405,Standard,2023-08-30 20:31:40.405000+00:00
111-5009773-3457014,Standard,2023-09-01 02:31:41.378000+00:00
113-6242198-8471452,Standard,2023-09-01 14:31:44.180000+00:00
111-6981460-4153801,Standard,2023-09-03 14:31:36.425000+00:00
112-6725518-9373819,Standard,2023-09-06 02:31:33.429000+00:00
111-1551695-1728258,Standard,2023-09-07 14:31:35.933000+00:00
111-2546089-6107422,Standard,2023-09-07 20:31:36.605000+00:00
112-6856205-6269832,Standard,2023-09-11 14:31:35.091000+00:00
111-3198425-0703469,Standard,2023-09-11 20:31:31.781000+00:00
111-8166914-1029833,Standard,2023-09-12 14:31:35.391000+00:00
112-2356437-6025017,Standard,2023-09-12 20:31:41.947000+00:00
113-6655035-3075439,Standard,2023-09-13 08:31:42.339000+00:00
113-0424285-9565808,Standard,2023-09-13 20:31:35.137000+00:00
114-6304182-8038653,Standard,2023-09-14 14:31:32.086000+00:00
114-6145881-1929056,Standard,2023-09-15 08:31:48.903000+00:00
114-2207711-2677064,Standard,2023-09-17 20:31:31.282000+00:00
113-9627415-2252257,Standard,2023-09-18 20:31:32.604000+00:00
111-0060501-0664265,Standard,2023-05-10 17:26:09.686000+00:00
112-9693379-1082635,Standard,2023-05-10 17:24:55.568000+00:00
114-8571629-3465005,Standard,2023-05-10 17:27:36.760000+00:00
114-4192551-7581827,Standard,2023-05-10 17:26:09.388000+00:00
114-6965476-3589822,Standard,2023-05-10 17:27:36.272000+00:00
113-2992128-4518666,Standard,2023-05-10 17:26:40.682000+00:00
111-9801105-4360257,Standard,2023-05-10 17:28:48.937000+00:00
114-3994243-2295464,Standard,2023-05-10 17:24:55.123000+00:00
114-0381598-5936247,Standard,2023-05-10 17:30:06.109000+00:00
112-2207816-9523457,Standard,2023-05-10 17:29:32.500000+00:00
112-8970055-7330634,Standard,2023-05-10 17:27:36.967000+00:00
113-5323360-5375455,Standard,2023-05-10 17:26:07.824000+00:00
111-8524760-1830610,Standard,2023-05-10 17:26:41.523000+00:00
112-6016540-8250632,Standard,2023-05-10 17:30:04.875000+00:00
112-9722714-2421859,Standard,2023-05-10 17:27:37.695000+00:00
113-6412534-8974620,Standard,2023-05-10 17:24:54.625000+00:00
114-7139299-1669853,Standard,2023-05-10 17:28:49.418000+00:00
112-5678838-2983404,Standard,2023-05-10 17:26:07.201000+00:00
111-1737348-9974660,Standard,2023-05-10 17:28:50.102000+00:00
114-7867936-7247417,Standard,2023-05-10 17:24:51.195000+00:00
112-4842798-8944269,Standard,2023-05-10 17:30:05.075000+00:00
113-5837760-5595430,Standard,2023-05-10 17:27:38.116000+00:00
112-0699177-9315469,Standard,2023-05-10 17:24:53.473000+00:00
113-9718013-5020254,Standard,2023-05-10 17:24:51.530000+00:00
114-2603954-5516223,Standard,2023-05-10 20:30:54.986000+00:00
112-7779946-1147438,Standard,2023-05-15 14:30:05.956000+00:00
114-1740457-2717068,Standard,2023-05-25 02:30:22.334000+00:00
112-0751843-9516255,Standard,2023-05-30 20:30:33.728000+00:00
112-1237018-5519402,Standard,2023-06-03 02:30:25.565000+00:00
112-0988631-8724218,Standard,2023-06-05 14:30:55.305000+00:00
114-8752574-1668236,Standard,2023-06-11 20:30:15.249000+00:00
111-8381337-7339441,Standard,2023-06-17 08:31:28.612000+00:00
111-8926677-9112256,Standard,2023-06-20 20:30:47.528000+00:00
111-7449174-1107451,Standard,2023-06-28 02:30:34.032000+00:00
113-4472307-6610610,Standard,2023-05-10 17:24:52.534000+00:00
112-8800679-4365826,Standard,2023-05-10 17:24:53.681000+00:00
112-3599050-2087414,Standard,2023-05-10 17:28:50.977000+00:00
112-7840091-6341828,Standard,2023-05-10 17:29:32.891000+00:00
114-9300923-9300239,Standard,2023-05-10 17:26:06.672000+00:00
111-4221484-7334620,Standard,2023-05-10 17:29:31.969000+00:00
112-2398559-0299465,Standard,2023-05-10 17:28:51.403000+00:00
113-1677804-7782668,Standard,2023-05-10 17:30:05.168000+00:00
114-2893957-6146606,Standard,2023-05-10 17:24:54.220000+00:00
112-0608885-2794625,Standard,2023-05-10 17:24:55.228000+00:00
113-1060184-9059417,Standard,2023-05-10 17:27:26.008000+00:00
112-2067678-0929018,Standard,2023-05-10 17:28:48.847000+00:00
114-6886927-1641066,Standard,2023-05-10 17:26:06.981000+00:00
111-7751947-1372235,Standard,2023-05-10 17:28:50.011000+00:00
113-7726818-7594624,Standard,2023-05-10 17:24:54.315000+00:00
112-0999445-4233059,Standard,2023-05-10 17:30:05.368000+00:00
111-2488928-3022655,Standard,2023-05-10 17:27:37.885000+00:00
112-3626483-8880231,Standard,2023-05-10 17:29:33.901000+00:00
114-5403265-3029026,Standard,2023-05-10 17:26:08.659000+00:00
112-0289044-5900207,Standard,2023-05-10 17:26:41.119000+00:00
114-9122516-5064242,Standard,2023-05-10 17:24:55.885000+00:00
112-2404634-5052246,Standard,2023-05-10 17:29:33.990000+00:00
111-8468633-9100240,Standard,2023-05-10 17:29:33.602000+00:00
113-5797867-6566612,Standard,2023-05-10 17:28:49.906000+00:00
112-4662538-0819467,Standard,2023-05-10 17:26:08.960000+00:00
112-7660186-6993051,Standard,2023-05-16 14:30:36.405000+00:00
112-7638151-5149832,Standard,2023-05-18 14:29:50.007000+00:00
113-3969689-2277825,Standard,2023-05-23 02:30:27.922000+00:00
113-9419899-9054606,Standard,2023-05-24 14:31:13.151000+00:00
114-8315660-0481850,Standard,2023-05-29 14:30:30.543000+00:00
114-0470046-9208243,Standard,2023-05-31 20:31:04.614000+00:00
112-4026260-3813060,Standard,2023-06-09 08:30:28.800000+00:00
112-3186858-2349019,Standard,2023-06-15 02:31:54.502000+00:00
111-8296065-8854615,Standard,2023-06-19 14:31:30.554000+00:00
114-6379279-6633030,Standard,2023-06-24 20:30:34.692000+00:00
114-0990782-1494663,Standard,2023-06-29 08:31:16.787000+00:00
113-8866714-0572236,Standard,2023-07-07 10:18:53.386000+00:00
113-3753103-2657862,Standard,2023-07-07 20:30:38.802000+00:00
112-3689206-7421854,Standard,2023-07-08 14:31:04.244000+00:00
111-8516042-5187459,Standard,2023-07-08 20:30:24.564000+00:00
113-3188522-9903431,Standard,2023-07-09 20:30:29.588000+00:00
111-6325654-2244229,Standard,2023-07-11 20:32:12.169000+00:00
114-2123191-8556260,Standard,2023-07-12 02:33:35.363000+00:00
114-5496158-1598619,Standard,2023-07-12 08:33:45.185000+00:00
113-6998991-0401859,Standard,2023-07-12 14:07:59.221000+00:00
111-4055220-6755420,Standard,2023-07-12 14:08:10.892000+00:00
112-9752538-4583458,Standard,2023-07-13 08:33:19.609000+00:00
114-6456647-4185827,Standard,2023-07-13 08:33:23.326000+00:00
114-0307970-6610611,Standard,2023-07-13 20:32:25.394000+00:00
112-0175768-8583465,Standard,2023-07-13 20:32:36.929000+00:00
111-0922783-9047423,Standard,2023-07-13 20:32:38.940000+00:00
112-9421460-8186657,Standard,2023-07-14 14:32:59.116000+00:00
113-2991924-0946622,Standard,2023-07-14 20:32:10.053000+00:00
114-9749589-0850642,Standard,2023-07-14 20:32:14.061000+00:00
111-8011063-8112242,Standard,2023-07-15 02:31:47.997000+00:00
112-1566649-9189834,Standard,2023-07-16 08:33:21.282000+00:00
114-9824159-9439404,Standard,2023-07-17 14:34:20.866000+00:00
112-3092650-7768210,Standard,2023-07-18 02:33:40.137000+00:00
113-8243359-9930631,Standard,2023-07-18 08:35:48.385000+00:00
112-3800595-0176219,Standard,2023-07-19 20:32:50.890000+00:00
113-5517602-8288255,Standard,2023-07-20 02:32:50.531000+00:00
111-7728093-1793005,Standard,2023-07-22 08:32:42.322000+00:00
113-7355028-5353005,Standard,2023-07-23 14:33:05.460000+00:00
114-2890818-1124256,Standard,2023-07-24 08:33:40.423000+00:00
111-5699583-0251455,Standard,2023-07-25 02:34:33.806000+00:00
112-3714870-4161057,Standard,2023-07-25 20:32:59.039000+00:00
113-7644656-1180268,Standard,2023-07-27 20:31:33.395000+00:00
114-0226178-6421865,Standard,2023-08-01 08:31:35.491000+00:00
111-6584360-0277808,Standard,2023-08-01 20:31:49.787000+00:00
114-7990303-0662657,Standard,2023-08-02 20:31:32.465000+00:00
112-8390382-9865054,Standard,2023-08-03 08:31:27.161000+00:00
111-3536525-0437842,Standard,2023-08-03 20:31:39.421000+00:00
114-8183830-8763430,Standard,2023-08-04 08:31:33.166000+00:00
114-9584897-5784200,Standard,2023-08-06 08:31:31.326000+00:00
112-0006884-2664236,Standard,2023-08-06 20:31:49.591000+00:00
111-2828312-2036266,Standard,2023-08-07 20:31:41.627000+00:00
114-2941515-1052258,Standard,2023-08-10 08:31:29.354000+00:00
111-7987492-6103469,Standard,2023-08-18 08:31:37.750000+00:00
111-5431312-7118669,Standard,2023-08-18 08:31:35.769000+00:00
111-0388891-4766630,Standard,2023-08-18 14:31:35.910000+00:00
112-2739515-3150649,Standard,2023-08-18 20:31:50.311000+00:00
114-2478092-4786666,Standard,2023-08-20 08:31:29.506000+00:00
114-8206518-5399410,Standard,2023-08-20 14:31:30.445000+00:00
111-3936457-1692242,Standard,2023-08-21 20:31:53.817000+00:00
114-5150637-3854637,Standard,2023-08-22 02:32:15.753000+00:00
113-3288238-8128233,Standard,2023-08-26 02:31:32.379000+00:00
112-3261620-6913069,Standard,2023-08-26 08:31:32.067000+00:00
111-2124408-9847425,Standard,2023-08-26 14:31:48.511000+00:00
112-9515788-8745007,Standard,2023-08-26 20:31:44.298000+00:00
113-8036348-7374660,Standard,2023-08-28 02:31:27.853000+00:00
113-7163909-6126620,Standard,2023-08-28 20:31:30.705000+00:00
113-5947823-9462635,Standard,2023-08-29 02:31:37.406000+00:00
111-8233972-6174656,Standard,2023-08-29 02:31:41.148000+00:00
112-4991052-7062646,Standard,2023-08-30 02:31:30.144000+00:00
112-0084914-5330650,Standard,2023-08-30 20:31:40.327000+00:00
111-5949103-0839414,Standard,2023-08-31 14:31:54.145000+00:00
112-9725041-4225067,Standard,2023-09-01 02:31:45.069000+00:00
114-6816637-9341837,Standard,2023-09-01 20:31:34.430000+00:00
113-1896671-1356222,Standard,2023-09-02 02:31:32.887000+00:00
112-3814135-8217047,Standard,2023-09-02 14:31:37.561000+00:00
111-5533138-1234634,Standard,2023-09-02 20:31:37.035000+00:00
114-8029473-1449802,Standard,2023-09-03 08:31:40.907000+00:00
113-9992793-5208214,Standard,2023-09-03 14:31:36.326000+00:00
111-2196582-9125835,Standard,2023-09-03 20:31:38.387000+00:00
112-5882144-1433002,Standard,2023-09-04 08:31:37.574000+00:00
113-7755993-8953055,Standard,2023-09-05 08:31:30.366000+00:00
111-8881868-5960209,Standard,2023-09-05 20:31:33.865000+00:00
113-1753234-3984243,Standard,2023-09-06 08:31:41.886000+00:00
114-3733007-7917011,Standard,2023-09-06 20:31:34.081000+00:00
111-1523763-9286637,Standard,2023-09-07 02:31:43.626000+00:00
114-1910361-7205022,Standard,2023-09-09 14:31:34.159000+00:00
113-9693746-6697820,Standard,2023-09-12 08:32:08.086000+00:00
114-1943337-5813030,Standard,2023-09-13 08:31:38.596000+00:00
112-6104568-7577837,Standard,2023-09-14 14:31:32.010000+00:00
112-8613307-3371463,Standard,2023-09-15 08:31:50.724000+00:00
112-0890424-7253068,Standard,2023-09-16 02:31:31.540000+00:00
111-3523953-0420210,Standard,2023-09-17 02:31:26.985000+00:00
114-0852647-8154666,Standard,2023-09-17 14:31:26.373000+00:00
111-1089074-1600238,Standard,2023-09-18 02:31:32.453000+00:00
113-6078420-2946669,Standard,2023-09-18 20:31:32.684000+00:00
112-2564321-2669037,Standard,2023-09-19 08:31:36.207000+00:00
113-5775722-0892255,Standard,2023-09-20 14:31:33.837000+00:00
114-6636436-0407407,Standard,2023-09-22 02:31:28.668000+00:00
111-6536040-8557019,Standard,2023-09-22 20:31:29.606000+00:00
111-1172351-5600241,Standard,2023-09-25 02:31:35.946000+00:00
111-1560715-0667418,Standard,2023-09-25 02:31:32.212000+00:00
114-8480177-4972215,Standard,2023-09-28 20:31:33.898000+00:00
111-9082026-5425028,Standard,2023-09-30 20:31:33.817000+00:00
112-2457038-5973861,Standard,2023-10-02 14:31:31.421000+00:00
112-7596972-6601049,Standard,2023-10-02 20:31:36.064000+00:00
111-2305210-8781063,Standard,2023-10-03 02:31:33.711000+00:00
111-6132813-1473853,Standard,2023-10-03 08:31:27.659000+00:00
114-0115526-9671404,Standard,2023-10-04 08:31:28.246000+00:00
112-6390178-3359455,Standard,2023-10-04 20:31:30.455000+00:00
113-4003472-2871407,Standard,2023-10-05 20:31:35.364000+00:00
114-6723817-0918628,Standard,2023-10-06 14:31:33.183000+00:00
112-3899858-7826602,Standard,2023-10-06 20:31:33.852000+00:00
113-0010989-5396219,Standard,2023-10-07 14:31:33.286000+00:00
114-8392321-7551441,Standard,2023-10-08 02:31:32.102000+00:00
114-5219176-1925049,Standard,2023-10-08 08:31:31.452000+00:00
113-3690442-6047428,Standard,2023-10-09 02:31:31.264000+00:00
114-8905352-6637038,Standard,2023-10-09 08:32:05.331000+00:00
113-4623678-1809865,Standard,2023-10-10 08:31:45.672000+00:00
112-1286365-0565823,Standard,2023-10-11 20:31:36.273000+00:00
112-1606810-4853017,Standard,2023-10-13 14:31:35.472000+00:00
112-1490605-9734648,Standard,2023-10-14 08:31:31.079000+00:00
112-2902450-4470605,Standard,2023-10-15 02:31:29.263000+00:00
111-2096245-3025064,Standard,2023-10-15 20:31:31.882000+00:00
112-9582453-8247459,Standard,2023-10-16 02:31:32.305000+00:00
111-5780826-6429008,Standard,2023-10-19 14:31:32.854000+00:00
113-2608754-2293845,Standard,2023-10-21 20:31:28.166000+00:00
113-5560981-2349800,Standard,2023-10-22 20:31:28.213000+00:00
113-7711198-9837861,Standard,2023-10-25 08:31:30.579000+00:00
111-9009435-9153031,Standard,2023-10-27 14:31:32.150000+00:00
113-0897382-3283409,Standard,2023-10-31 14:31:33.608000+00:00
114-6350149-7883430,Standard,2023-11-01 02:31:30.526000+00:00
113-8409763-3616227,Standard,2023-11-02 14:31:27.817000+00:00
114-4129230-9807468,Standard,2023-11-06 20:32:35.243000+00:00
112-1793182-2730646,Standard,2023-11-07 08:32:32.748000+00:00
114-3089078-4317038,Standard,2023-11-08 14:32:33.693000+00:00
111-5235016-3867413,Standard,2023-11-09 02:32:32.730000+00:00
113-6400595-9113860,Standard,2023-11-09 20:32:31.642000+00:00
112-8656418-6423421,Standard,2023-11-10 02:32:36.497000+00:00
112-5084082-1277006,Standard,2023-11-10 20:32:36.030000+00:00
112-4652891-1933831,Standard,2023-11-11 20:32:31.221000+00:00
112-0070910-9768242,Standard,2023-11-14 02:32:31.422000+00:00
112-8530064-4874668,Standard,2023-11-14 08:32:32.673000+00:00
114-4611669-1403435,Standard,2023-11-15 02:32:32.068000+00:00
113-3771688-8360218,Standard,2023-11-16 02:32:32.851000+00:00
113-4040245-1835450,Standard,2023-11-19 02:32:32.701000+00:00
114-7984906-8568211,Standard,2023-11-20 14:32:35.628000+00:00
113-6357498-7236264,Standard,2023-11-21 08:32:34.620000+00:00
114-1565003-4581034,Standard,2023-11-25 20:32:31.224000+00:00
113-9787775-1461836,Standard,2023-11-27 08:32:32.263000+00:00
111-6883823-1260221,Standard,2023-11-28 02:32:29.980000+00:00
112-2127972-2142645,Standard,2023-11-28 08:32:30.444000+00:00
112-7866284-8153025,Standard,2023-11-29 14:32:34.427000+00:00
114-9115724-4842619,Standard,2023-11-30 00:05:03.387000+00:00
113-5650645-6506641,Standard,2023-11-30 20:32:34.928000+00:00
112-9823619-1032208,Standard,2023-12-01 20:32:32.912000+00:00
111-7727230-5024233,Standard,2023-12-02 20:32:34.910000+00:00
111-5245038-9285046,Standard,2023-12-03 08:32:38.495000+00:00
114-9457317-6816258,Standard,2023-12-04 00:04:50.605000+00:00
113-0534718-9717817,Standard,2023-12-04 08:32:37.296000+00:00
111-6717481-1828257,Standard,2023-12-05 14:32:35.240000+00:00
112-6094800-9901865,Standard,2023-12-06 00:04:41.372000+00:00
112-9977168-1217826,Standard,2023-12-07 00:04:50.156000+00:00
114-5839417-3007450,Standard,2023-12-09 00:04:45.359000+00:00
114-6281264-6105851,Standard,2023-12-10 14:32:33.608000+00:00
111-8368177-5328238,Standard,2023-12-11 08:32:46.698000+00:00
112-9973787-8077009,Standard,2023-12-11 20:32:34.092000+00:00
111-3229980-3005015,Standard,2023-12-12 00:12:31.858000+00:00
114-9679540-0160257,Standard,2023-12-13 02:32:34.450000+00:00
112-2864256-9549046,Standard,2023-12-14 00:04:57.728000+00:00
112-6690045-6170654,Standard,2023-12-14 20:32:32.030000+00:00
114-7422468-8312239,Standard,2023-12-15 02:32:31.779000+00:00
112-4035883-1303428,Standard,2023-12-15 20:32:30.781000+00:00
112-8717708-2469834,Standard,2023-12-17 20:32:31.188000+00:00
114-4007772-5101018,Standard,2023-12-19 08:32:33.042000+00:00
113-3683906-0353811,Standard,2023-12-19 20:32:34.182000+00:00
112-4082825-4541808,Standard,2023-12-20 02:32:32.704000+00:00
113-2364872-5308216,Standard,2023-12-21 20:32:31.323000+00:00
114-8949781-9448246,Standard,2023-12-22 02:32:31.053000+00:00
112-7446428-6758613,Standard,2023-12-22 08:32:36.611000+00:00
114-6581822-0877810,Standard,2023-12-22 20:32:33.886000+00:00
113-4391211-6651463,Standard,2023-12-23 14:32:34.055000+00:00
112-6507242-0900208,Standard,2023-12-28 02:32:34.365000+00:00
112-1594159-5463465,Standard,2024-01-02 14:32:32.697000+00:00
112-0998107-3615453,Standard,2024-01-06 20:32:36.030000+00:00
113-8084051-6873813,Standard,2024-01-08 00:04:58.859000+00:00
111-0104477-2990605,Standard,2024-01-10 00:04:56.321000+00:00
114-6259899-3190649,Standard,2024-01-11 20:32:35.787000+00:00
112-2408552-4333030,Standard,2024-01-12 00:05:10.911000+00:00
112-3697038-7947420,Standard,2024-01-13 14:32:36.803000+00:00
112-9119796-7273016,Standard,2024-01-14 08:32:37.962000+00:00
112-8775741-7062616,Standard,2024-01-14 14:32:36.689000+00:00
111-9506811-4141059,Standard,2024-01-16 20:32:37.682000+00:00
114-0495660-6956218,Standard,2024-01-20 08:32:34.761000+00:00
112-2638948-8715468,Standard,2024-01-21 00:04:53.552000+00:00
111-3967559-1817064,Standard,2024-01-22 20:32:30.631000+00:00
112-6799629-8027456,Standard,2024-01-23 14:32:32.693000+00:00
112-0469688-5593860,Standard,2024-01-24 20:32:35.590000+00:00
112-6702581-1301030,Standard,2024-01-27 00:06:01.754000+00:00
114-7877795-4306645,Standard,2024-02-03 08:33:40.650000+00:00
114-8120153-0314610,Standard,2024-02-04 14:33:36.422000+00:00
113-8344356-0182662,Standard,2024-02-07 14:33:33.175000+00:00
114-5860933-6154606,Standard,2024-02-07 20:33:41.712000+00:00
113-8854938-5826651,Standard,2024-02-08 02:33:35.825000+00:00
113-5884346-1356223,Standard,2024-02-11 20:33:38.543000+00:00
114-4369845-9795454,Standard,2024-02-12 20:33:40.195000+00:00
112-6520786-7661063,Standard,2024-02-18 02:33:41.037000+00:00
112-8539315-3707435,Standard,2024-02-21 14:33:35.614000+00:00
114-3137243-2933056,Standard,2024-02-27 02:33:32.339000+00:00
113-3440097-1386610,Standard,2024-02-28 08:34:01.476000+00:00
111-5548262-8393014,Standard,2024-02-29 00:07:26.855000+00:00
112-7553135-8476239,Standard,2024-03-02 00:06:38.562000+00:00
114-4913003-5260244,Standard,2024-03-03 00:06:24.094000+00:00
114-0297169-0615417,Standard,2024-03-03 20:33:36.304000+00:00
113-8085808-8670658,Standard,2024-03-05 00:06:29.097000+00:00
114-7710460-5019469,Standard,2024-03-06 00:06:37.237000+00:00
114-1938767-6129022,Standard,2024-03-06 14:33:36.170000+00:00
114-8129664-1611457,Standard,2024-03-07 14:33:53.291000+00:00
113-1951154-2636224,Standard,2024-03-08 20:33:36.102000+00:00
112-3554550-5217047,Standard,2024-03-10 02:33:46.704000+00:00
111-5628763-6005027,Standard,2024-03-12 08:33:30.795000+00:00
112-0588081-8368224,Standard,2024-03-12 20:33:38.624000+00:00
111-6158833-1573853,Standard,2024-03-14 02:53:27.878000+00:00
113-3123496-2938620,Standard,2024-03-14 20:33:50.252000+00:00
113-4401799-0360251,Standard,2024-03-15 02:33:52.160000+00:00
111-0584740-1869826,Standard,2024-03-15 14:34:07.420000+00:00
113-6816733-2173857,Standard,2024-03-17 20:33:39.345000+00:00
112-4218657-8321017,Standard,2024-03-20 02:34:02.381000+00:00
113-6682373-9894614,Standard,2024-03-21 00:06:19.819000+00:00
112-3553282-3364213,Standard,2024-03-22 14:36:43.822000+00:00
113-6649250-0996236,Standard,2024-03-24 20:35:39.050000+00:00
114-7549956-8396210,Standard,2024-03-25 02:35:47.636000+00:00
113-8681203-9725834,Standard,2024-03-26 00:08:18.279000+00:00
111-2079550-4780234,Standard,2024-03-26 02:36:43.658000+00:00
114-8076415-3965836,Standard,2024-03-28 02:37:02.719000+00:00
114-1900476-9921843,Standard,2024-03-31 00:08:55.184000+00:00
113-2969656-3237821,Standard,2024-04-01 20:35:44.407000+00:00
111-2107213-9191440,Standard,2024-04-02 00:09:06.528000+00:00
111-0810169-0159462,Standard,2024-04-03 14:37:10.019000+00:00
112-8037322-2268249,Standard,2024-04-10 00:08:49.844000+00:00
113-1557888-1985820,Standard,2024-04-11 00:09:31.372000+00:00
112-0299093-2449027,Standard,2024-04-15 00:08:30.791000+00:00
113-0651119-0265050,Standard,2024-04-20 00:09:34.981000+00:00
111-0691479-2222664,Standard,2024-04-23 00:08:19.138000+00:00
113-6198987-9369803,Standard,2024-04-26 00:08:18.039000+00:00
112-0282719-5193823,Standard,2024-05-01 00:09:20.361000+00:00
112-5713289-5328252,Standard,2024-05-07 00:08:31.047000+00:00
112-4156660-0649832,Standard,2024-05-09 00:09:04.696000+00:00
112-6667031-2889029,Standard,2024-05-12 00:08:51.028000+00:00
112-0460423-0405834,Standard,2024-05-15 00:08:44.903000+00:00
114-1846429-3100235,Standard,2024-05-15 00:08:46.897000+00:00
114-6805771-5204228,Standard,2024-05-22 20:18:55.399000+00:00
114-3918349-4645832,Standard,2024-05-22 20:19:20.809000+00:00
111-6857145-4611464,Standard,2024-05-22 20:18:55.333000+00:00
112-5324724-3969854,Standard,2024-05-22 20:19:30.808000+00:00
114-3866603-2133837,Standard,2024-05-22 20:19:28.809000+00:00
113-1565991-8957021,Standard,2024-05-22 20:19:32.806000+00:00
112-4307366-9383403,Standard,2024-05-22 20:19:00.805000+00:00
113-0736379-9495450,Standard,2024-05-23 00:09:30.293000+00:00
111-1338816-1421841,Standard,2024-05-24 00:09:50.294000+00:00
111-4369404-7842603,Standard,2024-05-27 00:08:24.019000+00:00
112-9180481-8310620,Standard,2024-05-28 00:09:31.969000+00:00
113-7883766-8658643,Standard,2024-05-29 00:09:19.068000+00:00
113-4420581-0816225,Standard,2024-05-29 00:09:23.003000+00:00
114-6120889-5622642,Standard,2024-05-31 00:09:38.060000+00:00
111-4000389-5307424,Standard,2024-06-01 00:09:12.082000+00:00
114-3825183-1980224,Standard,2024-06-03 00:09:04.876000+00:00
112-1343770-5475408,Standard,2024-06-04 00:08:23.485000+00:00
111-2054638-2405853,Standard,2024-06-05 00:09:22.674000+00:00
113-3744703-1316251,Standard,2024-06-05 00:09:24.583000+00:00
113-0096622-5953069,Standard,2024-06-06 00:09:10.301000+00:00
113-0044053-5929868,Standard,2024-06-06 00:09:08.173000+00:00
111-4347113-0385039,Standard,2024-06-07 00:08:58.561000+00:00
113-3490196-5131449,Standard,2024-06-08 00:09:30.519000+00:00
111-2402244-5087409,Standard,2024-06-09 00:11:43.028000+00:00
111-4025539-3349868,Standard,2024-06-11 00:08:11.116000+00:00
112-5226115-8362605,Standard,2024-06-12 00:09:33.559000+00:00
114-3648349-0333848,Standard,2024-06-15 00:09:31.745000+00:00
112-2890202-2481039,Standard,2024-06-15 00:09:43.751000+00:00
114-3603436-2489035,Standard,2024-06-17 00:08:14.172000+00:00
112-2760235-3993848,Standard,2024-06-20 00:08:57.382000+00:00
114-2334964-8127433,Standard,2024-06-21 00:09:12.841000+00:00
112-2292779-8252226,Standard,2024-06-22 00:08:18.658000+00:00
112-7822471-5975425,Standard,2024-06-23 00:08:18.106000+00:00
114-0516184-0087440,Standard,2024-06-25 00:09:31.098000+00:00
113-3976515-5701009,Standard,2024-06-25 00:09:25.324000+00:00
113-9527356-9753003,Standard,2024-06-28 00:08:52.293000+00:00
114-1276335-9923462,Standard,2024-06-28 00:08:56.284000+00:00
114-3496278-2717823,Standard,2024-06-29 00:08:52.928000+00:00
113-0974197-5088240,Standard,2024-07-01 00:09:33.592000+00:00
111-4413405-1529033,Standard,2024-07-03 00:08:21.735000+00:00
114-2476908-1929051,Standard,2024-07-05 00:09:17.539000+00:00
112-3390120-4029820,Standard,2024-07-07 00:08:29.999000+00:00
112-0614735-7693800,Standard,2024-07-08 00:09:25.965000+00:00
