response_id,choice_id,choice_text,_fivetran_synced,field_id,ranking
oa0xiooxuwiw9voa0ec15b39j6l6r6mo,pV3A0eM3cFGc,,2023-11-07 14:33:37.897000+00:00,nyTVrrQOwN8H,
tv5ctse9n1uugreztv5ctseqki50q6fo,Dew9Kbte6J7a,,2023-11-07 14:32:25.584000+00:00,hgpd9YWNJPHr,
0af4ts2d53djdqdyb0af4trgj1e5emy1,J5bZMfnELkr8,,2023-11-07 14:34:06.230000+00:00,nyTVrrQOwN8H,
mevqykobfaicxinwwmyoamevqyk4p95s,GVaCwGyGytzl,,2023-11-07 14:31:02.069000+00:00,bOS1gk7MZ65u,
od4b9czhjv4wkgod4a9hdesqukis98a4,la7gmQ7devyg,,2023-11-07 14:31:53.248000+00:00,aAmdKmc3Tcut,
s3mv7rweikxg3jsfueu7s3mv7m7mwxxq,3wcPj4w4kCaE,,2023-11-07 14:33:37.895000+00:00,nyTVrrQOwN8H,
8hkjae4k4wh3mcy8hkjayffk9im9sym6,7WaCxuFF4q0p,,2023-11-07 14:32:17.581000+00:00,yyx5wa8DcChj,
ohniz3cgy20q31wk9ohno0aipqdm4mpq,1AhoNn4JWg3Q,,2023-11-07 14:33:45.496000+00:00,nyTVrrQOwN8H,
auol8hm8n5tauolq01ecdu8z9xqp14mq,1AhoNn4JWg3Q,,2023-11-07 14:33:37.907000+00:00,nyTVrrQOwN8H,
bi7cumq3qpmxfs1stt9bi7cupytllmrv,pV3A0eM3cFGc,,2023-11-07 14:33:57.232000+00:00,nyTVrrQOwN8H,
q2r7egae1vrgfgt2pq2r70v9yjcqlrfp,1AhoNn4JWg3Q,,2023-11-07 14:33:45.496000+00:00,nyTVrrQOwN8H,
kawofspyorwwt6br9kawofskkgxjafl0,yqpoOc7DONUB,,2023-11-07 14:34:01.925000+00:00,nyTVrrQOwN8H,
zxsrfb82f3weux0bczxsrftug357hiyo,y7Tu23OhvrgY,,2023-11-07 14:33:11.354000+00:00,JSM8DSs8zGpO,
fgosk9q79fgoec007atov776ianeec00,J5bZMfnELkr8,,2023-11-07 14:34:03.840000+00:00,nyTVrrQOwN8H,
s50djoes64uxd0c0h07ns50djoes6pg6,MuIUkg7yq4bV,,2023-11-07 14:32:30.498000+00:00,g1sbtBqI67s8,
217hubgvheirmoe03s2q2m217hubgvp1,T5fgJG6izVtG,,2023-11-07 14:31:02.062000+00:00,uB5LFDbzlAzB,
whvb6k8lw3i1c2i4r1whvbumf2g7u43d,J5bZMfnELkr8,,2023-11-07 14:33:45.499000+00:00,nyTVrrQOwN8H,
drflzmik05fzfi0drfi3n9dwo7ju0z6a,wpTMNbsoAbH8,,2023-11-07 14:33:06.135000+00:00,bZvjg7tWA0LH,
cxff7t0f4krytzkan1ccxff7t01wxdao,E0ieGGpJV0oY,,2023-11-07 14:33:42.162000+00:00,nyTVrrQOwN8H,
h03lnk5abt5i5aj2h03lnk5tz0fy8div,jwNXiGjg9Pj5,,2023-11-07 14:30:57.394000+00:00,uB5LFDbzlAzB,
mmmgpodmff5ia5l99ymmmyledvltve0j,pV3A0eM3cFGc,,2023-11-07 14:34:06.218000+00:00,nyTVrrQOwN8H,
m5tc8pfb5txmutfn5gm5tc8pfb82moc8,3wcPj4w4kCaE,,2023-11-07 14:33:49.169000+00:00,nyTVrrQOwN8H,
ugr4d6e2kabg47pofugr4yjrawlp7iig,We1NvAN61cHp,,2023-11-07 14:31:53.266000+00:00,6MW5bXyBINel,
xy4h9vqo6tqjson7zxp4etcoxy4h9vje,c9pvp8xdB6Oy,,2023-11-07 14:30:59.464000+00:00,uB5LFDbzlAzB,
zqedz2mdmtszqezwsq3ekkvtoa74zwsq,4LS2cX7Hkcme,,2023-11-07 14:32:30.499000+00:00,ovJvcKH6jyf2,
k5wolof3sj52hk5wyuohxgs479z8lbos,E0ieGGpJV0oY,,2023-11-07 14:33:49.181000+00:00,nyTVrrQOwN8H,
6qipzym04zpo1z6nlv9a6qipzymj47gf,pV3A0eM3cFGc,,2023-11-07 14:33:42.163000+00:00,nyTVrrQOwN8H,
wcujefcu9rg3uy0k2wcujefwszvdig5w,1AhoNn4JWg3Q,,2023-11-07 14:33:49.184000+00:00,nyTVrrQOwN8H,
z230g515z9f8xz230gqc9url1hny7w6l,yqpoOc7DONUB,,2023-11-07 14:33:45.492000+00:00,nyTVrrQOwN8H,
m17ly8do2yuv27qtnjm17ligoq0zkixf,E0ieGGpJV0oY,,2023-11-07 14:34:03.830000+00:00,nyTVrrQOwN8H,
ct8nytur9m17mj3pxfct8nyt6u8z8lhp,A8mQYGVwwHtM,,2023-11-07 14:30:59.461000+00:00,uB5LFDbzlAzB,
3h7e7hycxbcaijzo93h7e7hyh54efe9r,3wcPj4w4kCaE,,2023-11-07 14:34:06.872000+00:00,nyTVrrQOwN8H,
pyl4ofs3py9cul9tpyl4ofs3yzx466o9,pV3A0eM3cFGc,,2023-11-07 14:34:06.224000+00:00,nyTVrrQOwN8H,
ow7equydfeswoy9zbowgenwz0579ssh7,TbvqYYfsevTN,,2023-11-07 14:33:06.129000+00:00,bZvjg7tWA0LH,
bo2bi56sko53szht1nx29bo2bixpewqa,LKXSTLL4YfXj,,2023-11-07 14:33:49.176000+00:00,nyTVrrQOwN8H,
gvbd9te2z3akhf5fiugvbd9qlpver200,yqpoOc7DONUB,,2023-11-07 14:33:37.893000+00:00,nyTVrrQOwN8H,
07thd44m7qk90x4s407thd4t2wwbomfx,1AhoNn4JWg3Q,,2023-11-07 14:33:49.173000+00:00,nyTVrrQOwN8H,
xorml64o6kn6t5cwftarxormgzy7ixcn,other,My child's phone was destroyed and we haven't purchased a new one yet.,2023-11-07 14:31:53.268000+00:00,aAmdKmc3Tcut,
6r25rcaninb7xz2btz86r25r9g2x69vi,E0ieGGpJV0oY,,2023-11-07 14:33:49.162000+00:00,nyTVrrQOwN8H,
folsdbr5vgbuk4t3vwg93w5efolsdbri,1AhoNn4JWg3Q,,2023-11-07 14:34:06.220000+00:00,nyTVrrQOwN8H,
m4rnshhst0n1q2ornm4rnshh4fcrafkb,J5bZMfnELkr8,,2023-11-07 14:33:42.155000+00:00,nyTVrrQOwN8H,
s8w04iyv3ebcmygi3ssijyvrs8w04iyc,XKYx6xA2HgN2,,2023-11-07 14:32:30.504000+00:00,gUNbJgRsHF3R,
ss1br95j1v5xa2mss1brx20z9gg5fafq,DGzp4NOvdQPG,,2023-11-07 14:31:53.256000+00:00,wEXrIACOc7Lr,
uhwpnmc8392bdmfd56uhwpnbt2a8gb8t,sOWNk272apWP,,2023-11-07 14:31:47.673000+00:00,l5AnKwCBOiz6,
icerx3efs5qmw9nde9icerx3bdrwplae,DGzp4NOvdQPG,,2023-11-07 14:31:53.270000+00:00,wEXrIACOc7Lr,
ej7mgbxp5w3avudy7ej7mgrdp8zfehbk,pV3A0eM3cFGc,,2023-11-07 14:33:57.222000+00:00,nyTVrrQOwN8H,
0ehz5jtpkw8th9hg0ehz5jtjrr53tj5o,1AhoNn4JWg3Q,,2023-11-07 14:34:03.824000+00:00,nyTVrrQOwN8H,
fjfc3413wixd6mebjnmfjfc3416cizb4,3wcPj4w4kCaE,,2023-11-07 14:33:45.501000+00:00,nyTVrrQOwN8H,
l74m30v6sa7pmd1c6al74m30rdduv9zn,LKXSTLL4YfXj,,2023-11-07 14:34:01.900000+00:00,nyTVrrQOwN8H,
j7pcyrr8b3o7o46tj7pcyptxypvfwe39,pV3A0eM3cFGc,,2023-11-07 14:33:49.178000+00:00,nyTVrrQOwN8H,
0s5leqstfw1rrsxeqa78v0s5leq61an1,fYEoMwQgh1lG,,2023-11-07 14:31:53.269000+00:00,aAmdKmc3Tcut,
3tzcdmfpmfiza91t5npt43tzcdmfl8gz,yqpoOc7DONUB,,2023-11-07 14:33:49.164000+00:00,nyTVrrQOwN8H,
gqk0uc4wnrimvboks6angqk0uu8m3f6s,J5bZMfnELkr8,,2023-11-07 14:33:57.214000+00:00,nyTVrrQOwN8H,
wbmuuvcqe12mgxjwbmuuveqq14lb1jyd,GREI37NJqhC7,,2023-11-07 14:30:59.443000+00:00,hWYfKvWjPynR,
norff1uxca9q8wb1otnorffe1bbas578,ArSGlIBT8yR0,,2023-11-07 14:32:17.600000+00:00,yyx5wa8DcChj,
3evj3dhroxj61xaz3evj3drji25o1d8f,LKXSTLL4YfXj,,2023-11-07 14:33:42.160000+00:00,nyTVrrQOwN8H,
btsfsph9586kq8mugx01oabtsfsp466s,XGtRBCj4aDhb,,2023-11-07 14:30:48.679000+00:00,L0yA8t7kc2YS,
v97gbimfjhf9u7j048v97gbki5w6mux9,mOBntm1IQq88,,2023-11-07 14:34:53.275000+00:00,DdpDzO38UJFx,
7yn3g41trgrlgkmz7yn3g4yiprsq2p37,MznNXayzrjzx,,2023-11-07 14:33:57.222000+00:00,nyTVrrQOwN8H,
kqjxtzqei3ez633ckqjs9rwymmp7vh82,T5fgJG6izVtG,,2023-11-07 14:31:02.078000+00:00,uB5LFDbzlAzB,
zjq9n4j4yrb3l6zjq9n4a5ay0xw2hw5l,neX4b89LFvku,,2023-11-07 14:31:53.270000+00:00,6MW5bXyBINel,
4et9g7yax898yc73m4et9lkg2hi2mflj,bhWitRoJWoAQ,,2023-11-07 14:31:02.069000+00:00,bOS1gk7MZ65u,
k6cmbwp36h5d80pck6csdyxxe4fou44w,zJAvTtcPQT6O,,2023-11-07 14:32:30.506000+00:00,ovJvcKH6jyf2,
ffao0gcm9n2qzphnfffao0b7deug790e,yqpoOc7DONUB,,2023-11-07 14:34:03.823000+00:00,nyTVrrQOwN8H,
ilxisvt1owdj7b3yogilxiszk4ljc832,lm1wTeyhU5Ka,,2023-11-07 14:34:28.575000+00:00,hr56fnud6o6j,
l72449zki9myj5ibfhtml72449myooas,1AhoNn4JWg3Q,,2023-11-07 14:34:01.921000+00:00,nyTVrrQOwN8H,
ju94libx3cfs7boqlpsju94lifphx6p1,LKXSTLL4YfXj,,2023-11-07 14:34:03.839000+00:00,nyTVrrQOwN8H,
k6skh6v5to11msog9di82k6skh6vaf01,J5bZMfnELkr8,,2023-11-07 14:33:57.229000+00:00,nyTVrrQOwN8H,
xzo5hhybk9k2b9ebiuxzo5hg2o07nqry,other,,2023-11-07 14:31:02.099000+00:00,hWYfKvWjPynR,
s2nmnejch6ry4bns2nmneduhf412gemo,puLF9AakH3IG,,2023-11-07 14:31:34.279000+00:00,CFVnrZdExedL,
pkbvlkv43vhy1zxkk4lpkbvl85t7kwt4,J5bZMfnELkr8,,2023-11-07 14:33:45.497000+00:00,nyTVrrQOwN8H,
gp687fo7a4lxezoy36tgp687f7c9taql,lm1wTeyhU5Ka,,2023-11-07 14:34:28.578000+00:00,hr56fnud6o6j,
27kj3vtw0w9cz2127ksstogpvi3vzd5p,5SDqovyoy2kq,,2023-11-07 14:33:49.177000+00:00,nyTVrrQOwN8H,
050wgd8ifn6di1trz3ne050wgkodvhdq,LKXSTLL4YfXj,,2023-11-07 14:33:57.230000+00:00,nyTVrrQOwN8H,
1rtky2erqutopjpqyo1rtgsyzrozshxt,1AhoNn4JWg3Q,,2023-11-07 14:33:42.145000+00:00,nyTVrrQOwN8H,
gak22lshsr4dsobmpr2gak22owf44w4n,pV3A0eM3cFGc,,2023-11-07 14:33:49.172000+00:00,nyTVrrQOwN8H,
zjgrgjt8kuojtqu4pzjgrgjtv7u4p78b,GVaCwGyGytzl,,2023-11-07 14:30:59.457000+00:00,bOS1gk7MZ65u,
va6ob5kay78d46fj1d1va6ob5sb08j3j,yqpoOc7DONUB,,2023-11-07 14:33:42.139000+00:00,nyTVrrQOwN8H,
3glg8vkpu4o0hs5zq33glg8vx56lqe5e,fFONd2q1fm2y,,2023-11-07 14:30:57.410000+00:00,uB5LFDbzlAzB,
yvk9kl7b7i0gqiryvks0ft971raak628,1AhoNn4JWg3Q,,2023-11-07 14:33:49.171000+00:00,nyTVrrQOwN8H,
xphc78y00m533se7xpxs4vjhw80gq29t,pV3A0eM3cFGc,,2023-11-07 14:34:06.208000+00:00,nyTVrrQOwN8H,
9v1gox22uyfi72vfezo0m49v1goxi04y,GREI37NJqhC7,,2023-11-07 14:30:57.398000+00:00,hWYfKvWjPynR,
c6bc83nc3aassh9cgc6bcq0rw3l77ntg,F4wAiTU7fVQt,,2023-11-07 14:31:47.673000+00:00,l5AnKwCBOiz6,
5nm9g7st0xhuubdtg95nmf8u85zu23o0,yqpoOc7DONUB,,2023-11-07 14:33:45.487000+00:00,nyTVrrQOwN8H,
88610q7wcmeu16aoahb88610s014l9n7,5SDqovyoy2kq,,2023-11-07 14:34:06.212000+00:00,nyTVrrQOwN8H,
fi0tn5bojncqqdkcfiyej3rx5pqzvo56,LKXSTLL4YfXj,,2023-11-07 14:34:06.214000+00:00,nyTVrrQOwN8H,
ox4zd89svrz1040mvcxxrdox4zd89xyc,J5bZMfnELkr8,,2023-11-07 14:33:37.889000+00:00,nyTVrrQOwN8H,
f14chrycyqvvdl6y3f14tt9280xqcg2u,pV3A0eM3cFGc,,2023-11-07 14:33:49.181000+00:00,nyTVrrQOwN8H,
kwuju4810m8q1ml4klba9oxkwuju4810,xeIClVe6wPRG,,2023-11-07 14:34:15.083000+00:00,KtiM50AaUkgx,
qcgd6jhbspb8ji2o5ckuqcgd6jb4g78s,5SDqovyoy2kq,,2023-11-07 14:34:01.908000+00:00,nyTVrrQOwN8H,
nwt28c9bcgrar4ittvnwt431sc0l9zh7,GREI37NJqhC7,,2023-11-07 14:30:57.404000+00:00,hWYfKvWjPynR,
t49ktj9i77fm2xzydt49ktjxekl5j0gz,J5bZMfnELkr8,,2023-11-07 14:34:03.837000+00:00,nyTVrrQOwN8H,
9hiuky0t6riawv9hiuk7ztqe5lmal93y,qQIObyzYFwn7,,2023-11-07 14:30:57.411000+00:00,hWYfKvWjPynR,
av27oywyi8s4qapkav28nhslcb09pa2y,488Oqvu1T1Ja,,2023-11-07 14:32:30.496000+00:00,gUNbJgRsHF3R,
nvq5l90yt0f5ox6kunvq5jbek5n305gd,J5bZMfnELkr8,,2023-11-07 14:33:37.891000+00:00,nyTVrrQOwN8H,
e2y179co1jqga9f8ce2y1z9c90vjb8v9,1AhoNn4JWg3Q,,2023-11-07 14:33:42.156000+00:00,nyTVrrQOwN8H,
xibpuka91homds0hb6lqxibpul27v3gs,E0ieGGpJV0oY,,2023-11-07 14:34:03.832000+00:00,nyTVrrQOwN8H,
2v9ogcpanb3xqlgbw2v9orfvi3y2l8nk,other,device is broken,2023-11-07 14:31:53.249000+00:00,aAmdKmc3Tcut,
yy4qtkegl2pvlhzn9iyy4qt8f55uqr7i,E0ieGGpJV0oY,,2023-11-07 14:34:06.222000+00:00,nyTVrrQOwN8H,
t5nwmqzs2zy1skpt5nwmnkb1jouqktyu,GVaCwGyGytzl,,2023-11-07 14:31:02.088000+00:00,bOS1gk7MZ65u,
j5nbx1grueizt9qyvj5nbx1gmhbrvjql,E0ieGGpJV0oY,,2023-11-07 14:34:06.231000+00:00,nyTVrrQOwN8H,
irrtj4j04yqon1txebkhirrtj432askz,l2Z9bFtc6yE0,,2023-11-07 14:33:06.135000+00:00,mdZTGKjrG9CK,
7y1yo89y6hwp3vr7y1yo8u78szvlmnuc,1AhoNn4JWg3Q,,2023-11-07 14:33:49.162000+00:00,nyTVrrQOwN8H,
1y6xnaexicqelr1y6xx81fwm1sa3hwhb,5gxr9ZpfUfPF,,2023-11-07 14:33:06.138000+00:00,bZvjg7tWA0LH,
4wyf7lvsfcbie4wyfzsaporj501rygzs,MznNXayzrjzx,,2023-11-07 14:33:45.482000+00:00,nyTVrrQOwN8H,
4dtbaow1wxc67j84dtbacmkxf7k7q5jn,A8mQYGVwwHtM,,2023-11-07 14:30:57.404000+00:00,uB5LFDbzlAzB,
m5du4np9vyd5rblsmd5j7m5du4n82ngm,LKXSTLL4YfXj,,2023-11-07 14:34:03.837000+00:00,nyTVrrQOwN8H,
j78rn13w630wiyxaohk9bmj78rn13mv8,WpTVMGF0rbPG,,2023-11-07 14:32:30.509000+00:00,gUNbJgRsHF3R,
n253ncjf9ubbcu2u3ds7kn253ncjfnqp,pV3A0eM3cFGc,,2023-11-07 14:33:42.141000+00:00,nyTVrrQOwN8H,
aw4t21kx0k82tav3eztraw4t24cvumct,other,,2023-11-07 14:31:02.063000+00:00,uB5LFDbzlAzB,
69jppl52gtsz0r969jp1lifdfcgen96k,LKXSTLL4YfXj,,2023-11-07 14:34:06.227000+00:00,nyTVrrQOwN8H,
pvfrlyihydujm2cpvfrl65kuuuxv0t62,inHsCciL2ZtA,,2023-11-07 14:33:30.315000+00:00,TcoNDJUg8XEX,
2m08po6sqmmuk40r7mhwzt62m08pofqs,J5bZMfnELkr8,,2023-11-07 14:34:03.821000+00:00,nyTVrrQOwN8H,
qa7n1f4z9zr2wg7tg7rez2uqa7n1h0ik,yqpoOc7DONUB,,2023-11-07 14:34:01.912000+00:00,nyTVrrQOwN8H,
0jneg1od0me6ug700jnegd28b0szmgjy,o4iW3AagB9QU,,2023-11-07 14:30:35.103000+00:00,qxTQYT1e3SmO,
shqqbc8tue1ktyshq9ru73iakw30x74c,J5bZMfnELkr8,,2023-11-07 14:33:49.164000+00:00,nyTVrrQOwN8H,
8v9sm8fi8pa89d2mkfep48v9sm8fyfg1,vDwQwfCM2Mpl,,2023-11-07 14:30:57.405000+00:00,uB5LFDbzlAzB,
46r1bls7w49hsaly46r1bqme1rgn91ym,3wcPj4w4kCaE,,2023-11-07 14:33:45.502000+00:00,nyTVrrQOwN8H,
7nedfnlys4rsdomxy3nu7nedfnl2jqgg,J5bZMfnELkr8,,2023-11-07 14:34:03.830000+00:00,nyTVrrQOwN8H,
nbrdu00fgfaxpek9h54nbrde5jo9zlpu,J5bZMfnELkr8,,2023-11-07 14:33:57.218000+00:00,nyTVrrQOwN8H,
bgta64ohlgriw5kpwbgta6l6xp5n41fd,yqpoOc7DONUB,,2023-11-07 14:33:37.883000+00:00,nyTVrrQOwN8H,
ik35k3ib2tuhaybvymaik35kq8wvuig2,yHv3M3T7djgS,,2023-11-07 14:32:17.607000+00:00,nCN9LZXtZhDM,
sjs933hiizduh3vlo6sjs933chyuv4bu,nGOJpeZMSR12,,2023-11-07 14:32:17.609000+00:00,nCN9LZXtZhDM,
x4tnraefe0wra8gxgmx4tnqit2wb88pb,LKXSTLL4YfXj,,2023-11-07 14:33:45.481000+00:00,nyTVrrQOwN8H,
l40zz8w3hs1pnw79cl40mv3jna08hr9f,PRZve1dMMrRz,,2023-11-07 14:30:46.959000+00:00,b56yVlU5Rxv3,
ir7zddyejun8g803grezir7zddyxmmca,3wcPj4w4kCaE,,2023-11-07 14:33:57.216000+00:00,nyTVrrQOwN8H,
vb3pmmy0gfs5slg9gcvb395cpouqsv4z,5SDqovyoy2kq,,2023-11-07 14:33:49.175000+00:00,nyTVrrQOwN8H,
my7zy9zjros4h9cukhtpnmy7zy97q302,mOBntm1IQq88,,2023-11-07 14:34:53.280000+00:00,DdpDzO38UJFx,
intngnnljjjgohppxaintngjdfu2nwg4,Bh6qCWWBwBGX,,2023-11-07 14:31:02.062000+00:00,hWYfKvWjPynR,
m67z5f2nr842l461rm67ry9emr1dup7c,IHoFOymCT4PM,,2023-11-07 14:32:43.460000+00:00,sbZfzAIglhjo,
66bkzvqne7p3yk8kiwnr66bkzap5l2pg,KqwCW7dKozTv,,2023-11-07 14:33:30.320000+00:00,tlaOaEmBc0u9,
rqle3y1clitdylmf76jmurqlem397c7i,pV3A0eM3cFGc,,2023-11-07 14:33:45.500000+00:00,nyTVrrQOwN8H,
1en0g7pgnwgf46564romd81en0g7buaf,yqpoOc7DONUB,,2023-11-07 14:34:06.232000+00:00,nyTVrrQOwN8H,
4ethwd3rgzejvt47dr04ethwd9tfveb8,1AhoNn4JWg3Q,,2023-11-07 14:33:37.895000+00:00,nyTVrrQOwN8H,
awr6ek6e95h3npztluhm8n2awr6ekhy5,E0ieGGpJV0oY,,2023-11-07 14:34:03.837000+00:00,nyTVrrQOwN8H,
ytkszhtfesofyze87ytkszm384j0gyb9,J5bZMfnELkr8,,2023-11-07 14:34:01.926000+00:00,nyTVrrQOwN8H,
vejyynn6debag2yb60pn7iuvejyynn6d,3wcPj4w4kCaE,,2023-11-07 14:33:57.216000+00:00,nyTVrrQOwN8H,
raxuau1l1sq7rkyraxua6zsqww6ive5q,zNoeFmwTDmhR,,2023-11-07 14:30:38.655000+00:00,rjD4QQ103pCa,
57mgruetdbgcd57mg5658c2udql0goo9,5SDqovyoy2kq,,2023-11-07 14:33:37.889000+00:00,nyTVrrQOwN8H,
eks28a5jl3ibams0rnspo5eks28a5j5a,lY5LSKGNwvfX,,2023-11-07 14:31:53.254000+00:00,wEXrIACOc7Lr,
5az4gruiaxalo6m5azpmw7i6r7nfwz4q,ehG9bZw8ahzC,,2023-11-07 14:32:17.588000+00:00,vAjBEO307Stw,
hox0w3bvvo9jznfn1ohox0ymlts6x5lf,UeDoBuUb4hbi,,2023-11-07 14:29:53.823000+00:00,So2mUoP0mKEQ,
mh80zk59pysqbv8feaamh80t2m2ks918,tPZiAJinI6cK,,2023-11-07 14:32:17.599000+00:00,nCN9LZXtZhDM,
t5q5pkvmue9ja5zvgjkt5q5p9y6vnbgv,1AhoNn4JWg3Q,,2023-11-07 14:34:01.921000+00:00,nyTVrrQOwN8H,
99puxneq0las5g34zu99puxn1lplxvty,J5bZMfnELkr8,,2023-11-07 14:33:42.161000+00:00,nyTVrrQOwN8H,
3hik2ucksxqqr39c3h459a8z1jdk1oht,1AhoNn4JWg3Q,,2023-11-07 14:34:06.216000+00:00,nyTVrrQOwN8H,
pp44l3s63s9l9wyu1t0pp44lphvkbvg0,tCRdzlQdnXzi,,2023-11-07 14:33:06.141000+00:00,bZvjg7tWA0LH,
pk1iqhvb8w2egw0e7gbtbqz5cpk1iqhv,488Oqvu1T1Ja,,2023-11-07 14:32:30.505000+00:00,gUNbJgRsHF3R,
zcvxh33sdjblr1ps3msmzcvxh33ji6jb,1AhoNn4JWg3Q,,2023-11-07 14:34:06.206000+00:00,nyTVrrQOwN8H,
tnlj1h8s50t0tefvwomtnlj1ndhr6c9x,LKXSTLL4YfXj,,2023-11-07 14:33:57.206000+00:00,nyTVrrQOwN8H,
9u1t3oj05gntv0w0yy7s9u1tcioyat0i,1AhoNn4JWg3Q,,2023-11-07 14:34:01.918000+00:00,nyTVrrQOwN8H,
pw1z9mek4a15zmry1s517ajpw1z9mq1k,Dew9Kbte6J7a,,2023-11-07 14:32:25.585000+00:00,hgpd9YWNJPHr,
078yu2b1i19wicwmm078aqu2a575jjim,2BJXx4n1fZwC,,2023-11-07 14:31:47.673000+00:00,2xjryxHrw9rQ,
ehso0ges954gt0pf9zaehso0ge7srw8z,pV3A0eM3cFGc,,2023-11-07 14:34:03.838000+00:00,nyTVrrQOwN8H,
eupxegsd4vxckhhc1sk1ieupxegs9ajj,bg6NbzUpVovw,,2023-11-07 14:31:29.194000+00:00,55faatkGjMPo,
lh87n6oiif8g6ryfuz0lh87npc1d4g8o,1AhoNn4JWg3Q,,2023-11-07 14:33:57.217000+00:00,nyTVrrQOwN8H,
w1otspe5hnjauzdvbp1pw1on4vcdl766,yqpoOc7DONUB,,2023-11-07 14:33:37.903000+00:00,nyTVrrQOwN8H,
476gnb20hcilvwqptz6d476gnbzln5vr,LKXSTLL4YfXj,,2023-11-07 14:33:57.209000+00:00,nyTVrrQOwN8H,
d64e7dcc73aarl6tkl4zdd64e7dk4knp,other,Allows maps and email and some apps we can control which ones,2023-11-07 14:33:57.229000+00:00,nyTVrrQOwN8H,
inoyqwga1fd73jmpgeinoyqwx9g01ddd,MznNXayzrjzx,,2023-11-07 14:34:03.831000+00:00,nyTVrrQOwN8H,
2mtqmpatllbyjgnpcgw72mtqm35dc4tp,3wcPj4w4kCaE,,2023-11-07 14:34:03.827000+00:00,nyTVrrQOwN8H,
z6oyc3cjbulziqsc8pwuz6oyc3cjymhy,5SDqovyoy2kq,,2023-11-07 14:33:57.214000+00:00,nyTVrrQOwN8H,
nhg0yzes0ep8jtjnhgs672ib8cao9duk,pV3A0eM3cFGc,,2023-11-07 14:33:57.217000+00:00,nyTVrrQOwN8H,
3w9lhksws6iq4zoed5z3w9lhkcgf87o1,SosRQfbxPwF5,,2023-11-07 14:30:48.682000+00:00,ywZ9ENKyZm9B,
hoe5clvnheeviekqoq1yhoe5clxf15ig,pV3A0eM3cFGc,,2023-11-07 14:33:45.480000+00:00,nyTVrrQOwN8H,
4s8rdwpxjpic2znvry4s8rdckuc7js1f,coosmH7qAQjH,,2023-11-07 14:31:53.259000+00:00,aAmdKmc3Tcut,
w69pkvo02lqqvvnqw69pkkdwlkjco0oo,MznNXayzrjzx,,2023-11-07 14:33:57.209000+00:00,nyTVrrQOwN8H,
enn4lkoi8nnywh2nn670enn487hhcx21,tPZiAJinI6cK,,2023-11-07 14:32:17.593000+00:00,nCN9LZXtZhDM,
bxvlwoldbadbygf1dm867bxvlwoldo01,LKXSTLL4YfXj,,2023-11-07 14:33:37.902000+00:00,nyTVrrQOwN8H,
4rjek47g0vheicrvm4rjecqxv6c14519,ArSGlIBT8yR0,,2023-11-07 14:32:17.595000+00:00,yyx5wa8DcChj,
y0qz3tuot8l1epxby0qz3t8j0dyd5j8f,1AhoNn4JWg3Q,,2023-11-07 14:33:57.217000+00:00,nyTVrrQOwN8H,
zakop760u3ewkbj21xl1frzakopyfezh,5SDqovyoy2kq,,2023-11-07 14:34:01.927000+00:00,nyTVrrQOwN8H,
wbmsqw5x4qet81mikbcvxwbmsqvglsyr,6Td8sUlmCWrg,,2023-11-07 14:32:30.505000+00:00,gUNbJgRsHF3R,
nl3x3saxuob1nmau1d2692wrv8929zm4,LKXSTLL4YfXj,,2023-11-07 14:34:03.839000+00:00,nyTVrrQOwN8H,
gpce9gylqf56778gpce92utp2qzlt99i,E0ieGGpJV0oY,,2023-11-07 14:33:45.492000+00:00,nyTVrrQOwN8H,
pig9fco0kbjssni08apigg4c61d6ngof,sOWNk272apWP,,2023-11-07 14:31:47.673000+00:00,l5AnKwCBOiz6,
s22wiovn2a3bt7xs2c0zvmqiudv2xebn,Ybw0PpFEh5vH,,2023-11-07 14:31:02.073000+00:00,hWYfKvWjPynR,
ekm8mirohpeuwuqekm8m8vlaxizuny5b,E0ieGGpJV0oY,,2023-11-07 14:33:45.492000+00:00,nyTVrrQOwN8H,
pmvk2mohpfzejgyjwpmvk2mnjay5azjz,yHv3M3T7djgS,,2023-11-07 14:32:17.605000+00:00,nCN9LZXtZhDM,
echjc3peybzz3myph6eechjc3pe2bngh,other,,2023-11-07 14:31:02.096000+00:00,hWYfKvWjPynR,
0588upzu6o8z376ta0588ql1dpcfu7df,1AhoNn4JWg3Q,,2023-11-07 14:34:06.229000+00:00,nyTVrrQOwN8H,
658n3kvmcoisrvdx4hc8658n30ekpf1n,qNE06oQSggED,,2023-11-07 14:32:30.505000+00:00,g1sbtBqI67s8,
hyg0cu3qnp1rmxx45nt0hyg0cuyyl2u2,Ybw0PpFEh5vH,,2023-11-07 14:30:57.396000+00:00,hWYfKvWjPynR,
uem9om0fq17dz3cw3duem9ohpxfnveg4,yqpoOc7DONUB,,2023-11-07 14:34:06.224000+00:00,nyTVrrQOwN8H,
6atsqi9yo9991ewo7kpqh6atsqi9ylqq,yqpoOc7DONUB,,2023-11-07 14:34:06.218000+00:00,nyTVrrQOwN8H,
p8p7qgubzpq0bhtp8pb14jnnzlxxuxec,J5bZMfnELkr8,,2023-11-07 14:33:57.228000+00:00,nyTVrrQOwN8H,
eolzzpsw4yieeolzatdxzegubhhfpi5q,vuMMNKDKd9jf,,2023-11-07 14:30:46.959000+00:00,NId0rk9d09BB,
