type,type_id,id,end,start,promotion_code,checkout_session_line_item_id,credit_note_line_item_id,coupon_id,invoice_item_id,checkout_session_id,customer_id,subscription_id,invoice_id,_fivetran_synced,amount
PARENT_INVOICE_LINE_ITEM,sli_16415bFCPJnn9IgI695fd740,di_1NGALtFCPJnn9IgIIrNL7enQ,2024-06-07 00:35:52+00:00,2023-06-07 00:35:52+00:00,,,,HLgpCeXS,,,cus_KgfLEw2FzK9KNC,sub_1MifzYFCPJnn9IgIH3eNj8wP,in_1OgqcAFCPJnn9IgIQKs9kwU8,2024-02-16 20:37:43.163000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_136a1dFCPJnn9IgIbbf17dc6,di_1MsteJFCPJnn9IgIBu1jVO3p,,2023-04-03 20:06:43+00:00,,,,1jxr2ccq,,,cus_NeBq2V8qgiIlZu,sub_1MsteJFCPJnn9IgITb3WWb5c,in_1OfpUlFCPJnn9IgIoOIe3HVH,2024-02-16 20:37:18.356000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,ii_1ONjhpFCPJnn9IgIQtM5a8iZ,di_1ONjhpFCPJnn9IgICnC2WAul,,2023-12-15 22:18:05+00:00,promo_1M5CfsFCPJnn9IgIRWqw4NLS,,,nG14Eslp,ii_1ONjhpFCPJnn9IgIQtM5a8iZ,,cus_PC7xcyljYVTJ6F,sub_1ONjhpFCPJnn9IgIFL6Gcb3a,in_1ONjhpFCPJnn9IgIT2jLj7gz,2024-02-16 20:31:32.711000+00:00,200.0
PARENT_INVOICE_LINE_ITEM,ii_1OeO9eFCPJnn9IgItKwdIjsY,di_1OeO9eFCPJnn9IgIGKPOo5nh,,2024-01-30 20:43:38+00:00,promo_1M5CfsFCPJnn9IgIRWqw4NLS,,,nG14Eslp,ii_1OeO9eFCPJnn9IgItKwdIjsY,,cus_PTKpYm5X6gyE5C,sub_1OeO9eFCPJnn9IgI6JX6dJk6,in_1OeO9eFCPJnn9IgIy1xDjqD8,2024-02-16 20:36:23.901000+00:00,400.0
PARENT_INVOICE_LINE_ITEM,sli_1673b1FCPJnn9IgI8f72c08c,di_1OfRY5FCPJnn9IgIgHkBSNC6,2024-03-02 18:33:13+00:00,2024-02-02 18:33:13+00:00,,,,GCMclVZ5,,,cus_PUQO8helJWwUIy,sub_1OfRY5FCPJnn9IgINUF4Mh44,in_1OfRY5FCPJnn9IgIiG2Q6Umr,2024-02-16 20:37:13.979000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_199c62FCPJnn9IgIa383f1e3,di_1O0AWsFCPJnn9IgIyjdfGzcD,2024-10-11 22:05:22+00:00,2023-10-11 22:05:22+00:00,,,,HLgpCeXS,,,cus_OlDRhyg4uMNEqY,sub_1O0AWsFCPJnn9IgIf1A8Oypd,in_1OXWOCFCPJnn9IgING7Qu6mO,2024-02-16 20:34:43.359000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,ii_1OQxcDFCPJnn9IgIjEAvdRem,di_1O59fYFCPJnn9IgIjpxyQM80,2024-10-25 16:10:55+00:00,2023-10-25 16:10:55+00:00,,,,HLgpCeXS,ii_1OQxcDFCPJnn9IgIjEAvdRem,,cus_OsvR3O9ibKdlJm,sub_1O59fYFCPJnn9IgIK1te7MCr,in_1OQxcDFCPJnn9IgILhTl57bI,2024-02-16 20:32:18.335000+00:00,0.0
PARENT_INVOICE_LINE_ITEM,sli_1a452bFCPJnn9IgI6c192585,di_1NoVJHFCPJnn9IgIlGA6lWIt,2024-09-09 17:51:07+00:00,2023-09-09 17:51:07+00:00,,,,HLgpCeXS,,,cus_ORfqDxoNdIwo7T,sub_1NoVJHFCPJnn9IgIaJ6vBYON,in_1OhyEOFCPJnn9IgIUV3qvQ04,2024-02-16 20:37:57.269000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1e50a3FCPJnn9IgI46f6280a,di_1NVNnDFCPJnn9IgI8NRxBmX7,2024-07-18 23:58:59+00:00,2023-07-18 23:58:59+00:00,,,,HLgpCeXS,,,cus_O337Aw99wROXOF,sub_1NVNnDFCPJnn9IgI0K6GMsVC,in_1OOqiIFCPJnn9IgIOYCwHuHi,2024-02-16 20:31:49.687000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1f10d6FCPJnn9IgI066d8c8d,di_1NsxyxFCPJnn9IgICVcv48fa,2024-09-22 01:16:35+00:00,2023-09-22 01:16:35+00:00,,,,HLgpCeXS,,,cus_OViYBvQMycF9np,sub_1NsxyxFCPJnn9IgIuZIPyC1f,in_1ObC8MFCPJnn9IgIbEdeeWsN,2024-02-16 20:35:35.638000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_11ae6bFCPJnn9IgIe0034b75,di_1NYsluFCPJnn9IgIZLgmmL8E,2024-07-28 15:40:05+00:00,2023-07-28 15:40:05+00:00,,,,HLgpCeXS,,,cus_OFjEpCIoePmi6F,sub_1NYsluFCPJnn9IgIdPHyOHCH,in_1OdaTPFCPJnn9IgIEyizwqQT,2024-02-16 20:36:09.539000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1094d5FCPJnn9IgI0fdde3f5,di_1ONNgWFCPJnn9IgImwa3CzuL,2024-12-14 22:47:15+00:00,2023-12-14 22:47:15+00:00,,,,HLgpCeXS,,,cus_P4FWnuyCRcAEzr,sub_1ONNgWFCPJnn9IgIpeKxEAV1,in_1OYcT5FCPJnn9IgIYiHXgrml,2024-02-16 20:35:03.903000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1296c7FCPJnn9IgI964d7904,di_1MkuZRFCPJnn9IgIr0Ft4vhy,2024-03-12 19:28:41+00:00,2023-03-12 19:28:41+00:00,,,,HLgpCeXS,,,cus_NUZdNPQC7AVpps,sub_1MkuZRFCPJnn9IgIxgTDY6pN,in_1Oj5CKFCPJnn9IgIbftN6MBF,2024-02-16 20:38:15.549000+00:00,1124.0
PARENT_INVOICE_LINE_ITEM,sli_10568fFCPJnn9IgI673dcb56,di_1OO4ZiFCPJnn9IgIfltxMfPa,2024-12-16 20:35:06+00:00,2023-12-16 20:35:06+00:00,,,,HLgpCeXS,,,cus_P91cZnyyC8z7VS,sub_1OO4ZiFCPJnn9IgIrCTbqyLD,in_1OkY8KFCPJnn9IgIiAvXzX28,2024-02-17 00:03:10.100000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_19c427FCPJnn9IgIba0cfa3f,di_1N8V6HFCPJnn9IgI9HLX68Kd,2024-05-16 21:08:05+00:00,2023-05-16 21:08:05+00:00,,,,HLgpCeXS,,,cus_NqaH0w6UAcQUnU,sub_1N8V6HFCPJnn9IgIcmLKmW5o,in_1OkYeSFCPJnn9IgI18vhAn6l,2024-02-17 00:03:10.098000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_161e24FCPJnn9IgI0e29dc1a,di_1OkYGgFCPJnn9IgIq0zomvs5,,2024-02-16 20:44:22+00:00,,,,zNOwH735,,,cus_PZheRCMShLQlfB,sub_1OkYGgFCPJnn9IgIuMcSAfiN,in_1OkYGgFCPJnn9IgI6pIi6NVX,2024-02-17 00:03:10.100000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1e1431FCPJnn9IgI48b96914,di_1NJjG4FCPJnn9IgICyBQPq5u,2024-06-16 20:28:35+00:00,2023-06-16 20:28:35+00:00,,,,HLgpCeXS,,,cus_O0juCJavQtNqob,sub_1NJjG4FCPJnn9IgIR1YeSIUq,in_1OkY22FCPJnn9IgIsFRsgkUX,2024-02-17 00:03:10.101000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_134f3dFCPJnn9IgI7caeeea3,di_1NfrUmFCPJnn9IgIUYSTw0YE,2024-08-16 21:43:16+00:00,2023-08-16 21:43:16+00:00,,,,HLgpCeXS,,,cus_OFjyHwpCZlbs1s,sub_1NfrUmFCPJnn9IgI5BCWpYpU,in_1OkZByFCPJnn9IgIDT1kKJpx,2024-02-17 00:03:10.172000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1c7fcbFCPJnn9IgI03ba603b,di_1Nr6JZFCPJnn9IgIV2mv058m,2024-09-16 21:46:08+00:00,2023-09-16 21:46:08+00:00,,,,HLgpCeXS,,,cus_OcAWOKdKO2NH2J,sub_1Nr6JZFCPJnn9IgIzu5B5QU6,in_1OkZF9FCPJnn9IgIsiBAuIo6,2024-02-17 00:03:10.172000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_15a206FCPJnn9IgI90b98195,di_1NJl2tFCPJnn9IgIKdrJhpTw,2024-06-16 22:23:07+00:00,2023-06-16 22:23:07+00:00,,,,HLgpCeXS,,,cus_O43bOwqHBXnPnk,sub_1NJl2tFCPJnn9IgIfpiKCpY7,in_1OkZotFCPJnn9IgI0Ad8zKKO,2024-02-17 00:03:09.987000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_19683eFCPJnn9IgI65b26731,di_1O1xhfFCPJnn9IgIDxYZnlRt,2024-10-16 20:47:55+00:00,2023-10-16 20:47:55+00:00,,,,HLgpCeXS,,,cus_OmzqggTF7cayKy,sub_1O1xhfFCPJnn9IgItIswztOW,in_1OkYL6FCPJnn9IgIxVYp0RMh,2024-02-17 00:03:10.099000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1bd3c0FCPJnn9IgI15a050c6,di_1NJo1HFCPJnn9IgIaqYJU3kO,2024-06-17 01:30:52+00:00,2023-06-17 01:30:52+00:00,,,,HLgpCeXS,,,cus_NqxauYSoS62Rtl,sub_1N8ZCbFCPJnn9IgIcRfazEuo,in_1OkcjyFCPJnn9IgIqobpeICA,2024-02-17 02:30:53.327000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1c74cfFCPJnn9IgI9988b2af,di_1MmRR6FCPJnn9IgIsbmlConQ,2024-03-17 00:46:24+00:00,2023-03-17 00:46:24+00:00,,,,HLgpCeXS,,,cus_NVq78w1sCN496f,sub_1MmRR6FCPJnn9IgI3fdu3uwQ,in_1Okc3sFCPJnn9IgIjrb6FlI0,2024-02-17 02:30:53.498000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_14189bFCPJnn9IgIec6580cc,di_1NJqlBFCPJnn9IgIsF25lTLf,2024-06-17 04:29:13+00:00,2023-06-17 04:29:13+00:00,,,,HLgpCeXS,,,cus_O3HqlSrIGKzwuO,sub_1NJqlBFCPJnn9IgIBJV5KIPo,in_1OkfWqFCPJnn9IgICPkMp5GK,2024-02-17 08:31:57.867000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_16d295FCPJnn9IgI25029066,di_1OOBxhFCPJnn9IgIqY2hNdDi,2024-12-17 04:28:21+00:00,2023-12-17 04:28:21+00:00,,,,HLgpCeXS,,,cus_P39KXlNIVFCGA6,sub_1OOBxhFCPJnn9IgImTRU3fRw,in_1OkfWLFCPJnn9IgIwEazLAJw,2024-02-17 08:31:57.868000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1dcd1fFCPJnn9IgI4b373c08,di_1OOEKnFCPJnn9IgIHCfzF9Lj,2024-12-17 07:00:20+00:00,2023-12-17 07:00:20+00:00,,,,HLgpCeXS,,,cus_OuEZheTexKM77v,sub_1OOEKnFCPJnn9IgIHIbdom9c,in_1OkhtlFCPJnn9IgIFTfaw4le,2024-02-17 08:31:57.685000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1db50bFCPJnn9IgI7b6da98d,di_1OP6JiFCPJnn9IgIBx2rtAxI,2024-12-17 06:00:00+00:00,2023-12-17 06:00:00+00:00,,,,HLgpCeXS,,,cus_M90bVFeDfeQdCl,sub_1OP6JiFCPJnn9IgI5EeVnyKw,in_1OkgxIFCPJnn9IgICmPHElL2,2024-02-17 08:31:57.700000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1331baFCPJnn9IgIc0588cd6,di_1MmYYFFCPJnn9IgI5A24C4pS,2024-03-17 08:22:15+00:00,2023-03-17 08:22:15+00:00,,,,HLgpCeXS,,,cus_NUwoDeoUxqx3Jm,sub_1MmYYFFCPJnn9IgICVzlTmU0,in_1OkjAdFCPJnn9IgICT3lfia5,2024-02-17 14:30:54.608000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_18fa9aFCPJnn9IgIf8dff989,di_1NrLhiFCPJnn9IgIt72pwYhp,2024-09-17 14:12:06+00:00,2023-09-17 14:12:06+00:00,,,,HLgpCeXS,,,cus_Odh5w0bjL8zR36,sub_1NrLhiFCPJnn9IgIssUQUxgR,in_1OkocmFCPJnn9IgIvlpyFykI,2024-02-17 14:30:54.934000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_16f41aFCPJnn9IgIb20267cd,di_1OkuJ3FCPJnn9IgIVIM17RMh,2025-02-17 20:16:17+00:00,2024-02-17 20:16:17+00:00,,,,HLgpCeXS,,,cus_PYSF0VnuMMfDwn,sub_1OkuJ3FCPJnn9IgImOQB28do,in_1OkuJ3FCPJnn9IgIxOvUlGNV,2024-02-17 20:31:05.236000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_181e5dFCPJnn9IgI9841aeed,di_1OONMBFCPJnn9IgIbPc2S2ee,2024-12-17 16:38:23+00:00,2023-12-17 16:38:23+00:00,,,,HLgpCeXS,,,cus_P9ltYNnxujWANn,sub_1OONMBFCPJnn9IgICnzPPRBT,in_1OkquyFCPJnn9IgIJzVTmzrR,2024-02-17 20:31:04.780000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_126cc5FCPJnn9IgI82c6dad8,di_1NXt51FCPJnn9IgIADllM2ep,2024-07-25 21:47:43+00:00,2023-07-25 21:47:43+00:00,,,,HLgpCeXS,,,cus_OHVhtUbleFlGYZ,sub_1NUwgmFCPJnn9IgIRRlAw0Tq,in_1OktAwFCPJnn9IgItfkjEoWG,2024-02-17 20:31:05.014000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_19ea6cFCPJnn9IgIfe0f6979,di_1NUuCNFCPJnn9IgIOM9d86NC,2024-07-17 16:22:59+00:00,2023-07-17 16:22:59+00:00,,,,HLgpCeXS,,,cus_OHT7mizzlO1SZy,sub_1NUuCNFCPJnn9IgIif5rtVd3,in_1OkqfWFCPJnn9IgI60PXKk7z,2024-02-17 20:31:04.781000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1c8cb1FCPJnn9IgIf8c5adec,di_1OOOkbFCPJnn9IgIYMzucMFY,2024-12-17 18:07:40+00:00,2023-12-17 18:07:40+00:00,,,,HLgpCeXS,,,cus_PAs5V317vPwHlf,sub_1OOOkbFCPJnn9IgIaKa3j99G,in_1OksIrFCPJnn9IgIx30K57u8,2024-02-17 20:31:04.967000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_155c7eFCPJnn9IgI11a470c5,di_1OZfFVFCPJnn9IgIkVmYHbnA,2025-01-17 19:58:09+00:00,2024-01-17 19:58:09+00:00,,,,HLgpCeXS,,,cus_PL3lipThWeN4zk,sub_1OZfFVFCPJnn9IgIAUJDuPOr,in_1Oku2UFCPJnn9IgIRKvQOXuI,2024-02-17 20:31:05.237000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_12cb01FCPJnn9IgIbee6e928,di_1N8pl2FCPJnn9IgIpoSx8MYX,2024-05-17 19:11:32+00:00,2023-05-17 19:11:32+00:00,,,,HLgpCeXS,,,cus_Nnc0YnFnBdFuc8,sub_1N8pl2FCPJnn9IgIUAlKcpU7,in_1OktIkFCPJnn9IgIUTw937hf,2024-02-17 20:31:05.014000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1077c2FCPJnn9IgI5d578cc2,di_1OOQNKFCPJnn9IgIPNlsIh9a,2024-12-17 19:51:46+00:00,2023-12-17 19:51:46+00:00,,,,HLgpCeXS,,,cus_OvWpFodh9sO22e,sub_1OOQNKFCPJnn9IgIqKJxxjN1,in_1OktvcFCPJnn9IgIVk83DKlY,2024-02-17 20:31:05.238000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1e79d4FCPJnn9IgIa3f10dce,di_1OZiluFCPJnn9IgIORoyI5SL,2025-01-17 23:43:50+00:00,2024-01-17 23:43:50+00:00,,,,HLgpCeXS,,,cus_PMEwZQnTbnaHV7,sub_1OZiluFCPJnn9IgI1SMBTXey,in_1OkxYmFCPJnn9IgIvdKtLMJJ,2024-02-18 00:03:26.939000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_120fefFCPJnn9IgId3db351b,di_1NrSWZFCPJnn9IgI2GxNVuiR,2024-09-17 21:29:03+00:00,2023-09-17 21:29:03+00:00,,,,HLgpCeXS,,,cus_OdiaZg6XDHsSN2,sub_1NrSWZFCPJnn9IgIEZ3MTosm,in_1OkvSGFCPJnn9IgIETol2r6e,2024-02-18 00:03:27.236000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_184056FCPJnn9IgIa4eaf3cd,di_1ODZwvFCPJnn9IgIMGeL0OKp,2024-11-17 21:51:41+00:00,2023-11-17 21:51:41+00:00,,,,HLgpCeXS,,,cus_Oz6CjgaML6SgDk,sub_1ODZwvFCPJnn9IgIxa8eJeCq,in_1OkvntFCPJnn9IgIhFm7KRFL,2024-02-18 00:03:27.234000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_133f06FCPJnn9IgI55c78555,di_1NrUD9FCPJnn9IgI1FWsrjM4,2024-09-17 23:17:07+00:00,2023-09-17 23:17:07+00:00,,,,HLgpCeXS,,,cus_Ob3lyVVqdWIbWb,sub_1NrUD9FCPJnn9IgICdwpwpBS,in_1Okx8lFCPJnn9IgIUEAKncpB,2024-02-18 00:03:27.069000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1c722eFCPJnn9IgI20d7855f,di_1N8tilFCPJnn9IgIDYo2fwBh,2024-05-17 23:25:27+00:00,2023-05-17 23:25:27+00:00,,,,HLgpCeXS,,,cus_NpS7KyTNqqsgtH,sub_1N8tilFCPJnn9IgI3FckFu4j,in_1OkxGRFCPJnn9IgIOFHnCdhn,2024-02-18 00:03:26.940000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1352a9FCPJnn9IgI4fac754b,di_1NgGoCFCPJnn9IgI8NeKXALB,2024-08-18 00:45:00+00:00,2023-08-18 00:45:00+00:00,,,,HLgpCeXS,,,cus_OQH6PgHh5lnktr,sub_1NgGV0FCPJnn9IgI3zPQXqHV,in_1OkyCKFCPJnn9IgIhYBVYpbV,2024-02-18 02:30:52.200000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1cf195FCPJnn9IgIddbb0d24,di_1NrW9eFCPJnn9IgIfBx9NjsH,2024-09-18 01:21:38+00:00,2023-09-18 01:21:38+00:00,,,,HLgpCeXS,,,cus_OUwJINxo8vp3eo,sub_1NrW9eFCPJnn9IgI4NuUFC5I,in_1Okz5LFCPJnn9IgI2M5UzKvl,2024-02-18 02:30:52.019000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_19c95cFCPJnn9IgI542fab34,di_1N8vtPFCPJnn9IgIxDIEjo3g,2024-05-18 01:44:35+00:00,2023-05-18 01:44:35+00:00,,,,HLgpCeXS,,,cus_NpPuzeuyfMPteR,sub_1N8vtPFCPJnn9IgIKkQzEjRO,in_1OkzRZFCPJnn9IgIxIT6sB0q,2024-02-18 02:30:52.015000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1f9a97FCPJnn9IgI841f4d01,di_1MmnWCFCPJnn9IgI5h4Le6yp,2024-03-18 00:21:07+00:00,2023-03-18 00:21:07+00:00,,,,HLgpCeXS,,,cus_NUnlTUj9fbMFFt,sub_1MmnWCFCPJnn9IgI8vSmQ7qw,in_1Oky8NFCPJnn9IgIy2OWNIdS,2024-02-18 02:30:52.200000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1ea8f6FCPJnn9IgIacb02b53,di_1NrXh5FCPJnn9IgIaq24sGy6,2024-09-18 03:00:15+00:00,2023-09-18 03:00:15+00:00,,,,HLgpCeXS,,,cus_OZA9YBxpNtkrSm,sub_1NrXh5FCPJnn9IgIuWgAgJfr,in_1Ol0cmFCPJnn9IgISVx0xm1O,2024-02-18 08:30:24.983000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_16521fFCPJnn9IgI796c0907,di_1Ol08iFCPJnn9IgIByHuTLVO,2024-05-18 02:30:00+00:00,2024-02-18 02:30:00+00:00,,,,iVickyzU,,,cus_PaASSlX9s4pKiD,sub_1Ol08iFCPJnn9IgIyk52hJ4X,in_1Ol08iFCPJnn9IgIk94sQNQx,2024-02-18 08:30:24.986000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_12e453FCPJnn9IgI31114692,di_1OZoe7FCPJnn9IgIdSMZsJsR,2025-01-18 06:00:00+00:00,2024-01-18 06:00:00+00:00,,,,HLgpCeXS,,,cus_PD63QMI338Q39I,sub_1OZoe7FCPJnn9IgIhO07IT6Z,in_1Ol3RBFCPJnn9IgI0q1IDGFu,2024-02-18 08:30:24.810000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_105d1aFCPJnn9IgIc658297a,di_1NrgIpFCPJnn9IgIgJnmTqZA,2024-09-18 12:11:47+00:00,2023-09-18 12:11:47+00:00,,,,HLgpCeXS,,,cus_OeHXq6xMCrld9Z,sub_1NrgIpFCPJnn9IgIxhpQ00Mt,in_1Ol9E0FCPJnn9IgIYiNebALm,2024-02-18 14:30:02.724000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_101bb7FCPJnn9IgI286ea70a,di_1O2XS0FCPJnn9IgIdkgX1LDo,2024-10-18 10:58:08+00:00,2023-10-18 10:58:08+00:00,,,,HLgpCeXS,,,cus_OIXqFnr3FLIPMK,sub_1O2XS0FCPJnn9IgIZQc5bYdC,in_1Ol84bFCPJnn9IgIaWVW1fUJ,2024-02-18 14:30:02.655000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_11513dFCPJnn9IgI5415eb51,di_1NrgN2FCPJnn9IgIcmJM9u9a,2024-09-18 12:16:08+00:00,2023-09-18 12:16:08+00:00,,,,HLgpCeXS,,,cus_OZUiomR2BxPbir,sub_1NrgN2FCPJnn9IgIw0FK9fLz,in_1Ol9IYFCPJnn9IgIfwspiMA4,2024-02-18 14:30:02.723000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1dba00FCPJnn9IgI36ef6549,di_1OOjeTFCPJnn9IgIZogZVLrw,2024-12-18 16:26:45+00:00,2023-12-18 16:26:45+00:00,,,,HLgpCeXS,,,cus_P8wbfaFrd6dmbg,sub_1OOjeTFCPJnn9IgIM3spVhK1,in_1OlDDRFCPJnn9IgIaVUwPjvj,2024-02-18 20:30:57.043000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_14549cFCPJnn9IgI5aed0045,di_1NgVs3FCPJnn9IgIPBDCvAew,2024-08-18 16:49:59+00:00,2023-08-18 16:49:59+00:00,,,,HLgpCeXS,,,cus_OQnivAHXrqqefp,sub_1NgVs3FCPJnn9IgIOaE4SXQV,in_1OlDZRFCPJnn9IgInlat4NcF,2024-02-18 20:30:57.040000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_198c7dFCPJnn9IgI68f9f298,di_1OOkP6FCPJnn9IgIN53lCnIr,2024-12-18 17:14:56+00:00,2023-12-18 17:14:56+00:00,,,,HLgpCeXS,,,cus_PAYftyRXFClgu2,sub_1OOkP6FCPJnn9IgIhgKz8B0H,in_1OlDxCFCPJnn9IgIPnhvBImL,2024-02-18 20:30:57.037000+00:00,1124.0
PARENT_INVOICE_LINE_ITEM,sli_16dde3FCPJnn9IgI83a8c81f,di_1Mn3RWFCPJnn9IgInr5VNIbQ,2024-03-18 17:21:22+00:00,2023-03-18 17:21:22+00:00,,,,HLgpCeXS,,,cus_NQlMeMIVvQMkYV,sub_1Mn3RWFCPJnn9IgIvgRJAKm1,in_1OlE3kFCPJnn9IgIUEbnH4Q0,2024-02-18 20:30:57.126000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_189738FCPJnn9IgIfd565e88,di_1OOmfbFCPJnn9IgIsidXLCg6,,2023-12-18 19:40:07+00:00,,,,1jxr2ccq,,,cus_PDD48LnFH1vmdT,sub_1OOmfbFCPJnn9IgI9cSPoHkx,in_1OlGENFCPJnn9IgIAnRgHMm0,2024-02-18 20:30:56.939000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1cad6cFCPJnn9IgIf02b37d8,di_1Mn31XFCPJnn9IgIcMHqbSWK,2024-03-18 16:54:31+00:00,2023-03-18 16:54:31+00:00,,,,HLgpCeXS,,,cus_NU30FLBVVPyELT,sub_1Mn31XFCPJnn9IgIUKfqzRBs,in_1OlDeFFCPJnn9IgIA2OYjfxO,2024-02-18 20:30:57.040000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1a3d09FCPJnn9IgI2d7f8e9d,di_1Mn8uIFCPJnn9IgISzrXhTou,2024-03-18 23:11:26+00:00,2023-03-18 23:11:26+00:00,,,,HLgpCeXS,,,cus_NYFL3IB4ikh83K,sub_1Mn8uIFCPJnn9IgIHjVSlD8t,in_1OlJWoFCPJnn9IgIchCQI5NL,2024-02-19 00:03:20.108000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1f6a71FCPJnn9IgIed5572dd,di_1OlH2lFCPJnn9IgIHMh99IvH,2024-03-18 20:32:58+00:00,2024-02-18 20:32:58+00:00,,,,GCMclVZ5,,,cus_PaMcF6SrpgTcAD,sub_1OlH2lFCPJnn9IgI1sNgim2V,in_1OlH2lFCPJnn9IgIyFf11wbc,2024-02-19 00:03:20.340000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_134b38FCPJnn9IgId3786c3e,di_1OOnpLFCPJnn9IgIs2dHXrbz,2024-12-18 20:54:15+00:00,2023-12-18 20:54:15+00:00,,,,HLgpCeXS,,,cus_P7MMSV0bxEcwVQ,sub_1OOnpLFCPJnn9IgIcUWQ8XRO,in_1OlHNyFCPJnn9IgIyGqspSWA,2024-02-19 00:03:20.335000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_17130cFCPJnn9IgI7dc7663f,di_1MyNv2FCPJnn9IgIEiK1zbTJ,2024-04-18 23:26:40+00:00,2023-04-18 23:26:40+00:00,,,,HLgpCeXS,,,cus_NjHok1Z9F4lvpW,sub_1MyNv2FCPJnn9IgItPAZIjkP,in_1OlJlnFCPJnn9IgIsTssW5nY,2024-02-19 00:03:21.422000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_11a39bFCPJnn9IgI1b43f36f,di_1OOpUUFCPJnn9IgIbgssUZYh,2024-12-18 22:40:50+00:00,2023-12-18 22:40:50+00:00,,,,HLgpCeXS,,,cus_Ow0vFsuvp9jbix,sub_1OOpI3FCPJnn9IgIZI8cmefZ,in_1OlIqFFCPJnn9IgIJiYZyao4,2024-02-19 00:03:20.111000+00:00,1499.0
PARENT_INVOICE_LINE_ITEM,sli_1c7e07FCPJnn9IgI7d7e79bc,di_1Oa5MDFCPJnn9IgIICQt4NkF,2025-01-18 23:50:27+00:00,2024-01-18 23:50:27+00:00,,,,HLgpCeXS,,,cus_PBOZYBgN1kcduF,sub_1OOqZrFCPJnn9IgIEC88NEcH,in_1OlK82FCPJnn9IgIaUnaX4Ed,2024-02-19 00:03:21.421000+00:00,1499.0
