discount_id,checkout_session_line_item_id,_fivetran_synced,subscription_id,coupon_id,promotion_code,start,invoice_item_id,checkout_session,invoice_id,end,customer_id,amount
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1L9UM0FCPJnn9IgI3cLxx1mq,2024-08-14 01:07:52.865000+00:00,,TIERONE,,2024-08-14 01:07:51+00:00,,,,,,1990
di_1KwRxkFCPJnn9IgIqglGEmIX,li_1KwRwJFCPJnn9IgIBMYOFmAr,2024-08-14 01:09:29.359000+00:00,sub_1KwRxkFCPJnn9IgIvYOR4iz5,TIERONE,,2022-05-06 14:16:56+00:00,,,,,cus_LdjQIHI2VonMsE,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1JuJcdFCPJnn9IgIlIEo12x3,2024-08-14 01:16:52.076000+00:00,,TIERONE,,2024-08-14 01:16:51+00:00,,,,,,130
di_1M5vvLFCPJnn9IgIiCnSVmuJ,li_1M5vu9FCPJnn9IgI3wLfAKXc,2024-08-14 01:01:13.052000+00:00,sub_1M5vvLFCPJnn9IgIhDoyQlzw,TIERONE,,2022-11-19 18:37:55+00:00,,,,,cus_Mpb7Pdww66Gkzd,1991
di_estimated_1JYFs1FCPJnn9IgIvyg1gHhC,li_1KZNEyFCPJnn9IgIfAWw2nJ2,2024-08-14 01:11:40.161000+00:00,,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2024-08-14 01:11:39+00:00,,,,,,200
di_1K73rqFCPJnn9IgImKwmGGTj,li_1K73qSFCPJnn9IgIrXY8iiR9,2024-08-14 01:14:07.560000+00:00,sub_1K73rqFCPJnn9IgIiOrvyDB2,FREESHIPPING,,2021-12-15 20:14:26+00:00,,,,,cus_Kmd8mV4IWisgNt,1000
di_1LR152FCPJnn9IgIbNAlwOB9,li_1LR13iFCPJnn9IgI40HlAKZZ,2024-08-14 01:05:55.657000+00:00,sub_1LR152FCPJnn9IgIsXul0AbI,TIERONE,,2022-07-29 21:50:47+00:00,,,,,cus_M9Jik5i7Yd3pgJ,99
di_1JxKmeFCPJnn9IgI35v0b2xW,li_1JxKdKFCPJnn9IgIXVp42SuD,2024-08-14 01:16:14.626000+00:00,sub_1JxKmeFCPJnn9IgIDoMO3d6U,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2021-11-19 00:16:52+00:00,,,,,cus_KcZw2SaFaU2n3x,0
di_estimated_1OoBxAFCPJnn9IgIJpLfQSkX,li_1PWdRtFCPJnn9IgIshmu1exY,2024-08-14 00:42:56.998000+00:00,,FWtwjkGn,promo_1OoBxAFCPJnn9IgIJpLfQSkX,2024-08-14 00:42:56+00:00,,,,,,1990
di_1MZcGvFCPJnn9IgICKNpvGcI,li_1MZcEIFCPJnn9IgIR6PsMVt4,2024-08-14 00:58:23.755000+00:00,sub_1MZcGvFCPJnn9IgIThKu4u2y,o8IVe0BF,promo_1LhyAyFCPJnn9IgIKtFgoeGu,2023-02-09 15:42:53+00:00,,,,,cus_NKGoxm7NZefSMu,149
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1L9LliFCPJnn9IgIo6vDahrX,2024-08-14 01:07:56.287000+00:00,,TIERONE,,2024-08-14 01:07:55+00:00,,,,,,0
di_1Pa0pkFCPJnn9IgI5YY9Sc9q,li_1Pa0hnFCPJnn9IgILQ2yJJ2V,2024-08-14 00:42:38.389000+00:00,sub_1Pa0pkFCPJnn9IgImSUBCdDR,FWtwjkGn,promo_1OoBxAFCPJnn9IgIJpLfQSkX,2024-07-07 19:33:16+00:00,,,,,cus_QQsarPCFBOOXge,1650
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1NOMNBFCPJnn9IgIgsIQfasP,2024-08-14 00:54:54.933000+00:00,,TIERONE,,2024-08-14 00:54:53+00:00,,,,,,0
di_1N4409FCPJnn9IgIbXBpjTAM,li_1N43xmFCPJnn9IgInj9ZgQqa,2024-08-14 00:56:43.868000+00:00,sub_1N4409FCPJnn9IgIJ0RErL8u,DrUuSqAA,promo_1KoTp2FCPJnn9IgI26gO6A2X,2023-05-04 15:23:24+00:00,,,,,cus_NpjTkGcs8cxVrc,1859
di_1Kr3QgFCPJnn9IgIizfQ1xmi,li_1Kr2ihFCPJnn9IgI8HloGLuu,2024-08-14 01:10:03.880000+00:00,sub_1Kr3QgFCPJnn9IgIFnQ1MDAN,TIERONE,,2022-04-21 17:04:30+00:00,,,,,cus_LY9kX1eu4tbNym,99
di_1LWUPuFCPJnn9IgIBvAP2jIn,li_1LWUOtFCPJnn9IgIWB7tPG6J,2024-08-14 01:04:58.585000+00:00,sub_1LWUPuFCPJnn9IgImOhsP5Tt,TIERONE,,2022-08-14 00:10:58+00:00,,,,,cus_MEyMFYTWrzQMBs,1990
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K8FHFFCPJnn9IgIjUsE6280,2024-08-14 01:13:51.534000+00:00,,FREESHIPPING,,2024-08-14 01:13:50+00:00,,,,,,0
di_1PDXuGFCPJnn9IgIlwSMJ6KP,li_1PDXryFCPJnn9IgIQLcrAfLt,2024-08-14 00:44:54.952000+00:00,sub_1PDXuGFCPJnn9IgIRpRnyHIf,pBdwPfyh,promo_1Kj4e8FCPJnn9IgIKxvxeUlP,2024-05-06 20:13:04+00:00,,,,,cus_Q3fEIjgvjzdsrB,6580
di_1MGmN1FCPJnn9IgIVpIL8fUu,li_1MGmJJFCPJnn9IgITtM37lpO,2024-08-14 00:59:23.380000+00:00,sub_1MGmN1FCPJnn9IgIWr06tTx3,TIERONE,,2022-12-19 16:39:19+00:00,,,,,cus_N0nyWtNPBeIscK,200
di_1K4YkKFCPJnn9IgI3KaZRJtv,li_1K4YhLFCPJnn9IgIQCTjhGst,2024-08-14 01:14:47.894000+00:00,sub_1K4YkKFCPJnn9IgIXgoxhyeb,TIERONE,,2021-12-08 22:36:20+00:00,,,,,cus_Kk2pEGN6Zajw7H,2490
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LdjVnFCPJnn9IgI5XOFiFia,2024-08-14 01:03:54.603000+00:00,,TIERONE,,2024-08-14 01:03:53+00:00,,,,,,3291
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1NKEaQFCPJnn9IgIqxVeqSFC,2024-08-14 00:55:19.055000+00:00,,TIERONE,,2024-08-14 00:55:18+00:00,,,,,,100
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LdNwNFCPJnn9IgIwX7doF1I,2024-08-14 01:03:54.607000+00:00,,TIERONE,,2024-08-14 01:03:53+00:00,,,,,,0
di_1PhHVLFCPJnn9IgIX3f4aF75,li_1PhHRKFCPJnn9IgIWoOo4uvw,2024-08-14 00:41:44.448000+00:00,sub_1PhHVLFCPJnn9IgI8viFQVG1,FWtwjkGn,promo_1OoBxAFCPJnn9IgIJpLfQSkX,2024-07-27 20:46:15+00:00,,,,,cus_QYOHqGFBQd1ESX,200
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1NYmSJFCPJnn9IgIqiIjm2Rd,2024-08-14 00:54:00.586000+00:00,,TIERONE,,2024-08-14 00:53:59+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Ld3a1FCPJnn9IgICIQcp3lN,2024-08-14 01:03:57.987000+00:00,,TIERONE,,2024-08-14 01:03:56+00:00,,,,,,0
di_1JgbstFCPJnn9IgI7b1q1HXX,li_1JgbrqFCPJnn9IgIoVW9RHLV,2024-08-14 01:18:22.978000+00:00,sub_1JgbstFCPJnn9IgIr2kIk9Kb,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2021-10-03 21:06:11+00:00,,,,,cus_KLITlpHFMxmLHT,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K5ZgNFCPJnn9IgI06fQNARD,2024-08-14 01:14:29.761000+00:00,,FREESHIPPING,,2024-08-14 01:14:28+00:00,,,,,,0
di_1Lm3CjFCPJnn9IgIlSpjKLij,li_1Lm3AaFCPJnn9IgIWyo54cTZ,2024-08-14 01:03:05.620000+00:00,sub_1Lm3CjFCPJnn9IgIibTXLy7A,TIERONE,,2022-09-25 22:21:41+00:00,,,,,cus_MV3JSMW5RoHqIS,0
di_1M5uujFCPJnn9IgITCB6PQMi,li_1M5utCFCPJnn9IgIfjS4KhFe,2024-08-14 01:01:13.053000+00:00,sub_1M5uujFCPJnn9IgI1ofhRTpm,TIERONE,,2022-11-19 17:33:13+00:00,,,,,cus_Mpa43DteGFtbiO,11
di_1KGpVbFCPJnn9IgIVxt965Lp,li_1KGpUeFCPJnn9IgIf0wZ2tpE,2024-08-14 01:12:57.978000+00:00,sub_1KGpVbFCPJnn9IgI3MZ3U3SC,MAPUOdkZ,promo_1JaOWuFCPJnn9IgIVlPQTG6a,2022-01-11 18:55:51+00:00,,,,,cus_KwixPXXIp2Vpfp,10
di_1K5xMzFCPJnn9IgISjkYn4aB,li_1K5xAOFCPJnn9IgIfhQm7brf,2024-08-14 01:14:22.634000+00:00,sub_1K5xMzFCPJnn9IgIndnthimI,FREESHIPPING,,2021-12-12 19:06:01+00:00,,,,,cus_KlULqQTCT4syko,1000
di_estimated_1LUX2WFCPJnn9IgIGJfAkH6G,li_1MHpelFCPJnn9IgIDWPswkHC,2024-08-14 00:59:17.004000+00:00,,D1aIAmXZ,promo_1LUX2WFCPJnn9IgIGJfAkH6G,2024-08-14 00:59:16+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KgAp5FCPJnn9IgIaEPNAdEg,2024-08-14 01:11:06.245000+00:00,,TIERONE,,2024-08-14 01:11:05+00:00,,,,,,0
di_1KY4p2FCPJnn9IgIX5uM6Qit,li_1KY4eAFCPJnn9IgISfY9Vcbd,2024-08-14 01:11:47.247000+00:00,sub_1KY4p2FCPJnn9IgIUGZnj1mJ,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2022-02-28 08:43:12+00:00,,,,,cus_LEXuZq3grov2SS,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1M0yDOFCPJnn9IgIvAYqqIDF,2024-08-14 01:01:49.121000+00:00,,TIERONE,,2024-08-14 01:01:48+00:00,,,,,,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K5YGCFCPJnn9IgICbpAdlVY,2024-08-14 01:14:29.762000+00:00,,FREESHIPPING,,2024-08-14 01:14:28+00:00,,,,,,0
di_estimated_1JSpqxFCPJnn9IgIrpwtkgGA,li_1Ju2UPFCPJnn9IgIApFASnmp,2024-08-14 01:16:55.484000+00:00,,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2024-08-14 01:16:54+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LS3HcFCPJnn9IgIEdKX5KO5,2024-08-14 01:05:45.347000+00:00,,TIERONE,,2024-08-14 01:05:44+00:00,,,,,,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K8a6nFCPJnn9IgIMWlqBQZz,2024-08-14 01:13:43.383000+00:00,,FREESHIPPING,,2024-08-14 01:13:42+00:00,,,,,,0
di_1PUGEhFCPJnn9IgI9auF0DRx,li_1PUG7qFCPJnn9IgIR7ooSWPw,2024-08-14 00:43:13.124000+00:00,sub_1PUGEhFCPJnn9IgItQqJrHec,pBdwPfyh,promo_1Kj4e8FCPJnn9IgIKxvxeUlP,2024-06-21 22:47:15+00:00,,,,,cus_QKw6ELUJQZf0KP,120
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K6KTLFCPJnn9IgIft4ZCaE1,2024-08-14 01:14:18.971000+00:00,,FREESHIPPING,,2024-08-14 01:14:17+00:00,,,,,,0
di_estimated_1JsXDJFCPJnn9IgI3KnMzVMj,li_1Jz6IOFCPJnn9IgIjplE35JV,2024-08-14 01:15:53.913000+00:00,,kdHP2wWn,,2024-08-14 01:15:53+00:00,,,,,,0
di_1LWNL8FCPJnn9IgII2PQqLlV,li_1LWNHqFCPJnn9IgI87XuqCu7,2024-08-14 01:04:58.599000+00:00,sub_1LWNL8FCPJnn9IgIGXOKL4yI,TIERONE,,2022-08-13 16:37:34+00:00,,,,,cus_MEr30Ybz7sd1QK,3290
di_1PiihGFCPJnn9IgI8u2ZINTL,li_1PiiMDFCPJnn9IgIBegoJYVE,2024-08-14 00:41:32.667000+00:00,sub_1PiihGFCPJnn9IgIy7e1DsFg,yZv56cAg,promo_1PiidTFCPJnn9IgI13akdPKV,2024-07-31 20:00:30+00:00,,,,,cus_QZsS8BgCLCejre,7437
di_1KIGjgFCPJnn9IgIOMxNFN0G,li_1KIGgoFCPJnn9IgIUduAKrrt,2024-08-14 01:12:54.718000+00:00,sub_1KIGjgFCPJnn9IgIyCyn2V41,TIERONE,,2022-01-15 18:12:20+00:00,,,,,cus_KyD9bjoNb4fo8V,0
di_1Lz0y1FCPJnn9IgIXsv3E2Uc,li_1Lz0x9FCPJnn9IgIW8vc9KNK,2024-08-14 01:01:59.541000+00:00,sub_1Lz0y1FCPJnn9IgIbRJ4R2I4,TIERONE,,2022-10-31 16:36:05+00:00,,,,,cus_MiRriFG1D2ZOLp,20
di_1Lz5tBFCPJnn9IgI6j84y0Q8,li_1Lz5gVFCPJnn9IgISJMrJyvL,2024-08-14 01:01:59.539000+00:00,sub_1Lz5tBFCPJnn9IgIoY49QIal,TIERONE,,2022-10-31 21:51:25+00:00,,,,,cus_MiWxE8Eq3hawrD,0
di_estimated_1M5CfsFCPJnn9IgIRWqw4NLS,li_1PTTcGFCPJnn9IgIguzRTvNS,2024-08-14 00:43:19.285000+00:00,,nG14Eslp,promo_1M5CfsFCPJnn9IgIRWqw4NLS,2024-08-14 00:43:18+00:00,,,,,,201
di_1K5aHUFCPJnn9IgImAeMDNuj,li_1K5ZiJFCPJnn9IgIAFTqBQHY,2024-08-14 01:14:29.761000+00:00,sub_1K5aHUFCPJnn9IgICki3lAcU,FREESHIPPING,,2021-12-11 18:26:48+00:00,,,,,cus_Kl6UBd4d1iCg5e,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K8eSzFCPJnn9IgIocHPxG4j,2024-08-14 01:13:43.381000+00:00,,FREESHIPPING,,2024-08-14 01:13:42+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LLPL7FCPJnn9IgINewadey3,2024-08-14 01:06:37.363000+00:00,,TIERONE,,2024-08-14 01:06:36+00:00,,,,,,99
di_1K0XWJFCPJnn9IgIPakXiP9q,li_1K0XVPFCPJnn9IgIOEnwfqid,2024-08-14 01:15:36.293000+00:00,sub_1K0XWJFCPJnn9IgIHO7ytDfC,TIERONE,,2021-11-27 20:29:15+00:00,,,,,cus_KftItC0BF7OCob,0
di_1LZzH6FCPJnn9IgIeeX1q4ok,li_1LZzFXFCPJnn9IgI5w0nG3CC,2024-08-14 01:04:21.392000+00:00,sub_1LZzH6FCPJnn9IgIeugYTC4v,TIERONE,,2022-08-23 15:44:20+00:00,,,,,cus_MIaRArraSsurIJ,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K5ZuuFCPJnn9IgISYBf7a9V,2024-08-14 01:14:29.760000+00:00,,FREESHIPPING,,2024-08-14 01:14:28+00:00,,,,,,0
di_1KwTHjFCPJnn9IgI1L9dNsds,li_1KwTH2FCPJnn9IgIjRbSPSYj,2024-08-14 01:09:26.081000+00:00,sub_1KwTHjFCPJnn9IgISDyceaJX,TIERONE,,2022-05-06 15:41:39+00:00,,,,,cus_LdknvRrZlZfOj3,0
di_1OxtqOFCPJnn9IgIxKvmMIwR,li_1OxtnLFCPJnn9IgIoKCsRZAg,2024-08-14 00:46:11.855000+00:00,sub_1OxtqOFCPJnn9IgIidWdoyM2,RQF5eVfn,promo_1NcvZuFCPJnn9IgIllNKz8FJ,2024-03-24 16:24:24+00:00,,,,,cus_PnUqgFZM8CKsPN,11980
di_1OeO9eFCPJnn9IgIGKPOo5nh,li_1OeO7SFCPJnn9IgIo4IMEj0s,2024-08-14 00:47:26.236000+00:00,sub_1OeO9eFCPJnn9IgI6JX6dJk6,nG14Eslp,promo_1M5CfsFCPJnn9IgIRWqw4NLS,2024-01-30 20:43:38+00:00,,,,,cus_PTKpYm5X6gyE5C,219
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1JujyOFCPJnn9IgIloEdpJin,2024-08-14 01:16:48.701000+00:00,,TIERONE,,2024-08-14 01:16:47+00:00,,,,,,0
di_1P1c5RFCPJnn9IgIQji7GqDu,li_1P1c0JFCPJnn9IgIZmOPK3gh,2024-08-14 00:45:53.916000+00:00,sub_1P1c5RFCPJnn9IgILiGWYBoD,Cj0QvYDE,promo_1NG5kbFCPJnn9IgIQ9XrTFtv,2024-04-03 22:15:17+00:00,,,,,cus_PrKkSaYfxrr2wf,1650
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Kt0ydFCPJnn9IgIAzkD3wib,2024-08-14 01:09:50.026000+00:00,,TIERONE,,2024-08-14 01:09:49+00:00,,,,,,0
di_1K08e3FCPJnn9IgIbmg2JAf9,li_1K08YkFCPJnn9IgIbImo6q4M,2024-08-14 01:15:43.393000+00:00,sub_1K08e3FCPJnn9IgIFnOENwdy,FRIDAY,promo_1JugDqFCPJnn9IgIFQE6G0Dl,2021-11-26 17:55:35+00:00,,,,2021-12-26 17:55:35+00:00,cus_KfTb6oYtVsHjI2,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1M82Z7FCPJnn9IgIFQjNYglr,2024-08-14 01:00:50.079000+00:00,,TIERONE,,2024-08-14 01:00:49+00:00,,,,,,3290
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LY1d8FCPJnn9IgIOE0BlQ1R,2024-08-14 01:04:41.043000+00:00,,TIERONE,,2024-08-14 01:04:40+00:00,,,,,,3291
di_1Lai0qFCPJnn9IgITnRErC4M,li_1LahznFCPJnn9IgI0UDAzFtu,2024-08-14 01:04:14.985000+00:00,sub_1Lai0qFCPJnn9IgINaqpisGw,MAPUOdkZ,promo_1JaOWuFCPJnn9IgIVlPQTG6a,2022-08-25 15:30:32+00:00,,,,,cus_MJKgZ0xyG7aBzS,0
di_1K0W3uFCPJnn9IgIt7qkAj7P,li_1K0VsyFCPJnn9IgI7vKCk4hw,2024-08-14 01:15:36.294000+00:00,sub_1K0W3uFCPJnn9IgI69DylLoS,FRIDAY,promo_1JugDqFCPJnn9IgIFQE6G0Dl,2021-11-27 18:55:50+00:00,,,,2021-12-27 18:55:50+00:00,cus_KfrnlEylQ7H9cG,1299
di_1K6j8jFCPJnn9IgIvLbIvcXq,li_1K6j7SFCPJnn9IgIySP1MKf6,2024-08-14 01:14:11.250000+00:00,sub_1K6j8jFCPJnn9IgIhIl93raf,FREESHIPPING,,2021-12-14 22:06:29+00:00,,,,,cus_KmHiwO2eSgQ3W6,0
di_1K5l3pFCPJnn9IgImyW456I8,li_1K5kuRFCPJnn9IgIIuTSWAKn,2024-08-14 01:14:26.067000+00:00,sub_1K5l3pFCPJnn9IgIEA5t44pc,FREESHIPPING,,2021-12-12 05:57:25+00:00,,,,,cus_KlHd8g07YWzcfR,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K86hHFCPJnn9IgI9DsPnjpL,2024-08-14 01:13:51.540000+00:00,,FREESHIPPING,,2024-08-14 01:13:50+00:00,,,,,,0
di_1JbyKvFCPJnn9IgIgxZZ2KV3,li_1JbyIfFCPJnn9IgIwK4ewEXy,2024-08-14 01:18:42.616000+00:00,sub_1JbyKvFCPJnn9IgIHltidscC,TIERONE,,2021-09-21 02:03:57+00:00,,,,,cus_KGVLXJT1ynwl0q,10
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LZglWFCPJnn9IgIpSnsopx2,2024-08-14 01:04:24.100000+00:00,,TIERONE,,2024-08-14 01:04:23+00:00,,,,,,200
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K8UNkFCPJnn9IgIGbLWgWIu,2024-08-14 01:13:47.320000+00:00,,FREESHIPPING,,2024-08-14 01:13:45+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KFl4YFCPJnn9IgITnAA1E6a,2024-08-14 01:13:05.172000+00:00,,TIERONE,,2024-08-14 01:13:04+00:00,,,,,,9870
di_1Jjr4RFCPJnn9IgIkWoRhfaV,li_1Jjr30FCPJnn9IgIUXDbxCxy,2024-08-14 01:18:06.514000+00:00,sub_1Jjr4RFCPJnn9IgIp9gqildp,TIERONE,,2021-10-12 19:55:31+00:00,,,,,cus_KOeNPMVLXIg1Vr,99
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KWIlyFCPJnn9IgIkJkcNjsr,2024-08-14 01:11:54.516000+00:00,,TIERONE,,2024-08-14 01:11:53+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LZgP2FCPJnn9IgIGEihrLvM,2024-08-14 01:04:24.100000+00:00,,TIERONE,,2024-08-14 01:04:23+00:00,,,,,,100
di_1P6PwZFCPJnn9IgIEOrNrYiL,li_1P6PuDFCPJnn9IgI7289NcO3,2024-08-14 00:45:33.266000+00:00,sub_1P6PwZFCPJnn9IgIc0feI9qw,Cj0QvYDE,promo_1NG5kbFCPJnn9IgIQ9XrTFtv,2024-04-17 04:17:59+00:00,,,,,cus_PwIXpWb0a32eau,1990
di_1JogvrFCPJnn9IgIOPtkzGtf,li_1Jogn3FCPJnn9IgIPSfmRLo2,2024-08-14 01:17:43.308000+00:00,sub_1JogvrFCPJnn9IgI6ATlFEn8,TIERONE,,2021-10-26 04:06:39+00:00,,,,,cus_KTeEwHQHOvnUGo,1491
di_1NtWp0FCPJnn9IgImvzXrXAC,li_1NtWm3FCPJnn9IgIFxne20Mv,2024-08-14 00:51:40.599000+00:00,sub_1NtWp0FCPJnn9IgIMyghOErd,3pbNRF3J,promo_1NpZHpFCPJnn9IgI6Y9arrHs,2023-09-23 14:28:38+00:00,,,,,cus_Ogue8DS4atWREk,0
di_estimated_1JSpz2FCPJnn9IgI77BDEzKa,li_1LCb1wFCPJnn9IgI6Km199qY,2024-08-14 01:07:34.912000+00:00,,WwMsZpDa,promo_1JSpz2FCPJnn9IgI77BDEzKa,2024-08-14 01:07:34+00:00,,,,,,0
di_estimated_1NG5kbFCPJnn9IgIQ9XrTFtv,li_1P8MwhFCPJnn9IgIEJKzr4IJ,2024-08-14 00:45:24.239000+00:00,,Cj0QvYDE,promo_1NG5kbFCPJnn9IgIQ9XrTFtv,2024-08-14 00:45:23+00:00,,,,,,10
di_1NRUXoFCPJnn9IgI31xEkWAh,li_1NRUSpFCPJnn9IgI40BFmhBq,2024-08-14 00:54:40.292000+00:00,sub_1NRUXoFCPJnn9IgIU3CQqczr,h6PUZMBH,promo_1MpElmFCPJnn9IgIuDSEAuXr,2023-07-08 06:23:00+00:00,,,,,cus_ODwQaecGpzkTKf,0
di_1JwuQ4FCPJnn9IgIXP1dbb2p,li_1JwuOzFCPJnn9IgIuvKQkDgd,2024-08-14 01:16:18.127000+00:00,sub_1JwuQ4FCPJnn9IgIEzFCr1ay,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2021-11-17 20:07:48+00:00,,,,,cus_Kc8h8Z3ACp5sme,99
di_1K8q70FCPJnn9IgITdD4OD7c,li_1K8q6AFCPJnn9IgI5m28wlNM,2024-08-14 01:13:43.380000+00:00,sub_1K8q70FCPJnn9IgI0JbotQoE,UurrX6su,,2021-12-20 17:57:26+00:00,,,,,cus_KoT3CIrv4KPWqj,0
di_estimated_1JSpjeFCPJnn9IgIDRPMklOQ,li_1NIPlLFCPJnn9IgIPxG4Oo3f,2024-08-14 00:55:28.555000+00:00,,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2024-08-14 00:55:27+00:00,,,,,,200
di_estimated_1NG5kbFCPJnn9IgIQ9XrTFtv,li_1P8MwiFCPJnn9IgIRjKaMDlT,2024-08-14 00:45:24.239000+00:00,,Cj0QvYDE,promo_1NG5kbFCPJnn9IgIQ9XrTFtv,2024-08-14 00:45:23+00:00,,,,,,150
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K6kPIFCPJnn9IgImOlMHu0d,2024-08-14 01:14:11.249000+00:00,,FREESHIPPING,,2024-08-14 01:14:09+00:00,,,,,,1000
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LZiW1FCPJnn9IgIkWdrfAMn,2024-08-14 01:04:24.098000+00:00,,TIERONE,,2024-08-14 01:04:23+00:00,,,,,,100
di_1LLJhrFCPJnn9IgIlRntuqR0,li_1LLJZwFCPJnn9IgITeFJBfGh,2024-08-14 01:06:37.364000+00:00,sub_1LLJhrFCPJnn9IgIXSATZFnL,cFVzUWXy,promo_1JSpnqFCPJnn9IgIYtvQvwJI,2022-07-14 04:31:19+00:00,,,,,cus_M3QYvzzfZ5gjET,0
di_1Ntak7FCPJnn9IgIEoazzRyK,li_1NtXOKFCPJnn9IgILccKL1hc,2024-08-14 00:51:40.599000+00:00,sub_1Ntak7FCPJnn9IgIRfuafBYt,RQF5eVfn,promo_1NcvZuFCPJnn9IgIllNKz8FJ,2023-09-23 18:39:51+00:00,,,,,cus_Ogyhpxjz5T8DCM,100
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KbWElFCPJnn9IgImbbSGYSV,2024-08-14 01:11:30.474000+00:00,,TIERONE,,2024-08-14 01:11:29+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1NflTwFCPJnn9IgIkV5sRexP,2024-08-14 00:53:04.946000+00:00,,TIERONE,,2024-08-14 00:53:03+00:00,,,,,,0
di_1NxrpuFCPJnn9IgINJzWqWZq,li_1NxrewFCPJnn9IgIguS1C8VR,2024-08-14 00:51:24.149000+00:00,sub_1NxrpuFCPJnn9IgI0udejdY2,DrUuSqAA,promo_1KoTp2FCPJnn9IgI26gO6A2X,2023-10-05 13:43:30+00:00,,,,,cus_OlOdsilvcRfUFe,286
di_1Ja1dtFCPJnn9IgI8UJANX6W,li_1Ja0xkFCPJnn9IgIeaiJvn8i,2024-08-14 01:18:53.005000+00:00,sub_1Ja1dtFCPJnn9IgIL4Hy871o,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2021-09-15 17:11:29+00:00,,,,,cus_KEUdX6aAYe6uU6,2490
di_1KCBIKFCPJnn9IgIHFoWVh80,li_1KCBEyFCPJnn9IgIp0sDlXdm,2024-08-14 01:13:22.273000+00:00,sub_1KCBIKFCPJnn9IgIRDNbfaqA,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2021-12-29 23:10:56+00:00,,,,,cus_Krv82bSk2BJPiT,1590
di_1NmbFgFCPJnn9IgI6z8WmROx,li_1NmbDIFCPJnn9IgIgqLJ7K54,2024-08-14 00:52:19.890000+00:00,sub_1NmbFgFCPJnn9IgIXBk0pPWx,DrUuSqAA,promo_1KoTp2FCPJnn9IgI26gO6A2X,2023-09-04 11:47:32+00:00,,,,,cus_OZklTgOX7v347W,44
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Nq3rYFCPJnn9IgID07MNyeO,2024-08-14 00:51:56.326000+00:00,,TIERONE,,2024-08-14 00:51:55+00:00,,,,,,200
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1La7XpFCPJnn9IgIvFLeiK5m,2024-08-14 01:04:21.389000+00:00,,TIERONE,,2024-08-14 01:04:20+00:00,,,,,,0
