id,checkout_session_id,price_id,object,amount_subtotal,amount_total,currency,description,_fivetran_synced,amount_tax,quantity,amount_discount
li_1Nce4nFCPJnn9IgIN6HFlie2,cs_live_a1T2iAUlQiPW3jIouhzu33LbCJKPMWwW8RW7iEiLIUBXNBnZD2q5jI5bf5,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack,2024-08-14 00:53:29.458000+00:00,0,1,0
li_1MEQyHFCPJnn9IgILZVOadnT,cs_live_a1TAJTESPyYZQdT4tUDDvSL0mNLNI8Z5gd7O31ozTvfmLeoA6dGRZ9K3Pt,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,34133.0,usd,Slim 5 Pack,2024-08-14 00:59:41.451000+00:00,2233,1,0
li_1Nniv5FCPJnn9IgITwQDCWr1,cs_live_a1TAth0xrwIE4hDMg7NQlvqEWvpjIPToEKut97j0h7z7BVCLAbozvIRbX5,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:52:12.975000+00:00,0,1,0
li_1OHLvbFCPJnn9IgI5YTKJ4Ea,cs_live_a1TBcGb3PLDect9iQ4psp5EV7jnyp84V6hszN7mplQAMPIN7LmrlmPvAKu,price_1OEig3FCPJnn9IgIrrE3enyb,item,42900.0,42900.0,usd,Plus 3 Pack,2024-08-14 00:49:22.731000+00:00,0,1,0
li_1N6OyqFCPJnn9IgIvbf8iirR,cs_live_a1TBcIm6WgFjrp8WraMmj9HDnNsxvCIBqW5mNSJsxBfbvJBkpbxsQRhMHU,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,51590.0,usd,Plus 3 Pack,2024-08-14 00:56:32.253000+00:00,2690,1,0
li_1PPvUxFCPJnn9IgIi7VneSbe,cs_live_a1TDOAWzux2H84bV1GL7bTsgmm3mnbu5O4QyI3mG4NQFP8rj1bKdu6e5Qv,price_1OeWruFCPJnn9IgIl5C20sGN,item,25900.0,27843.0,usd,Genesis 1 Pack,2024-08-14 00:43:41.012000+00:00,1943,1,0
li_1MESbaFCPJnn9IgIoG2GnzrB,cs_live_a1TDTbSMJsM0yNEWK5N9vvThNCiQylyLmurGf6A22GCOLrXL3s3HNBDTtq,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,46976.0,usd,Plus 2 Pack,2024-08-14 00:59:41.451000+00:00,4076,1,0
li_1O561mFCPJnn9IgIwxTwXlOF,cs_live_a1TDoqHropyDeiu2KPmgUdpIQKTh0GUYZB5AotlBF2ueNwCkxol98lDpQV,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:50:53.907000+00:00,0,1,0
li_1OpEyGFCPJnn9IgILCSHtNuy,cs_live_a1TPhDFIckH8vAId61bBH1fZqaaGUF4vqVp1qhmJEgA00p4Mdg4Qu35N7p,price_1OeWruFCPJnn9IgIl5C20sGN,item,25900.0,25900.0,usd,Genesis 1 Pack,2024-08-14 00:46:41.905000+00:00,0,1,0
li_1MxDMnFCPJnn9IgIx5WPIybL,cs_live_a1TQwLyr7m5ueTQUOgeUvYI5KLHzTm4T7GA7a9ZgxTUQ2qFshkNSl2VMuy,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,50375.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:57:09.916000+00:00,4475,1,0
li_1M9C19FCPJnn9IgImVRr3NxF,cs_live_a1TQzvMiOUSaCyACOie6EyCQBjcz6m4CeNIPEOTnTZrjjiqBTYnQG1iBPj,price_1M70yJFCPJnn9IgIouYCeazp,item,52900.0,57330.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:28.118000+00:00,4430,1,0
li_1MDIAxFCPJnn9IgIUX9bsfkC,cs_live_a1TT0aATghxrbrSo7N2RBPIIY2cQUlUOXfCjT7Stuno8WZUQ1bMOByVgX3,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,46707.0,usd,Plus 2 Pack,2024-08-14 00:59:49.290000+00:00,3807,1,0
li_1NHEpkFCPJnn9IgIYGJ9dX8J,cs_live_a1TT6rvyORUdpDpNrwYtgZYJvRatF7y8LAn8YFoGncDJqcqNxgyh1xOiyO,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:55:34.874000+00:00,0,1,0
li_1ONRmjFCPJnn9IgIIFGsjOA5,cs_live_a1TUEWUjKEaDd184sCjYtxlGev5j1PBCxLrKG93Gg2kEHyiIi4ySRetNIJ,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,33814.0,usd,Slim 5 Pack (Blue),2024-08-14 00:48:30.098000+00:00,1914,1,0
li_1NWjRCFCPJnn9IgIdpO2saUu,cs_live_a1TXHcGdPZA1eKZNKU3iIoF6CLx8X1e592mQk97hmUJ0zetWvhqYJDKCuR,price_1N48iCFCPJnn9IgIEPGPy9Un,item,45800.0,45800.0,usd,Slim 5 Pack w/ Cellular (Green),2024-08-14 00:54:13.419000+00:00,0,1,0
li_1M9M00FCPJnn9IgI0EiIz79D,cs_live_a1TYcH1aymlPrx10MZP5UzJ7duxO7gl3B3aK30cxxseIbGbySGnRln5NjO,price_1M70yJFCPJnn9IgIouYCeazp,item,52900.0,57000.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:22.701000+00:00,4100,1,0
li_1MEOzyFCPJnn9IgIyEjVlGmJ,cs_live_a1TbKp02Adbn59wzylB16v6ahzaiJqpeHXq8FvPWlbGo0IPZ8WbGm8M2Ah,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,45581.0,usd,Plus 2 Pack,2024-08-14 00:59:41.452000+00:00,2681,1,0
li_1MWRMkFCPJnn9IgIqKXB8QMs,cs_live_a1Tc2NEk7GNRBzMiKnZAmRIMm6rW25k4QqZoidiJBfneJ3H3MYnN2tnN7a,price_1MFflbFCPJnn9IgILcR6GhJP,item,48900.0,48900.0,usd,Plus 2 Pack,2024-08-14 00:58:33.204000+00:00,0,1,0
li_1MAIneFCPJnn9IgIlk6dizfM,cs_live_a1TfilQ2ybKoWlfiG6VkUDQn5D4srszRSDe9glQNppB887LkNBGijDDBAN,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,33814.0,usd,Slim 5 Pack,2024-08-14 01:00:14.850000+00:00,1914,1,0
li_1NbARDFCPJnn9IgIwkMrUyZ9,cs_live_a1TgT2ftldJ4OAHamP1KZCa31WiNexDhLPu9nlOuC3n5iyaFdgbozxh81p,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52201.0,usd,Plus 3 Pack,2024-08-14 00:53:42.114000+00:00,3301,1,0
li_1NdSCZFCPJnn9IgIbVg8n5Oy,cs_live_a1Tknfqy1u7OgC1qSJhMe6i1JnKB4ccwkAdQglbM1oVQJI3rAuWXLyHMqB,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52690.0,usd,Plus 3 Pack,2024-08-14 00:53:23.397000+00:00,3790,1,0
li_1NdeXiFCPJnn9IgIFRIPVQY0,cs_live_a1Tkqbsz319l6HcGJOqzuGDHqWRyyumvaBI1CWzQd66Rqgo14yivEFFwjJ,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,53179.0,usd,Plus 3 Pack,2024-08-14 00:53:20.299000+00:00,4279,1,0
li_1M9WLvFCPJnn9IgIrjOos4Gd,cs_live_a1TnzqtU8UXfok99LYQKZ74szg60n1ZYI16ANQ5H5qII8jX0Jz9w8gCnlK,price_1M71X8FCPJnn9IgILyfQA6S9,item,20900.0,20900.0,usd,Slim 5 Pack (Additional Kids),2024-08-14 01:00:22.699000+00:00,0,1,0
li_1MmqoYFCPJnn9IgIphIsuo2R,cs_live_a1Tp8U2XUkthmrlsGhQUQCvAQlz2x3Us06iZJpwtEpOlq3gZBE1nJT95pi,price_1MFfkjFCPJnn9IgImWVPpn91,item,58900.0,64496.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 00:57:43.595000+00:00,5596,1,0
li_1PcJAxFCPJnn9IgIe17FPMvh,cs_live_a1TpV9hK1n8isVz1gP3a8YNH51ILQAnWDuiY8WRdR9h4TRm8hKZQFBgMeH,price_1POp6VFCPJnn9IgIxdcBnoNT,item,48900.0,48900.0,usd,Plus 4 Pack,2024-08-14 00:42:19.440000+00:00,0,1,0
li_1PEFyCFCPJnn9IgIr4xha0j3,cs_live_a1TwLLUqNxOzQiTaXPJlIYmvWjiyP7LiclOAaUZ6nvWzcA8Pz0WFO0lN5v,price_1N5cwkFCPJnn9IgICfnIP5KH,item,24900.0,24900.0,usd,Slim 5 Pack (Green - Additional Kids),2024-08-14 00:44:51.698000+00:00,0,1,0
li_1PEIiCFCPJnn9IgIEwA281HW,cs_live_a1TwNmm9vg9mczSfSIhZUzRXPDIUENzxl7IueVJxn1qXbZEqXsK1OvuOzx,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,49343.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:44:51.697000+00:00,3443,1,0
li_1M7RxHFCPJnn9IgIEZkypEnO,cs_live_a1TyWnkx0VU4OXa5JoZxq6WxLHYUoPCWEUtaR3GdDFkt7o1m22APYmiz3P,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:00:58.107000+00:00,0,1,0
li_1M7LV5FCPJnn9IgIHFMw6hv1,cs_live_a1U0AO1mDgMSWFjRC6WcJL3epfNdX0yB2px8LNKbgh481w1zDaRkdMJva4,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,46010.0,usd,Plus 2 Pack,2024-08-14 01:01:00.632000+00:00,3110,1,0
li_1MpMSXFCPJnn9IgILKRp3Rwh,cs_live_a1UAWA2P1fjf0Ku5i2pTFctaQGBqW45niKaKPP3oqpnufP8MNV8YIAvdDM,price_1MFflbFCPJnn9IgILcR6GhJP,item,48900.0,48900.0,usd,Plus 2 Pack,2024-08-14 00:57:34.390000+00:00,0,1,0
li_1M9XxOFCPJnn9IgIAqVOtupb,cs_live_a1UBVnXJ2Q1Z4kSNSMlnPic0SshxdQiHvNtY7g8QGYEnqVExZ2GA9mTjFZ,price_1M9WEyFCPJnn9IgIVkXvOXmf,item,58900.0,64201.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:20.131000+00:00,5301,1,0
li_1Nhju2FCPJnn9IgIXdQ07VR0,cs_live_a1UBwkiVH886MhFXb6MUd8jldzIqgysQ1hN3Vga0EiMwfKdsnXy9dm7b22,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack (Blue),2024-08-14 00:52:48.699000+00:00,0,1,0
li_1O5D2KFCPJnn9IgICV9qZUTr,cs_live_a1UF5DrO9coDG5GSUiqEszNW0zS9Nqj2ajIps21xwSblyJpDW4IICBtTPJ,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:50:50.730000+00:00,0,1,0
li_1MVLy3FCPJnn9IgI7a12Ay01,cs_live_a1UFw2xJZgTCCpRUPVkSdfrevGOV5QzwscLa9Bk07WtLUb6fC6aigXbbXd,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,38180.0,usd,Slim 5 Pack,2024-08-14 00:58:36.357000+00:00,2280,1,0
li_1OjXNbFCPJnn9IgIWz8Ke7Sw,cs_live_a1UGivgreCGWABezcv78Erl3HBSYu1443Yw633UQBtAfZ5YVC88YSS2bmd,price_1N5BWbFCPJnn9IgIwFct16xz,item,37900.0,37900.0,usd,Plus 3 Pack (Additional Kids),2024-08-14 00:47:05.331000+00:00,0,1,0
li_1M75xOFCPJnn9IgIXHdzIYx0,cs_live_a1UH1ukpuHeoxyXaEtEy0kehbfoBQgpdX8mPdN9usnEpDYoxJTkql9nkrU,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,38610.0,usd,Plus 2 Pack,2024-08-14 01:01:03.474000+00:00,0,1,4290
li_1M89sZFCPJnn9IgID0oV8E22,cs_live_a1UHcP8QU0NTBGjE0NXcQJxZYKVAnzP946AlBg6rgVtCa636Rk0OmplR1n,price_1M70yAFCPJnn9IgI8R78SW3t,item,41900.0,41900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 01:00:44.590000+00:00,0,1,0
li_1MDexkFCPJnn9IgI3mi86Q73,cs_live_a1UIvObX9erD2wSgfazYZ7YDzqbVTeoXEmNkYjeUtkcjjngWNdxFkPIPGz,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 00:59:49.287000+00:00,0,1,0
li_1M8873FCPJnn9IgITU16Hcs1,cs_live_a1UKW0UAtnl6VLLsjdrjEGTkwe22lVlkrU4APX1bl2lftVzB9rfiBhZgOM,price_1M70zDFCPJnn9IgI1hOOBRmJ,item,31900.0,31900.0,usd,Slim 5 Pack,2024-08-14 01:00:47.355000+00:00,0,1,0
li_1M8H3nFCPJnn9IgIQCJF4ktO,cs_live_a1UNZkEJr7jZPhJ5f9RrMAFmxDYVG0Tul9Ff7q86kXUdO7HhbWDiagZQsx,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,45045.0,usd,Plus 2 Pack,2024-08-14 01:00:41.833000+00:00,2145,1,0
li_1Nfs9hFCPJnn9IgIkwHZZOl5,cs_live_a1USJkI5dKfGNTAkykYGlPXrj6bHPHg0uPLtLPDpnGh0Ofh1okps2eKaVv,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,49113.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:53:04.943000+00:00,3213,1,0
li_1Mrlc4FCPJnn9IgIFge7Ml80,cs_live_a1USyzQlcdYTj7H9nw05Ao2y1eYo8v2SLttADNAbg0roo3HyPtjkQGmYTt,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:57:28.206000+00:00,0,1,0
li_1MiAU5FCPJnn9IgIb3k7pPqU,cs_live_a1UTMMznUnTtt3WjOaaFhvzORMiXdXTJuinCaKcbmGGBbWmq6jP3elsvBc,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack,2024-08-14 00:57:59.553000+00:00,0,1,0
li_1M8DxZFCPJnn9IgIadfx1CY5,cs_live_a1UVMhjrNFWVfwbyyrcQLM7dHm2XmzoOuiHLxX0aknDyNlVxcdUKYvCXm3,price_1M70yJFCPJnn9IgIouYCeazp,item,52900.0,57297.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:41.836000+00:00,4397,1,0
li_1M8ARMFCPJnn9IgI6nekHBm9,cs_live_a1UX74TOq0lc8fVXXn4rx8CFNPz1rimSxZjQV04nxPRrdDyeDNvcHFwy1q,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,46493.0,usd,Plus 2 Pack,2024-08-14 01:00:44.589000+00:00,3593,1,0
li_1McVRHFCPJnn9IgIvFaht6Es,cs_live_a1UY0yXsWWo30nkt9RIaiuY1UxqHYfhSqdYNrC09s7aFrTosuTkzWUh4rz,price_1MFfo1FCPJnn9IgIwtIk8v9P,item,37900.0,40553.0,usd,Plus 2 Pack (Additional Kids),2024-08-14 00:58:14.180000+00:00,2653,1,0
li_1MRg1OFCPJnn9IgIVg0pLSYH,cs_live_a1UaRqgmCbrGW2BG878rAHJKKCb0NhoPaiynY3GDDYK1otstgfyIjDRErF,price_1MFflbFCPJnn9IgILcR6GhJP,item,48900.0,48900.0,usd,Plus 2 Pack,2024-08-14 00:58:48.877000+00:00,0,1,0
li_1MCor2FCPJnn9IgILgZdeYGK,cs_live_a1UbPJRCySFz5tPCEdBeHSqfN28gf7hnXYqQKM1EyDOUDIpQ4rkqaTq7TA,price_1M9zUmFCPJnn9IgIQjkF8ZS2,item,52900.0,52900.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 00:59:55.068000+00:00,0,1,0
li_1Odf6OFCPJnn9IgIKlvlMDOb,cs_live_a1UbhV5QjocfPgCB48dKSFhfgQL8HQFCUdUL3ZRr9WWqZvYotJn1U1bVhu,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,51834.0,usd,Plus 3 Pack,2024-08-14 00:47:29.241000+00:00,2934,1,0
li_1NjalOFCPJnn9IgI5UC5Nxat,cs_live_a1UdrW08HRfwbuhiDRG49pFs2RoakhW5DxfNFOkLSERc0RrpjHkQXH7QJy,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:52:36.211000+00:00,0,1,0
li_1MEbX2FCPJnn9IgIeiJOYA4u,cs_live_a1UhRtgqZapYS07iFcqSO3JW3Xozw5EhsrvNnOwbGm4FoZzZGeskZF5rlB,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,34851.0,usd,Slim 5 Pack,2024-08-14 00:59:41.448000+00:00,2951,1,0
li_1M8sJRFCPJnn9IgICbxCQd8l,cs_live_a1UlELf4QubkTjEu9nbumPU0NzhtRzB509w10vEHDi96RduTb4jz9VfPo3,price_1M70zDFCPJnn9IgI1hOOBRmJ,item,31900.0,31900.0,usd,Slim 5 Pack,2024-08-14 01:00:33.768000+00:00,0,1,0
li_1O7HIdFCPJnn9IgIMcAYo8ES,cs_live_a1UqBI2TrjfcegJIHjmVtYUcKIdCHqLMYygCzaczxhflmkeKOzfLuWzz6f,price_1N48iCFCPJnn9IgIEPGPy9Un,item,45800.0,48548.0,usd,Slim 5 Pack w/ Cellular (Green),2024-08-14 00:50:44.150000+00:00,2748,1,0
li_1NlDHXFCPJnn9IgIIN6a7k6G,cs_live_a1UrC8hUDNJtTxPDy0bkySm2Pm5WncrzT6iUk0WPfnuuW2JlzxFvdXFie0,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:52:29.816000+00:00,0,1,0
li_1NPD8zFCPJnn9IgI1ziUwBFd,cs_live_a1Us8SuffeQ9fqNhiWIWBXCGLn72Pw4knuCSyKvj66TWAgAC9iTbcFctYg,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:54:51.471000+00:00,0,1,0
li_1MCYhcFCPJnn9IgIjuz9bc3E,cs_live_a1UsCIrwIeLaYY5kXPfGiqfSSrKiZqsMBWG07pOeFfyuDiRnlJLH3i7jXP,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,31900.0,usd,Slim 5 Pack,2024-08-14 00:59:57.963000+00:00,0,1,0
li_1PVDDEFCPJnn9IgIdNRDQsZD,cs_live_a1UtJMNQ5EzQHsy746F0btYcWVW3GtVxylispFWmLNcK1mu1x6jlLgvfk6,price_1OeWruFCPJnn9IgIl5C20sGN,item,25900.0,28425.0,usd,Genesis 1 Pack,2024-08-14 00:43:06.549000+00:00,2525,1,0
li_1MBRECFCPJnn9IgI3QbcVRc6,cs_live_a1UtnL38FxgV1mrBmeIiWoqkZYxUiCGiJeYDX9BZoY1JMSWfV503fBbST8,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,44713.0,usd,Plus 2 Pack,2024-08-14 01:00:06.530000+00:00,1813,1,0
li_1M9G5dFCPJnn9IgIeFbcATn4,cs_live_a1V2D1RH1E2O1mMPwTRtIUrKbau8PjUTCYEujjcNRyYJCUUIGMKnomxIHi,price_1M70zDFCPJnn9IgI1hOOBRmJ,item,31900.0,34532.0,usd,Slim 5 Pack,2024-08-14 01:00:28.116000+00:00,2632,1,0
li_1PG1tsFCPJnn9IgIal6SrzAj,cs_live_a1V2vqXboGqlBqd5YkS5Sb1tj7eQhwiLVAln5nprKKIPvh7N7779ffEVta,price_1OeWs9FCPJnn9IgIPy8Zi4Aq,item,37900.0,41169.0,usd,Genesis 1 Pack w/ Cellular,2024-08-14 00:44:42.854000+00:00,3269,1,0
li_1MkDxrFCPJnn9IgIQCJZbC03,cs_live_a1V40UrZLqAnklI6AvhKG4Am3el2wtXTQKy6FCreRIo2Dg02WPOvlqu4FW,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:57:50.078000+00:00,0,1,0
li_1M9CzYFCPJnn9IgIEkiTrxSd,cs_live_a1V5KG2OWnQrWVD7T6aK7VLdHXQRZKSGPsaxPSLjdRitw8CDVo4KvPudo1,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:00:28.118000+00:00,0,1,0
li_1OgfhWFCPJnn9IgI3RPnwD9I,cs_live_a1V5xYwvEzk8eRyTtGve9JWyA0hWSGoUwmr596EwtBqmntRCdOoYlKwpDz,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,38575.0,usd,Slim 5 Pack (Blue),2024-08-14 00:47:17.166000+00:00,2675,1,0
li_1OEwihFCPJnn9IgIrmHEUWau,cs_live_a1V9y07Ou6nvDRIW2bRhjemiu3tICsFcpUILbhc3PvHJPJAUaCqxHhAtgp,price_1M9zYdFCPJnn9IgIbbUSIVpK,item,20900.0,20900.0,usd,Slim 5 Pack (Additional Kids),2024-08-14 00:50:02.933000+00:00,0,1,0
li_1M8B1WFCPJnn9IgIZQuKF34H,cs_live_a1VHbJ9UuEBgcRugtTNhrJnZyVroRj9ZlrpjXtprB9R0PnS8eK3ejMGXDA,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:00:44.588000+00:00,0,1,0
li_1MfrXyFCPJnn9IgI1MzVETqF,cs_live_a1VJQwqjoXStJ1wV1H8iiynjealRSXMiNAWWa6IQD3oW4EKXpIRkyKeIBS,price_1MFflbFCPJnn9IgILcR6GhJP,item,48900.0,48900.0,usd,Plus 2 Pack,2024-08-14 00:58:04.907000+00:00,0,1,0
li_1PDeTvFCPJnn9IgIVNbiZqJQ,cs_live_a1VKGhnirI8C7gZ1frWo5f4tCIxXMHPrPKdVV7yvDrdX5B2Fclz08B9XcH,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,38862.0,usd,Slim 5 Pack (Blue),2024-08-14 00:44:54.950000+00:00,2962,1,0
li_1ONdorFCPJnn9IgIGQGueUZ3,cs_live_a1VLfe975rtC1B9zOcCk4koUfYl8sDsMrb6YFTLHepBzRqxyIQxcveKpQ8,price_1M9zTtFCPJnn9IgI6jMLvYvt,item,41900.0,44414.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:48:30.096000+00:00,2514,1,0
li_1MXZZrFCPJnn9IgIieVT1bQd,cs_live_a1VOCCqpOHFjj8p21ShFl45zLXiCx1C8ir2BxrYq7J6mdRCpKiHQI7rHSV,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack,2024-08-14 00:58:30.198000+00:00,0,1,0
li_1OG9JAFCPJnn9IgIMsMMaDnc,cs_live_a1VPDhlkZCXNmCDey4DsyApMXpLNIxYl2bKWU5c09KeH6Cu4cdVoU14Eft,price_1OEieSFCPJnn9IgIDsZB63o6,item,31900.0,31900.0,usd,Plus 3 Pack (Additional Kids),2024-08-14 00:49:44.512000+00:00,0,1,0
li_1O19gMFCPJnn9IgIUuCGe1h9,cs_live_a1VPy32Dt9ObOnJuLs0VBvBn90sdc2mk60lgNeBQAlm7HgwoSGxMEEUiz0,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,48608.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:51:10.388000+00:00,2708,1,0
li_1OlazTFCPJnn9IgIcbymEAZR,cs_live_a1VQHkmTIkYORfopaWrbLN2fYIlg3orEkL0fOBImXvWO0XSslzyRCU24Cg,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,53362.0,usd,Plus 3 Pack,2024-08-14 00:46:59.319000+00:00,4462,1,0
li_1PGNbIFCPJnn9IgIceziC2Lg,cs_live_a1VRIh4i8WrDrSDxOepPaV6HoXtiic9ruG4dsgGUANIyeF4bcddKHesOAz,price_1Oikg5FCPJnn9IgIfDVEZBnC,item,58900.0,62022.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:44:39.616000+00:00,3122,1,0
li_1MD8hvFCPJnn9IgIr3eRw7U2,cs_live_a1VTn8W9zQUjcnY2JlovQeK60Cqm5fOmUmeVUoqUdTm3PLLBnqPFgEoYSe,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 00:59:52.243000+00:00,0,1,0
li_1OyDIGFCPJnn9IgIkbkq7lHw,cs_live_a1VYEXWMRJUtrtaxeyy3urVQRP5ysFgNTero9XNRUk69XtCv0HHxKPuhsL,price_1OeWs9FCPJnn9IgIPy8Zi4Aq,item,37900.0,41027.0,usd,Genesis 1 Pack w/ Cellular,2024-08-14 00:46:11.853000+00:00,3127,1,0
li_1MGjg3FCPJnn9IgIZwElchXA,cs_live_a1VYInSL36rW7SR7dFQbUzQykFXcEm7gh7RHUNKRB3qe3GWOXL67a6XlsD,price_1MFfoKFCPJnn9IgIybXu128X,item,49800.0,49800.0,usd,Slim 5 Pack (Additional Kids),2024-08-14 00:59:23.381000+00:00,0,2,0
li_1PkqU7FCPJnn9IgINVjD4VRk,cs_live_a1VYNuVSTFLpbybeVSFi35j1whJtflxf8cTGu0toKzC4mn4tK2GwHnZoaS,price_1POp6VFCPJnn9IgIxdcBnoNT,item,48900.0,48900.0,usd,Plus 4 Pack,2024-08-14 00:41:12.877000+00:00,0,1,0
li_1PfoUXFCPJnn9IgILn3yYqIn,cs_live_a1VZlwlgVpU1dLkmIXKPxNcQ54imOS6TQyJOKJZhSPzDcqnMi8aLTIohTa,price_1POp6VFCPJnn9IgIxdcBnoNT,item,48900.0,48900.0,usd,Plus 4 Pack,2024-08-14 00:41:56.995000+00:00,0,1,0
li_1MiJs0FCPJnn9IgIKafMzckS,cs_live_a1VfduKaEFKv9ojn0ZBj35Y3DoeBTbWaYjVM9g5IAO8NaMp1TXXjOZw8j6,price_1MFfkjFCPJnn9IgImWVPpn91,item,58900.0,58900.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 00:57:56.718000+00:00,0,1,0
li_1M9u3TFCPJnn9IgIGA0EglK7,cs_live_a1VffaeLQnJdK7l9NfWv9eP5OUWcFfVbAIhImMIaDCFRyiTXp9wJskEWpu,price_1M9WEPFCPJnn9IgI9DrN3oiC,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 01:00:17.379000+00:00,0,1,0
li_1NlbceFCPJnn9IgI6avSiC68,cs_live_a1VgNyPU2XZUU4kFHDALaGesdeZDO0VzgzqVcnP7wZSHs9ksKQUiwHDQTI,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,48815.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:52:26.646000+00:00,2915,1,0
li_1M8uKEFCPJnn9IgIAPmDQLLp,cs_live_a1VhGXK473zMSHIIa1eKaRLLsO5hoxEKy7Er0sjlGKYxwAQRqVtTtP4h6w,price_1M70zDFCPJnn9IgI1hOOBRmJ,item,31900.0,31900.0,usd,Slim 5 Pack,2024-08-14 01:00:33.764000+00:00,0,1,0
li_1Nm0OgFCPJnn9IgI6mDUcOyP,cs_live_a1VjJ9k570PUtYhkmkLNnrENK8TkLBLaSFai4d00p8L6prLaoPUFdvuyi7,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:52:23.284000+00:00,0,1,0
