form_id,id,form_parent_field_id,ref,title,type,property_description,property_button_text,property_shape,property_structure,property_separator,property_currency,property_default_country_code,property_allow_multiple_selection,property_randomize,property_allow_other_choice,property_vertical_alignment,property_supersized,property_show_labels,property_alphabetical_order,property_hide_marks,property_start_at_one,property_show_button,property_price_type,property_price_value,property_label_left,property_label_right,property_label_center,layout_type,layout_placement,layout_attachment_type,layout_attachment_href,layout_attachment_scale,layout_attachment_property_brightness,layout_attachment_property_description,layout_attachment_property_focal_point_x,layout_attachment_property_focal_point_y,validation_required,validation_max_length,validation_min_value,validation_max_value,validation_min_selection,validation_max_selection,_fivetran_synced,_fivetran_start,_fivetran_end,_fivetran_active
F8jt6tYB,vIZY3FVyWfAx,,21880f9e-a9d6-4792-ad45-f315e1655373,"Welcome! Are you interested in becoming a Pinwheel Ambassador? 
",WELCOME_SCREEN,"We'd love to learn more about you to see if this may be a good fit for you and us as well. 

Fill out this application and we'll get back to you soon!",Start,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:59.399000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
e4ufGQWR,iMO3xcGPzvMa,,01GFXX1KMP3Q93PYFR108AKC97,"Lastly, what feedback or ideas do you that you would like to share with the team?",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:57.901000+00:00,2022-10-21 18:35:56.522000+00:00,9999-12-31 23:59:59.999000+00:00,True
e7hRQtSH,KaS9vS7yUTAx,,e12f01c5-d89a-43f6-b638-3165616b93da,"On your kid’s next device, what app will you be relieved to finally be able to give them?",short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:47.563000+00:00,2023-03-02 21:15:53.713000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,ldjT7k1cWacR,,c2a5,"Thanks for your order, {{field:9f4ae9f0bcab1802}}. Expect a confirmation email in just a minute.",THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:46.689000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
I7o6uxCF,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:31.724000+00:00,2021-06-07 19:57:37.275000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,So2mUoP0mKEQ,bpq2LwjbkycH,33b06496-c22b-4c1b-93a8-5ba158812a7d,"Cloud platforms (e.g., AWS/GCP/Azure/Paperspace)",multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.738000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
F8jt6tYB,y4LpV5kDIWe0,,5e9c8463-1993-4fec-b094-cdcdf9de104c,What is your first name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:59.395000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
d0dI6dM2,5ir2g5CvOF2l,,01EZ5W56CMC0BSB0T19G9A6DQ0,Thank you for your feedback!,THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:40.682000+00:00,2022-01-18 22:15:00.551000+00:00,9999-12-31 23:59:59.999000+00:00,True
F8jt6tYB,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:59.399000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,uN4cvHrE9Adp,aqnY1xmSwia3,1c5709ba-91ad-4da5-b688-b150740f7f72,What are the greatest strengths of our PINWHEEL TEAM as a whole?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.337000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
FXuUqlhr,pRs64Bg0Q3QH,leaVUJqk8JPy,b19c3a97-fd9c-4307-a235-184024501e6a,"Please tell SARA what you see as the greatest strengths, superpowers, achievements, and areas to improve",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:09.227000+00:00,2020-08-12 19:42:17.689000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,AbHlLFT5YGna,xmPtVK9YbRiH,f7592e28-c299-43b8-a3fd-d2c7c983163e,Have you built anything that we can see online? ,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.280000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,BuM2JhlCdc9r,,48c64405-f0d8-45ed-a3ec-547aba5e4618,The next prompts evaluate the topic of our COMMUNICATION,group,"We're talking how we communicate, not whether we're great spelling or grammar wizards. ;)",Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:11.333000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
PibwM1Mb,3ML2FNyWcD8y,,3f03c3fc-2dff-4be8-8902-501a93f16fb3,How long did your decision to buy Pinwheel take?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:35.809000+00:00,2021-05-20 02:50:50.154000+00:00,9999-12-31 23:59:59.999000+00:00,True
HEqdm2Kx,Sle2C77F95oh,,01GNYXT8T1KBV9MHZWYA1RKK0E,,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,split,,image,https://images.typeform.com/images/WMALzu59xbXQ,,,,,,False,,,,,,2023-05-09 15:55:42.661000+00:00,2023-01-04 17:39:12.018000+00:00,9999-12-31 23:59:59.999000+00:00,True
DxKhv6bR,1c2qWcT8yT63,j6A8g0rGqr7S,c7af4e95-7819-4fe5-ab50-d18e48e43a91,What are your thoughts on this topic area?,long_text,"What we do well, what you'd change - share it all!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:10.393000+00:00,2020-07-30 22:31:49.535000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:46.689000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
mpHWnxIf,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:02.637000+00:00,2022-07-01 18:47:51.536000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,ErgmA99log05,,2fe6ba29-3c95-48cb-9b91-e88dd8e6aa7b,Please share your social media profiles: ,group,"If there are any that don't apply to you, just skip them!",Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:43.475000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
I7o6uxCF,9mzPnUhx2zFW,,1b12f1ab-a658-4562-9672-fae14e768b6b,Let's talk about START of the crisis,group,,Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:31.719000+00:00,2021-06-07 19:57:37.275000+00:00,9999-12-31 23:59:59.999000+00:00,True
Txo4Ri0C,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:32.884000+00:00,2021-06-04 19:38:40.988000+00:00,9999-12-31 23:59:59.999000+00:00,True
SlUPej,POv1sN6tP8a5,,64e19f03-1513-40bc-95d8-0f07e9567d44,Select the case for the child (included!). ,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.465000+00:00,2022-06-15 01:34:31.308000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,RAA9w2mkDvYB,,0f1491e5-00b2-4a30-8c8b-739df259cce5,What are the names of the other students you'd like to work with?,short_text,"Use their full names, separated by a comma -- e.g., John Smith, George Burdell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.378000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
DxKhv6bR,yuTA5CXDF6YL,,9e3de50e-cf47-4543-ad93-cbb102c1c2ca,"What went REALLY, REALLY GREAT these last few weeks?",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:10.393000+00:00,2020-07-30 22:31:49.535000+00:00,9999-12-31 23:59:59.999000+00:00,True
D2ZGBXmn,LIE9kLvQMg9F,,58119476-1e4f-43eb-939f-3d5c4d5e44c5,I understand how the product team prioritizes/decides what to build or not build.,matrix,_Product team = Noah + Greta_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:22.687000+00:00,2023-05-08 19:11:24.487000+00:00,9999-12-31 23:59:59.999000+00:00,True
SlUPej,qEtp6aVRyGDR,,15af3aa5-cc8f-4086-98aa-a3de0e0b96be,What is your email?,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.464000+00:00,2022-06-15 01:34:31.308000+00:00,9999-12-31 23:59:59.999000+00:00,True
hKH1n4Rf,wcKt3P7pA7Vp,,fe24bdb2-04f5-44ef-a094-9d5f180c5f49,"If others influenced your decision, what is your relationship to them?   ",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:31.261000+00:00,2021-06-11 19:10:06.029000+00:00,9999-12-31 23:59:59.999000+00:00,True
q0RjVpr5,8m7WbI0JNrPs,,01GWSYM0KM77YTFR77ZCM5KV98,,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,split,,image,https://images.typeform.com/images/WMALzu59xbXQ,,,,,,False,,,,,,2023-05-09 15:55:30.777000+00:00,2023-03-31 22:45:45.863000+00:00,9999-12-31 23:59:59.999000+00:00,True
XsezE0qD,XN2JofQizyta,KnyEPxUJPOdu,828cb43f-a40e-49ec-b4ad-5644d48f81f9,When was your child born?,date,"This is optional, and does not change anything in our system. You are always in control of your child's Pinwheel. 

Knowing your child's age allows us to understand more about our community, and to be able to offer you more relevant information if you opt into our educational emails. We do not share your child's information with anyone. ",,,MMDDYYYY,/,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:18.373000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
vgBnsZ5t,vqpYuwdJYULB,,06f63942-61ef-4087-bee3-4e618d914785,When I watch a movie with my kids we're...,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,float,right,image,https://images.typeform.com/images/U7Xp87Qy8PF9,,,17_meetup_couch@4x,,,True,,,,,,2023-05-09 15:57:40.256000+00:00,2021-04-13 19:03:18.853000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,4wdzOwq6NXRm,pTMW1J1Aqdor,0ccc9ba3-2444-46f1-b792-e30652238de9,TensorFlow,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.977000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
vDskpIgg,oRy6JjQiODVb,,fedec4d8-de55-449c-83e0-14c41ef51653,What product or service will you be using to teach your kids tech instead of Pinwheel?,short_text,Locked down iPhone or Android? No phone at all?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:37.718000+00:00,2022-02-22 19:27:18.099000+00:00,9999-12-31 23:59:59.999000+00:00,True
WtnwWfU9,JwYyFe3PW9oh,,bab08968-640f-4bc9-b5e5-b7f9745ddf3a,,THANKYOU_SCREEN,,Create a typeform,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:43.022000+00:00,2022-03-08 19:16:55.484000+00:00,9999-12-31 23:59:59.999000+00:00,True
Jr3UXdoc,QJxlHYv3eITr,,38124a8d-1528-45e7-9b66-e7754a634aef,What is the most frustrating or confusing thing about Pinwheel?,long_text,_(Optional)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:59.071000+00:00,2022-11-01 19:12:29.276000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,pEiZeVYzBcYT,7FQMLdt6eCto,3ea33c95-ff40-4eda-9302-9d514a41b93a,PyTorch,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.373000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,GzLDuAHlaLl9,,fe23754a-1f45-431b-b2de-14b3993de9eb,Please give us a brief summary of your educational and professional background,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.963000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,OUsJ3DoPO38Y,FTJTOjH5T4Lj,1c5709ba-91ad-4da5-b688-b150740f7f72,What are the greatest strengths of our TEAM as a whole?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.326000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
CeKmJj5Q,xjvDVUeJuN4H,,d9605963-9539-462a-b3d2-6bb453281630,Please read the conversation snippet on the left and label the *maximum display of violence* *in ANY message *of the conversation,multiple_choice,"
Violence in this MVP scoping includes both potential harm to others and harm to oneself. 

Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/2uRhkZFNVFEJ,,,5,,,False,,,,,,2023-05-09 15:55:58.706000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
GvORz64M,zzwA9GADOGTn,,b64d69bd-5a4d-45af-a8ee-c47e899b8158,"Please read the conversation snippet on the left. *Is there evidence, intention, or threat of violence involving at least one participant in the conversation?*",multiple_choice,"
Violence includes both violence in relation to others and violence in relation to oneself. 

Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/3cfnsH8CLDQC,,,11,,,False,,,,,,2023-05-09 15:55:51.668000+00:00,2022-10-31 21:24:51.163000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,I0ugwUYrwBEy,,5abe593b-55c8-40f7-8c8c-bc190136170c,What's your full name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.352000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
CboEYzb7,oTfEKcDRb4w0,FuYCn8dynK52,f8b9b1c4-ac62-4df4-b0fa-58bf2967bbd9,Do phone contracts work?,long_text,"That's when parents and kids sit down and discuss the rules of phone-having, so everyone knows the family rules and expectations. SUPER common. What do you think of the practice?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:37.931000+00:00,2022-03-09 13:49:27.109000+00:00,9999-12-31 23:59:59.999000+00:00,True
bnMZx3gX,wwFkDrwy8ye8,,837c448d-c53d-4184-b86b-9c473e736421,What did you dislike the most about the product offsite? Why?,long_text,_(Optional)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:37.532000+00:00,2022-03-17 02:41:10.735000+00:00,9999-12-31 23:59:59.999000+00:00,True
UVdQsqBZ,NbjAR63WAlcl,,63f96bfb-1a11-4f84-9052-58fb6587e0fd,Please describe the issues you've experienced with the mobile app,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:39.664000+00:00,2021-04-08 15:01:30.909000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,HTD7pgVmN85L,,95ae7793-2762-40dd-bce0-b852b125b295,Phone number: ,phone_number,,,,,,,us,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:14.007000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,72Wt0OUGtEBs,,3bdb7396-51c3-4598-9588-88104c5b1b9f,The term that we're currently using is _*Parental Advisories*__._,yes_no,"Does this label make sense?
Does this label help you understand the description without any context?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:45.090000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,hB7xBVNuB8th,ErgmA99log05,2af75b89-0089-497e-9858-5ea1aef4c902,Instagram,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.476000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
rqXardP6,81FEBACXX1s3,,388edab2-eadc-4adc-a147-4e157ba5c0fe,And how many people work at your company?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:44.533000+00:00,2021-10-22 15:22:47.443000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,qkMNCYBfXzGS,,13b4b75b-bba4-47ca-b15b-e0476318eddb,The term that we're currently using is *App Limitations*.,yes_no,"Does this label make sense?
Does this label help you understand the description without any context?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:45.091000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
MKXagAlh,yqbHIarlOQyo,kAWWPqOBNFpV,ddc7aef7-1880-466a-964a-21c5f9b4e5b7,The Technology Use Policy is sustainable,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:28.727000+00:00,2021-07-22 14:55:18.641000+00:00,9999-12-31 23:59:59.999000+00:00,True
IRVemSeC,JjuJqJ8h7Evq,sBiHoFiY9dkj,62a6f800-5918-4eda-b5d3-f6cd047a922f,How much did it cost to manage the crisis?,number,"Do your best to estimate the costs in terms of: sales, relationships, payment, and people's time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:32.500000+00:00,2021-06-04 17:57:01.213000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,c8P6I32dF4kS,hpICcvF4qRaW,b744ca061d444e7d,Postal / *Zip* Code?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:46.688000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
v5fs4MLL,0ZFdWhVsdPtK,,46c9688e-8b43-4e93-937b-157f09b1cc37,"Your order details are below. To make changes, click Back.

Click Check Out to enter your payment information. You will have a chance to review your order before submitting payment.",THANKYOU_SCREEN,"Pinwheel Slim 5
Black Case
Screen Protector",Check out,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:43.786000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
hirHnWqp,DnEwN4ZSBkNX,,5b9db5c7-1eb1-47cf-b021-0354d051626d,OKR Planning Process Feedback,WELCOME_SCREEN,Q2 2022,Start,,,,,,,,,,,,,,,True,,,,,,wallpaper,,image,https://images.typeform.com/images/mczeZjQdiYCn,,,white clouds during daytime,,,,,,,,,2023-05-09 15:56:36.896000+00:00,2022-04-02 20:29:26.230000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,fGmaGiIbvaDz,xmPtVK9YbRiH,242d446d-49d8-4078-a115-51c7e7d95222,Which of these would you most like to learn/work on at Pinwheel? ,multiple_choice,,,,,,,,True,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.279000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
cREUGF3B,BoP84h1FCeJv,,215a65a52cbc1d21,Would you *recommend* this webinar to others?,opinion_scale,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:36.582000+00:00,2021-05-06 16:50:14.381000+00:00,9999-12-31 23:59:59.999000+00:00,True
DxKhv6bR,rarZaDdpbBmZ,,98c520c5-0301-47d0-a092-89d21519b8c1,"The next prompts evaluate the topic of our PEOPLE (roles, mix, organization, etc)",group,"Remember to *consider our stage*, not some unicorn ""ideal"" process.",Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:10.394000+00:00,2020-07-30 22:31:49.535000+00:00,9999-12-31 23:59:59.999000+00:00,True
tfFJLomK,l5AnKwCBOiz6,,f7d22856-b707-4d6a-b309-84ec5de6cffe,What age(s) are your children that are using Pinwheel?,multiple_choice,_(Optional)_,,,,,,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:12.390000+00:00,2022-06-24 15:24:46.550000+00:00,9999-12-31 23:59:59.999000+00:00,True
v5fs4MLL,fAbmAKbl6om3,,bcbf6adf-7487-42a6-a1fa-0e3bd1da1696,"Your order details are below. To make changes, click Back.

Click Check Out to enter your payment information. You will have a chance to review your order before submitting payment.",THANKYOU_SCREEN,"Pinwheel Plus 2
Guardian Pink Case",Check Out,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:43.789000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,0QLjncxzQ4cF,,2ceacf98-f780-4977-8905-d3b0a83a214d,What are your thoughts on the pacing and workload of the practicum?,long_text,Please be as detailed as possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.797000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,kkoVqFghXjHZ,aqnY1xmSwia3,f4ee288b-26f9-479d-9d84-8788b2c4a5d1,"Please tell the MARKETING TEAM what you see as its greatest strengths, superpowers, achievements, and areas to improve",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.337000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
zGAJwdex,oDUOznICr2YJ,,4817ade7-47fc-4aea-acbb-4589221efb6c,Which features of Pinwheel are most important to you?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:45.899000+00:00,2022-04-15 01:39:06.816000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,isBBpVkPeTAh,,ce15fd07-8848-4349-989f-4b494537234c,What is the highest level of education anyone in your household has? ,dropdown,,,,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:14.008000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,0315HB1hWkBo,,01E0D1EZECKMCVRB16JYFXMXNF,Goal Achievement & Setting,group,,Proceed ↓,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:30.549000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
gmvhyLfk,layYLCS3uvJ8,,38124a8d-1528-45e7-9b66-e7754a634aef,How can we improve Pinwheel to better meet your needs?,long_text,_(Optional)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:41.846000+00:00,2022-03-06 03:43:59.512000+00:00,9999-12-31 23:59:59.999000+00:00,True
bnMZx3gX,TLdib23h3yHn,,eb45a38e-595d-4c2b-a469-1dd69c1362c2,"Prior to the product offsite, how much information that you needed did you get?",opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:37.533000+00:00,2022-03-17 02:41:10.735000+00:00,9999-12-31 23:59:59.999000+00:00,True
vDskpIgg,Rb1ckuzhrfY4,,50f1cf8d-b957-46c7-8793-867017014b29,What's the email address associated with your account?,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:37.717000+00:00,2022-02-22 19:27:18.099000+00:00,9999-12-31 23:59:59.999000+00:00,True
bnMZx3gX,35piPl46GyD1,,38124a8d-1528-45e7-9b66-e7754a634aef,What could we have done better? Why?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:37.532000+00:00,2022-03-17 02:41:10.735000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,YCmIVA5izEZq,xmI83vX0t1mu,cc18099f-1c0e-43de-a1ae-5b74158ba670,Please give a rating,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.324000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
qqmMBabq,eDQG4a5vqCwZ,,01GNHW70CC4RSBXYESQXAY8MZK,,THANKYOU_SCREEN,,Create a typeform,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:42.996000+00:00,2023-01-05 17:17:55.620000+00:00,9999-12-31 23:59:59.999000+00:00,True
Taztlocm,ditubMyDHxus,e4qAdDlJi9ro,b333a631-904d-4d55-a1f0-7fbb74ae436a,"Red, yellow, or green?",multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:03.769000+00:00,2021-10-14 18:04:17.504000+00:00,9999-12-31 23:59:59.999000+00:00,True
hKH1n4Rf,QniZ3HXS4vse,,c3b9ed6c-94bd-4d2e-87c5-b9ef0180a738,What can we do to keep Pinwheel in your home for the long haul?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:31.261000+00:00,2021-06-11 19:10:06.029000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,KqE5OWMMzDqF,ErgmA99log05,20a68b45-52b0-4a3a-ba03-cfd4f7b90adc,Other relevant URLs,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.477000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
