id,amount,currency,date,description,discountable,livemode,metadata,period_start,period_end,proration,quantity,unit_amount,is_deleted,plan_id,price_id,customer_id,invoice_id,subscription_id,subscription_item_id,_fivetran_synced,test_clock,unit_amount_decimal
ii_1OBlDlFCPJnn9IgIUvHvdTOW,59900,usd,2023-11-12 21:29:33+00:00,Pixel,True,True,{},1699824573,1701552573,False,1,59900,False,,price_1NfUH2FCPJnn9IgIzi861IBb,cus_OzkjBHHfSK8qOj,in_1OBlDlFCPJnn9IgI2NrZXpZF,sub_1OBlDlFCPJnn9IgIdOfg8V9g,,2024-08-14 12:58:55.799000+00:00,,
ii_1NQyhBFCPJnn9IgI8eKCaJ2p,-1395,usd,2023-07-06 20:22:33+00:00,Unused time on Subscription (Monthly) after 06 Jul 2023,False,True,{},1688674953,1691166830,True,1,-1395,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_MFbRU6aKC5yxQC,in_1NQyhBFCPJnn9IgIehdu3ygw,sub_1LX6EcFCPJnn9IgIRCg35RHD,si_MFbRObw96F4lUv,2024-08-14 15:51:47.044000+00:00,,
ii_1NbHEtFCPJnn9IgIX7rUWner,100,usd,2023-08-04 06:11:55+00:00,US Mobile [Verizon],True,True,{},1691129515,1692857515,False,1,100,False,,price_1M4WSvFCPJnn9IgITKXBJSrb,cus_OO3L2uKMOOYDIm,in_1NbHEtFCPJnn9IgI1HyaKlTn,sub_1NbHEtFCPJnn9IgISQw8J1TJ,,2024-08-14 15:48:21.021000+00:00,,
ii_1O5cL4FCPJnn9IgIQh1ZsT4M,999,usd,2023-10-26 22:47:42+00:00,Case (Black) - Slim 5,True,True,{},1698360462,1700088462,False,1,999,False,,price_1KvewEFCPJnn9IgI4XtGgAjv,cus_OtP90CUaDWEONG,in_1O5cL4FCPJnn9IgIGShw2TwU,sub_1O5cL4FCPJnn9IgIUBqHEqkT,,2024-08-14 13:01:32.227000+00:00,,
ii_1OU0OEFCPJnn9IgIz2MEiIHx,59900,usd,2024-01-02 05:19:46+00:00,Pixel,True,True,{},1704172785,1705900785,False,1,59900,False,,price_1NfUH2FCPJnn9IgIzi861IBb,cus_PIXIGBKyUfhUht,in_1OU0OEFCPJnn9IgIhk50aPZD,sub_1OU0OEFCPJnn9IgICb73w5Ed,,2024-08-14 12:52:36.300000+00:00,,
ii_1NqjgHFCPJnn9IgItr68t3po,100,usd,2023-09-15 21:36:05+00:00,Mint Mobile,True,True,{},1694813765,1696541765,False,1,100,False,,price_1JFKX1FCPJnn9IgIgcMgSt4l,cus_Oe1j7e3H4UVUAz,in_1NqjgHFCPJnn9IgIivcAvZO1,sub_1NqjgHFCPJnn9IgIrOHicr0Q,,2024-08-14 15:43:21.026000+00:00,,
ii_1NnhzQFCPJnn9IgI5hhY6AIV,19900,usd,2023-09-07 13:11:20+00:00,Slim 5 (Blue),True,True,{},1694092280,1695820280,False,1,19900,False,,price_1LahuWFCPJnn9IgIpjzAmZPe,cus_Oatm6yHJ4k6YkO,in_1NnhzQFCPJnn9IgIn0xQR6kN,sub_1NnhzQFCPJnn9IgI5P3XYqWd,,2024-08-14 15:44:04.940000+00:00,,
ii_1MY0I4FCPJnn9IgIRHDhi2Ou,-1748,usd,2023-02-05 04:57:24+00:00,Unused time on 2 × Subscription (Monthly) after 05 Feb 2023,False,True,{},1675573043,1677690000,True,2,-1748,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JmYq4N2YVi3XBu,in_1MY0I4FCPJnn9IgIgmbe51Zs,sub_K6Ah0ebpyj8ziF,si_K6AhDEVUrBfeke,2024-08-14 17:42:55.284000+00:00,,
ii_1OhK30FCPJnn9IgIaSMTJ7ha,19900,usd,2024-02-07 22:56:54+00:00,Slim 5 (Blue),True,True,{},1707346614,1707346614,False,1,19900,False,,price_1LahuWFCPJnn9IgIpjzAmZPe,cus_OLZYPFyCfOWx9S,in_1OhK2TFCPJnn9IgIdpJuE3LM,,,2024-08-14 12:48:29.949000+00:00,,
ii_1MrhBxFCPJnn9IgIE81te2iK,32900,usd,2023-03-31 12:36:29+00:00,Plus 2,True,True,{},1680266189,1681994189,False,1,32900,False,,price_1KzrwPFCPJnn9IgI50g9rO52,cus_Ncx6GfPMMIjS0q,in_1MrhBxFCPJnn9IgIkoWWK0gd,sub_1MrhBxFCPJnn9IgIaNaEUEi9,,2024-08-14 17:37:13.890000+00:00,,
ii_1OG1gjFCPJnn9IgIo0y9lUIR,999,usd,2023-11-24 15:53:05+00:00,Case (Black) - Slim 5,True,True,{},1700841185,1702569185,False,1,999,False,,price_1KvewEFCPJnn9IgI4XtGgAjv,cus_P4A01sU7Pq5qTt,in_1OG1gjFCPJnn9IgIY3rXJao1,sub_1OG1gjFCPJnn9IgIbhv22Q7L,,2024-08-14 12:58:00.304000+00:00,,
ii_1NoHk7FCPJnn9IgIYkA0WOIu,100,usd,2023-09-09 03:21:55+00:00,US Mobile [Verizon],True,True,{},1694229715,1695957715,False,1,100,False,,price_1M4WSvFCPJnn9IgITKXBJSrb,cus_ObUj88XXKbX15S,in_1NoHk7FCPJnn9IgIyj3JTjTJ,sub_1NoHk7FCPJnn9IgIY8WD7jj7,,2024-08-14 15:43:54.654000+00:00,,
ii_1OC2wZFCPJnn9IgIYxzl9wQr,100,usd,2023-11-13 16:24:59+00:00,US Mobile [Verizon],True,True,{},1699892699,1701620699,False,1,100,False,,price_1M4WSvFCPJnn9IgITKXBJSrb,cus_P032F9j7HIq1aY,in_1OC2wZFCPJnn9IgINd3K0xZV,sub_1OC2wZFCPJnn9IgIZlhS42Qf,,2024-08-14 12:58:51.613000+00:00,,
ii_1OV7CqFCPJnn9IgIToGjBK2J,12900,usd,2024-01-05 06:48:36+00:00,Slim 5 (Pre-owned) (Blue),True,True,{},1704437316,1707115716,False,1,12900,False,,price_1N5WxaFCPJnn9IgI0U5X0aQL,cus_PJkiUO7kQK55s9,in_1OV7CqFCPJnn9IgISybx6wSU,sub_1OV7CqFCPJnn9IgIbYcOzs6l,,2024-08-14 12:52:15.319000+00:00,,
ii_1OeObrFCPJnn9IgIAjoKAnkW,1199,usd,2024-01-30 21:12:47+00:00,Case (Clear) - Genesis,True,True,{},1706649167,1709241167,False,1,1199,False,,price_1OWwtmFCPJnn9IgIFiRgN5je,cus_PTLIbxUBF0VjKU,in_1OeObrFCPJnn9IgIsBdwy3rR,sub_1OeObrFCPJnn9IgINnQysDcc,,2024-08-14 12:50:03.757000+00:00,,
ii_1NmhLrFCPJnn9IgIKwcz4tFQ,19900,usd,2023-09-04 18:18:18+00:00,Slim 5 (Blue),True,True,{},1693851498,1695686400,False,1,19900,False,,price_1LahuWFCPJnn9IgIpjzAmZPe,cus_OZr37qg5f6shhz,in_1NmhLrFCPJnn9IgI3TB9g6dc,sub_1NmhLqFCPJnn9IgImCQxq66A,,2024-08-14 15:44:33.073000+00:00,,
ii_1MqezLFCPJnn9IgIssGNJzR0,-195,usd,2023-03-28 16:03:11+00:00,Unused time on Subscription (Monthly) after 28 Mar 2023,False,True,{},1680019390,1680368400,True,1,-195,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_IbvLECPDg6UClK,in_1MqezLFCPJnn9IgIvuVhCRA6,sub_K69qI97JeD38ig,si_K69qylbMB6kMAa,2024-08-14 17:37:33.777000+00:00,,
ii_1Me7hcFCPJnn9IgIy5MrbAdG,999,usd,2023-02-22 02:05:04+00:00,Screen Protector - Slim 5,True,True,{},1677031504,1678759504,False,1,999,False,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_NOvYH91iO6Xcvl,in_1Me7hcFCPJnn9IgI4iQ83w6g,sub_1Me7hcFCPJnn9IgIZiJDA8dD,,2024-08-14 17:41:33.758000+00:00,,
ii_1NwYkmFCPJnn9IgIgSvAeerO,999,usd,2023-10-01 23:08:48+00:00,Screen Protector - Slim 5,True,True,{},1696201728,1697929728,False,1,999,False,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_Ok2qf4TaKxcxsV,in_1NwYkmFCPJnn9IgIKxO21iYx,sub_1NwYkmFCPJnn9IgIxuHADV7O,,2024-08-14 13:03:52.692000+00:00,,
ii_1MO5gsFCPJnn9IgIVLtl4ObZ,1499,usd,2023-01-08 20:42:02+00:00,Dual Layer Case (A13 5G) (Aqua),True,True,{},1673210522,1674938522,False,1,1499,False,,price_1LJko8FCPJnn9IgI48VmK8rH,cus_N8MPN60fpTpESG,in_1MO5gsFCPJnn9IgIUF1DbU44,sub_1MO5gsFCPJnn9IgIGsqSRikM,,2024-08-14 17:46:26.274000+00:00,,
ii_1MqcTkFCPJnn9IgIesRqw1Gw,3996,usd,2023-03-28 13:22:24+00:00,Screen Protector - Plus 2,True,True,{},1680009744,1681737744,False,4,999,False,,price_1L5xr1FCPJnn9IgIR2AgV27R,cus_NbqAntMXMwkgvB,in_1MqcTkFCPJnn9IgIu6BuiE8W,sub_1MqcTkFCPJnn9IgIcWBEThRk,,2024-08-14 17:37:32.623000+00:00,,
ii_1NPYIyFCPJnn9IgI5M2Lmxoc,999,usd,2023-07-02 21:59:40+00:00,Screen Protector (Plus 2),True,True,"{""ActualLineAmount"":""999"",""ActualLineTaxAmount"":""0""}",1688335180,1688335180,False,1,999,False,,price_1NJHqHFCPJnn9IgIQUL3oF1r,cus_LmLQcQPntaOBRt,in_1NPYHrFCPJnn9IgI9lnm3jIy,,,2024-08-14 15:52:20.039000+00:00,,
ii_1NfQJfFCPJnn9IgIDkzAFKaK,549,usd,2023-08-15 16:41:59+00:00,Remaining time on 2 × Bark (Monthly) after 15 Aug 2023,False,True,{},1692117719,1693587600,True,2,549,False,price_1J8rYYFCPJnn9IgI7ezmCKAP,price_1J8rYYFCPJnn9IgI7ezmCKAP,cus_K3cSfbFoYjAWfG,in_1NfQJgFCPJnn9IgIkUzNqi63,sub_K6BFyZIKPARzVW,si_K6BFXAAAUUJBB2,2024-08-14 15:47:22.085000+00:00,,
ii_1NzO5LFCPJnn9IgIkj5xpTqY,25900,usd,2023-10-09 18:21:43+00:00,Plus 2 (Pre-Owned),True,True,{},1696875703,1696875703,False,1,25900,False,,price_1N8V5HFCPJnn9IgIZWl2m70K,cus_Oe3DqCJIcmkFN5,in_1NzO4UFCPJnn9IgIPLkmepWK,,,2024-08-14 13:03:00.982000+00:00,,
ii_1MwaLCFCPJnn9IgIgvjxHEad,19900,usd,2023-04-14 00:18:14+00:00,Slim 5 (Green),True,True,{},1681431494,1683159494,False,1,19900,False,,price_1LjlXRFCPJnn9IgIqQyaa5SU,cus_Ni0LSysnhnk34h,in_1MwaLCFCPJnn9IgIb9N04SHf,sub_1MwaLCFCPJnn9IgIXgmld651,,2024-08-14 17:34:49.819000+00:00,,
ii_1N0DWWFCPJnn9IgIG4OA5ZYM,999,usd,2023-04-24 00:44:56+00:00,Screen Protector - Slim 5,True,True,{},1682297096,1682297096,False,1,999,False,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_MmGwNJFpLVQ8w2,in_1N0DVgFCPJnn9IgIFOxHiN0v,,,2024-08-14 17:34:12.023000+00:00,,
ii_1MkIsaFCPJnn9IgIvps3WLVd,1999,usd,2023-03-11 03:13:56+00:00,Guardian Case (Mint) - Plus 2,True,True,{},1678504436,1680232436,False,1,1999,False,,price_1LJkn0FCPJnn9IgIIZRQvvm0,cus_NVJVUNmXfRa6TL,in_1MkIsaFCPJnn9IgIKiUXySUg,sub_1MkIsaFCPJnn9IgIjEPtXMG3,,2024-08-14 17:38:45.552000+00:00,,
ii_1NV4fIFCPJnn9IgIvNUnZ4Vx,19900,usd,2023-07-18 03:33:32+00:00,Slim 5 (Green),True,True,{},1689651211,1691379211,False,1,19900,False,,price_1LjlXRFCPJnn9IgIqQyaa5SU,cus_OHdxdpPpRnCu8b,in_1NV4fIFCPJnn9IgIk0aLlsrk,sub_1NV4fHFCPJnn9IgIftDEs2yb,,2024-08-14 15:50:52.239000+00:00,,
ii_1Nu1nDFCPJnn9IgIVN7iTnUU,999,usd,2023-09-24 23:32:51+00:00,Screen Protector - Slim 5,True,True,{},1695598371,1697326371,False,1,999,False,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_OhQeqc8Wz9PAEY,in_1Nu1nDFCPJnn9IgIRHHSGIJQ,sub_1Nu1nDFCPJnn9IgIxaE5GphU,,2024-08-14 13:05:31.785000+00:00,,
ii_1NECtPFCPJnn9IgIOmI6frDe,999,usd,2023-06-01 14:54:23+00:00,Screen Protector - Slim 5,True,True,{},1685631263,1687359263,False,1,999,False,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_O0DKTg3tCHIt1y,in_1NECtPFCPJnn9IgIY6ZntDRz,sub_1NECtPFCPJnn9IgI00aW1JRR,,2024-08-14 15:56:07.895000+00:00,,
ii_1OHI6UFCPJnn9IgIkaWY2Ar4,0,usd,2023-11-28 03:36:54+00:00,Genesis 1,True,True,{},1701142614,1732765014,False,1,0,False,,price_1OEhEFFCPJnn9IgIPbtFEoSe,cus_P5T2fOx6GtrsIh,in_1OHI6UFCPJnn9IgIT4rde78X,sub_1OHI6UFCPJnn9IgIsl0MdNZe,,2024-08-14 12:57:35.536000+00:00,,
ii_1ONjhpFCPJnn9IgIyhlLO4Rp,1000,usd,2023-12-15 22:18:05+00:00,Expedited [Shipping],True,True,{},1702678685,1704406685,False,1,1000,False,,price_1JmO0JFCPJnn9IgIyXChYvMf,cus_PC7xcyljYVTJ6F,in_1ONjhpFCPJnn9IgIT2jLj7gz,sub_1ONjhpFCPJnn9IgIFL6Gcb3a,,2024-08-14 12:55:00.584000+00:00,,
ii_1Mrh8AFCPJnn9IgIoOqshztu,24900,usd,2023-03-31 12:32:34+00:00,Rugged 3,True,True,{},1680265954,1680265954,False,1,24900,False,,price_1LcXjqFCPJnn9IgIUizjI5QW,cus_KyGYlCNu2tAThZ,in_1Mrh7wFCPJnn9IgIsJYnLUjG,,,2024-08-14 17:37:13.890000+00:00,,
ii_1NeNgNFCPJnn9IgIWmMNTM8k,100,usd,2023-08-12 19:41:07+00:00,US Mobile [T-Mobile],True,True,{},1691869266,1693699200,False,1,100,False,,price_1M4WTBFCPJnn9IgIw2v8rd55,cus_ORGClPzlvo5nei,in_1NeNgNFCPJnn9IgIqArrntov,sub_1NeNgNFCPJnn9IgIPz2XMTmW,,2024-08-14 15:47:39.866000+00:00,,
ii_1MMb9GFCPJnn9IgIg9hQGl4Z,-113,usd,2023-01-04 17:53:10+00:00,Unused time on Bark (Monthly) after 04 Jan 2023,False,True,{},1672854789,1673458728,True,1,-113,False,price_1J8rYYFCPJnn9IgI7ezmCKAP,price_1J8rYYFCPJnn9IgI7ezmCKAP,cus_KpDC97PwsGdUK6,in_1MP8IsFCPJnn9IgII9f02zjf,sub_1K9Ym4FCPJnn9IgIWSaPnfww,si_KpDCb15cWxi2cu,2024-08-14 17:46:17.670000+00:00,,
ii_1Ni0VSFCPJnn9IgI2YikOT1F,999,usd,2023-08-22 19:44:50+00:00,Screen Protector - Slim 5,True,True,{},1692733490,1694563200,False,1,999,False,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_OV0WSoVQYe2c8k,in_1Ni0VSFCPJnn9IgIdkRKmKaP,sub_1Ni0VSFCPJnn9IgIdA6Xw5YW,,2024-08-14 15:46:47.257000+00:00,,
ii_1N8nK2FCPJnn9IgIiD9B38eG,32900,usd,2023-05-17 16:35:30+00:00,Plus 3,True,True,{},1684341330,1686069330,False,1,32900,False,,price_1N4qo1FCPJnn9IgIQkR3bgy1,cus_NucZTC4QcetCJr,in_1N8nK2FCPJnn9IgI9yj3y5bz,sub_1N8nK2FCPJnn9IgIZdYC9DRu,,2024-08-14 17:30:59.742000+00:00,,
ii_1LEfi1FCPJnn9IgIvuCqVkZO,999,usd,2022-06-25 20:36:01+00:00,Screen Protector (G91S),True,True,{},1656189361,1656189361,False,1,999,True,,price_1Kvew8FCPJnn9IgIN0QSmHoE,cus_LhVp92f9FmCf4u,in_1LEffPFCPJnn9IgIgT5w7FFE,,,2022-06-26 02:30:06.445000+00:00,,
ii_1LFgIuFCPJnn9IgIleSUx3DG,25900,usd,2022-06-28 15:26:16+00:00,Refurbished Plus (A32),True,True,{},1656429976,1656429976,False,1,25900,True,,price_1LDCUxFCPJnn9IgIghsl0oL4,cus_KY7OyLwACTI2xv,in_1LFgIOFCPJnn9IgI5eQEE4xT,,,2022-06-28 20:29:56.683000+00:00,,
ii_1LGHBNFCPJnn9IgIeRKB9yV0,-71,usd,2022-06-30 06:48:57+00:00,Unused time on Subscription (Monthly) after 30 Jun 2022,False,True,{},1656571737,1656694800,True,1,-71,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JPaxdtFMWWWwmy,,sub_K6AEQuxIEqgvpC,si_K6AEnFZDZ1xayG,2022-06-30 14:29:49.153000+00:00,,
ii_1LGtMzFCPJnn9IgIUCmxaHZe,-788,usd,2022-07-01 23:35:29+00:00,Unused time on Subscription (Monthly) after 01 Jul 2022,False,True,{},1656718528,1658081577,True,1,-788,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_LDZQVRUGhQg1O7,,sub_1KX8HlFCPJnn9IgItAF13vZI,si_LDZQ4tqZ3SXv38,2022-07-02 02:29:59.492000+00:00,,
ii_1LGq59FCPJnn9IgIx34fLVzF,999,usd,2022-07-01 20:04:51+00:00,Case (G91S) (Black),True,True,{},1656705891,1656705891,False,1,999,True,,price_1KvewEFCPJnn9IgI4XtGgAjv,cus_LBqMBbugHzysXW,in_1LGq4EFCPJnn9IgIO7YhLwVG,,,2022-07-02 02:29:50.412000+00:00,,
ii_1LGsDRFCPJnn9IgIe19Ocsrz,-1488,usd,2022-07-01 22:21:33+00:00,Unused time on Subscription (Monthly) after 01 Jul 2022,False,True,{},1656714093,1659373200,True,1,-1488,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JfebsmCYmpEug9,,sub_K6AY0BNS3rbBuv,si_K6AYlhx2LpDJx7,2022-07-02 02:29:57.882000+00:00,,
ii_1LH9DYFCPJnn9IgI3HojsTuZ,-1452,usd,2022-07-02 16:30:48+00:00,Unused time on Subscription (Monthly) after 02 Jul 2022,False,True,{},1656779447,1659373200,True,1,-1452,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JgKt1QsvFwvJT1,,sub_K6AZiytX9XxM0x,si_K6AZMu7rsr4hWw,2022-07-02 20:29:54.480000+00:00,,
ii_1LH7xbFCPJnn9IgI7xH08hEV,-58,usd,2022-07-02 15:10:15+00:00,Unused time on Subscription (Monthly) after 02 Jul 2022,False,True,{},1656774614,1656874112,True,1,-58,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_KacWMC3ZDaAbaY,,sub_1JvRHAFCPJnn9IgIfMZonx55,si_KacW3JNRZeFn4f,2022-07-02 20:29:51.268000+00:00,,
ii_1LHCREFCPJnn9IgIVcLSi8ju,-482,usd,2022-07-02 19:57:08+00:00,Unused time on Bark (Monthly) after 02 Jul 2022,False,True,{},1656791827,1659373200,True,1,-482,True,price_1J8rYYFCPJnn9IgI7ezmCKAP,price_1J8rYYFCPJnn9IgI7ezmCKAP,cus_JjoUPLm0Vajv2b,,sub_K6AdaIzqL1lGEJ,si_K6AdKHhvSk9B36,2022-07-02 20:30:03.236000+00:00,,
ii_1LHHCbFCPJnn9IgI4kf24XTN,-1434,usd,2022-07-03 01:02:21+00:00,Unused time on Subscription (Monthly) after 03 Jul 2022,False,True,{},1656810141,1659373200,True,1,-1434,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JTm9agwJuXY8kW,,sub_K6AIR30JvOyvjw,si_K6AIllJGwc8slp,2022-07-03 02:30:06.075000+00:00,,
ii_1LHL7AFCPJnn9IgI84A9j0ta,-1143,usd,2022-07-03 05:13:00+00:00,Unused time on Subscription (Monthly) after 03 Jul 2022,False,True,{},1656825179,1658801399,True,1,-1143,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_KM7pHffCCaZmgz,,sub_1JhPZzFCPJnn9IgIlYNgcdVY,si_Lt0LOM6xaH11Uz,2022-07-03 08:29:55.306000+00:00,,
ii_1LHVjKFCPJnn9IgIrXLnpnw8,-1389,usd,2022-07-03 16:33:06+00:00,Unused time on Subscription (Monthly) after 03 Jul 2022,False,True,{},1656865985,1659347193,True,1,-1389,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_LfuQwcGSzHsMmZ,,sub_1KyYbNFCPJnn9IgIPURNyxh6,si_LfuQCiSF3OrsxL,2022-07-03 20:29:54.211000+00:00,,
ii_1LHUA0FCPJnn9IgIVNGoj36m,-1156,usd,2022-07-03 14:52:32+00:00,Unused time on Subscription (Monthly) after 03 Jul 2022,False,True,{},1656859951,1658859190,True,1,-1156,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_LSYSoEIbNtb3gL,,sub_1KldLuFCPJnn9IgIpI12bAsy,si_LSYSSAC6BObDUB,2022-07-03 20:29:51.124000+00:00,,
ii_1LHeCqFCPJnn9IgIs2P7lLzE,-1385,usd,2022-07-04 01:36:08+00:00,Unused time on Subscription (Monthly) after 04 Jul 2022,False,True,{},1656898568,1659373200,True,1,-1385,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_IhC2j8ddpW1Pt2,,sub_K69s9yvG2LuZ0a,si_K69szJ5opeqD1u,2022-07-04 02:30:03.713000+00:00,,
ii_1LHsWZFCPJnn9IgIj3lQoUBD,-568,usd,2022-07-04 16:53:27+00:00,Unused time on Subscription (Monthly) after 04 Jul 2022,False,True,{},1656953606,1657935031,True,1,-568,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_LZmoU5Ed86eRDa,,sub_1KsdEZFCPJnn9IgIxCqZlJUy,si_LZmotGPcqE4OJI,2022-07-04 20:29:56.204000+00:00,,
ii_1LHuJ4FCPJnn9IgIaxcNPd7t,-1350,usd,2022-07-04 18:47:38+00:00,Unused time on Subscription (Monthly) after 04 Jul 2022,False,True,{},1656960457,1659373200,True,1,-1350,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_J4hGpExJLPga49,,sub_K6A1antOb0z2P4,si_K6A1rUAFgezzV6,2022-07-04 20:30:02.328000+00:00,,
ii_1LHwueFCPJnn9IgIOegGyFrk,-405,usd,2022-07-04 21:34:36+00:00,Unused time on 2 × Subscription (Monthly) after 04 Jul 2022,False,True,{},1656970475,1657496359,True,2,-405,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_KovmbNDQYU1obQ,,sub_1K9HvPFCPJnn9IgIY78yLknY,si_KovmffdoNRpDnA,2022-07-05 02:29:56.080000+00:00,,
ii_1LIIEdFCPJnn9IgI1XlWIxGG,-1358,usd,2022-07-05 20:20:39+00:00,Unused time on Subscription (Monthly) after 05 Jul 2022,False,True,{},1657052438,1659479468,True,1,-1358,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_LUryt040LpgwKF,,sub_1KnsEqFCPJnn9IgId09v1f0S,si_LUryISuEgWoY9i,2022-07-06 02:29:58.428000+00:00,,
ii_1LINa8FCPJnn9IgIgB6d5PSg,-1287,usd,2022-07-06 02:03:12+00:00,Unused time on Subscription (Monthly) after 06 Jul 2022,False,True,{},1657072992,1659373200,True,1,-1287,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JfMmYqBgUnoFQG,,sub_K6AYfvPjRLnvxU,si_K6AYcnji50u6XJ,2022-07-06 08:29:53.788000+00:00,,
ii_1LIaDGFCPJnn9IgICgdCJiYv,-1680,usd,2022-07-06 15:32:26+00:00,Unused time on 2 × Subscription (Monthly) after 06 Jul 2022,False,True,{},1657121545,1659373200,True,2,-1680,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_JjZszvaYhmN6WO,,sub_K6AcEhfaEVr6pr,si_K6AccVAnBefJtd,2022-07-06 20:29:57.845000+00:00,,
ii_1LIZj2FCPJnn9IgIM3OcPyZ0,-1261,usd,2022-07-06 15:01:12+00:00,Unused time on Subscription (Monthly) after 06 Jul 2022,False,True,{},1657119671,1659373200,True,1,-1261,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_INvOeiyo7skFQn,,sub_K69WX4er8p9FmU,si_K69WhIGyT6x65T,2022-07-06 20:29:56.364000+00:00,,
ii_1LIi75FCPJnn9IgIej8ToE7k,-946,usd,2022-07-06 23:58:35+00:00,Unused time on Subscription (Monthly) after 06 Jul 2022,False,True,{},1657151914,1658788173,True,1,-946,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_KM4HAiaDQDaND4,,sub_1JhM8fFCPJnn9IgIHpfruAra,si_Lt0MGqVCBmn5Dz,2022-07-07 02:30:06.521000+00:00,,
ii_1LIgXyFCPJnn9IgIFwbUUtlO,-689,usd,2022-07-06 22:18:14+00:00,Unused time on Subscription (Monthly) after 06 Jul 2022,False,True,{},1657145893,1658337501,True,1,-689,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_Ln90xsZRsDmVpV,,sub_1L5Yi1FCPJnn9IgI59LIORcZ,si_Ln90yxIfwNHa3D,2022-07-07 02:30:01.378000+00:00,,
ii_1LIuyrFCPJnn9IgIXMV7pbkR,-1215,usd,2022-07-07 13:42:57+00:00,Unused time on Subscription (Monthly) after 07 Jul 2022,False,True,{},1657201376,1659373200,True,1,-1215,True,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_ISM1AJSHknCJFR,,sub_K69Z9M9U5eQRTa,si_K69Zlp9sSlX0OM,2022-07-07 14:29:59.669000+00:00,,
ii_1LCtipFCPJnn9IgIj2CtLnIY,19900,usd,2022-06-20 23:09:31+00:00,Slim (G91S) (Grey),True,True,{},1655766571,1655766571,False,1,19900,True,,price_1KvevoFCPJnn9IgI8HsapCcX,cus_ITnZXBU8tX9opx,in_1LCtifFCPJnn9IgIKYb59alu,,,2022-06-21 02:29:58.337000+00:00,,
ii_1LEfhsFCPJnn9IgIvMpSvvsi,19900,usd,2022-06-25 20:35:52+00:00,Slim (G91S) (Grey),True,True,{},1656189352,1656189352,False,1,19900,True,,price_1KvevoFCPJnn9IgI8HsapCcX,cus_LhVp92f9FmCf4u,in_1LEffPFCPJnn9IgIgT5w7FFE,,,2022-06-26 02:30:06.445000+00:00,,
