balance_transaction_id,index,connected_account_id,amount,application,currency,description,type,_fivetran_synced
txn_3PdvmfFCPJnn9IgI1W76N56d,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.305000+00:00
txn_3PdwOpFCPJnn9IgI0wfhjQJg,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.305000+00:00
txn_3PdwogFCPJnn9IgI1WbxWCZe,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.343000+00:00
txn_3PdwuLFCPJnn9IgI0NVo86RO,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.343000+00:00
txn_3PdwvJFCPJnn9IgI17qIamj3,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.343000+00:00
txn_3PdwxyFCPJnn9IgI1Z0XWhf0,0,,1279,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.343000+00:00
txn_3PdxMpFCPJnn9IgI154QWUHh,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.342000+00:00
txn_3PdxmGFCPJnn9IgI0HFSqHnW,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.285000+00:00
txn_3PdxyGFCPJnn9IgI0Gz4jTUo,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.285000+00:00
txn_3Pdxz5FCPJnn9IgI1s3mWG1E,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.285000+00:00
txn_3PdyDeFCPJnn9IgI008jHxxP,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.285000+00:00
txn_3PdyGrFCPJnn9IgI1wSBwe6X,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.285000+00:00
txn_3PdySTFCPJnn9IgI1L6X5SRT,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdyaEFCPJnn9IgI1SD5VC9n,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdynBFCPJnn9IgI0XtUOhEL,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdyoCFCPJnn9IgI0zcTKjtv,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdyrwFCPJnn9IgI0HzK25Yu,0,,284,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdyryFCPJnn9IgI1uwc8kJt,0,,374,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdysgFCPJnn9IgI0Y0v5LiB,0,,46,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3Pdz4JFCPJnn9IgI1ZJxFhn8,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdzFzFCPJnn9IgI0B3rt93F,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.788000+00:00
txn_3PdzapFCPJnn9IgI0V75uYUJ,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.757000+00:00
txn_3PdziVFCPJnn9IgI0m4cH6dX,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.757000+00:00
txn_3Pdzr2FCPJnn9IgI08Swrp9z,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.757000+00:00
txn_3PdzvwFCPJnn9IgI1CKp8DT8,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.757000+00:00
txn_3Pe0YwFCPJnn9IgI0YeR1U1I,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.683000+00:00
txn_3Pe0sLFCPJnn9IgI0iYBXq9w,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.683000+00:00
txn_3Pe0ubFCPJnn9IgI1hdxxGqd,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.683000+00:00
txn_3Pe0yHFCPJnn9IgI0sHjHpT8,0,,56,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:18.619000+00:00
txn_3Pe1bxFCPJnn9IgI0l2Ov5Xm,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.739000+00:00
txn_3Pe20pFCPJnn9IgI0EYcjlqW,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.738000+00:00
txn_3Pe20pFCPJnn9IgI0P9kaocf,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.738000+00:00
txn_3Pe24TFCPJnn9IgI0eeuXsrx,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.738000+00:00
txn_3Pe2oeFCPJnn9IgI0Ck0PtNQ,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.715000+00:00
txn_3Pe3JXFCPJnn9IgI0AWWDrnZ,0,,609,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.766000+00:00
txn_3Pe3Y7FCPJnn9IgI0Rr28eDs,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.421000+00:00
txn_3Pe3YjFCPJnn9IgI0Bi00Nfx,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.766000+00:00
txn_3Pe3arFCPJnn9IgI12dNzlTu,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.766000+00:00
txn_3Pe3qJFCPJnn9IgI19QEtBMo,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.766000+00:00
txn_3Pe3r1FCPJnn9IgI14XOVQlB,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.765000+00:00
txn_3Pe3ytFCPJnn9IgI07mn7h3g,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:01.765000+00:00
txn_3Pe419FCPJnn9IgI0uvdqLRc,0,,1075,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.066000+00:00
txn_3Pe4ZcFCPJnn9IgI1biLpFhH,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.066000+00:00
txn_3Pe4efFCPJnn9IgI0AxjdYOl,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.066000+00:00
txn_3Pe4m9FCPJnn9IgI1tullEcF,0,,341,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.066000+00:00
txn_3Pe5BdFCPJnn9IgI15IbWLea,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.223000+00:00
txn_3Pe5D3FCPJnn9IgI0MOuSUXH,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.223000+00:00
txn_3Pe5DCFCPJnn9IgI0Ae27A8x,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.223000+00:00
txn_3Pe5GLFCPJnn9IgI0J83ht2K,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.223000+00:00
txn_3Pe5GaFCPJnn9IgI1zP28RHI,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.223000+00:00
txn_3Pe5GoFCPJnn9IgI0q61COVf,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.223000+00:00
txn_3Pe5JBFCPJnn9IgI1oxokhkj,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5JTFCPJnn9IgI15HI95BV,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5JUFCPJnn9IgI1zASAoiF,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5JyFCPJnn9IgI0OT35hu5,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5JzFCPJnn9IgI0PLUHIu7,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5VaFCPJnn9IgI1lpSd3qe,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5VeFCPJnn9IgI0qilJdm9,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.219000+00:00
txn_3Pe5ydFCPJnn9IgI0BpFGxwn,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.004000+00:00
txn_3Pe5ydFCPJnn9IgI1fWLBYFE,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.004000+00:00
txn_3Pe6A5FCPJnn9IgI0gxo5csc,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.004000+00:00
txn_3Pe6joFCPJnn9IgI1dtc7SlF,0,,411,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.004000+00:00
txn_3Pe73yFCPJnn9IgI0H0cogQE,0,,34,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.017000+00:00
txn_3Pe74FFCPJnn9IgI1scTfQvk,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.017000+00:00
txn_3Pe7bTFCPJnn9IgI1WIMprwW,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.017000+00:00
txn_3Pe7bTFCPJnn9IgI1btcCvoS,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.017000+00:00
txn_3Pe7mmFCPJnn9IgI1mNGvVEh,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.052000+00:00
txn_3Pe7mpFCPJnn9IgI1qxctxVO,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.052000+00:00
txn_3Pe7utFCPJnn9IgI04IWhSol,0,,93,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.052000+00:00
txn_3Pe8GVFCPJnn9IgI0p7xqoWp,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.052000+00:00
txn_3Pe8KzFCPJnn9IgI1F988Z9t,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.052000+00:00
txn_3Pe8NzFCPJnn9IgI0ECl9blc,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.052000+00:00
txn_3Pe8mXFCPJnn9IgI0XyiV6vH,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.074000+00:00
txn_3Pe9GvFCPJnn9IgI19zUBFHo,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.074000+00:00
txn_3Pe9L7FCPJnn9IgI0EuvaMJv,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.074000+00:00
txn_3Pe9W4FCPJnn9IgI1Jv5bRAz,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.074000+00:00
txn_3PeALPFCPJnn9IgI0U0ZylDI,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.654000+00:00
txn_3PeCPxFCPJnn9IgI1KtrhT8w,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.399000+00:00
txn_3PeGPMFCPJnn9IgI1wcbmQAa,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.609000+00:00
txn_3PeGxNFCPJnn9IgI0YuugvC9,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.609000+00:00
txn_3PeHt7FCPJnn9IgI0LzdySBM,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.665000+00:00
txn_3PeHwYFCPJnn9IgI0OoaLADQ,0,,42,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.665000+00:00
txn_3PeI21FCPJnn9IgI1oHoRVr2,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.665000+00:00
txn_3PeIHdFCPJnn9IgI0nyaXrjM,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.714000+00:00
txn_3PeIO4FCPJnn9IgI1McsUqvA,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.714000+00:00
txn_3PeITkFCPJnn9IgI0F8cGfSQ,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.714000+00:00
txn_3PeIWRFCPJnn9IgI0As13c8V,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.714000+00:00
txn_3PeItyFCPJnn9IgI0PpgoP3s,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.714000+00:00
txn_3PeJfRFCPJnn9IgI1KAxAlbi,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.706000+00:00
txn_3PeJu5FCPJnn9IgI0a0nXGRe,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:11.936000+00:00
txn_3PeJvJFCPJnn9IgI06qsHfhk,0,,1279,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.706000+00:00
txn_3PeKPgFCPJnn9IgI1bcIPSbV,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.695000+00:00
txn_3PeKXdFCPJnn9IgI0Qtywm8r,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.695000+00:00
txn_3PeKo9FCPJnn9IgI0pymViQR,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.695000+00:00
txn_3PeL0xFCPJnn9IgI0SFBsoO9,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeL11FCPJnn9IgI18B7CH2Z,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeL4EFCPJnn9IgI0egNwexV,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeLQ0FCPJnn9IgI0dwuEEWG,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeLROFCPJnn9IgI1tuOmsdn,0,,525,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeLYUFCPJnn9IgI0xvXejdf,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeLZ0FCPJnn9IgI1l8b3Rxr,0,,33,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeLjnFCPJnn9IgI06kiwHPh,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.029000+00:00
txn_3PeM1vFCPJnn9IgI0UJpuRAa,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.961000+00:00
txn_3PeMBdFCPJnn9IgI1JKWc7dj,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:11.902000+00:00
txn_3PeMOQFCPJnn9IgI1P8pHkc5,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.961000+00:00
txn_3PeMXwFCPJnn9IgI1dOBo7or,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.961000+00:00
txn_3PeMZJFCPJnn9IgI19cal2HV,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.961000+00:00
txn_3PeMoCFCPJnn9IgI0E9pzPA9,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.995000+00:00
txn_3PeN1sFCPJnn9IgI0oHBwGhG,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.995000+00:00
txn_3PeNY8FCPJnn9IgI1iGNiEf0,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.995000+00:00
txn_3PeNZ4FCPJnn9IgI1z53nbIO,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.995000+00:00
txn_3PeNi2FCPJnn9IgI18Yj3wDS,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeNo8FCPJnn9IgI0bxtN9wv,0,,410,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeO2lFCPJnn9IgI0j4Rz1BP,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeO5EFCPJnn9IgI1497NKKe,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeOCNFCPJnn9IgI1SU2jND6,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeOECFCPJnn9IgI0zeHUHnA,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeOPuFCPJnn9IgI1GRR6ga7,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeOPvFCPJnn9IgI1dkm2bw2,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeOQ3FCPJnn9IgI0sqTfoLU,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.007000+00:00
txn_3PeOmuFCPJnn9IgI1EC7B6da,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.009000+00:00
txn_3PeP6VFCPJnn9IgI1IVNNkA6,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.009000+00:00
txn_3PePWZFCPJnn9IgI0UD0UxZJ,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.009000+00:00
txn_3PePhKFCPJnn9IgI0VRTsFnj,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.986000+00:00
txn_3PePiCFCPJnn9IgI09Yv0S3Z,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.986000+00:00
txn_3PePl7FCPJnn9IgI1BON9eGg,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.986000+00:00
txn_3PePyaFCPJnn9IgI1BXG3vB5,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.986000+00:00
txn_3PeQIGFCPJnn9IgI0Qilm2Sk,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.986000+00:00
txn_3PeQMKFCPJnn9IgI1yqcjjrT,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:02.986000+00:00
txn_3PeQmEFCPJnn9IgI1ouuulEm,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.292000+00:00
txn_3PeRD8FCPJnn9IgI0u8SNmLR,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.292000+00:00
txn_3PeRNfFCPJnn9IgI1uWu3k5N,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.292000+00:00
txn_3PeROZFCPJnn9IgI0G3HwPWV,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.292000+00:00
txn_3PeRbqFCPJnn9IgI1ogWj1TU,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.280000+00:00
txn_3PeSGYFCPJnn9IgI0U7KWebt,0,,405,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.280000+00:00
txn_3PeSGzFCPJnn9IgI0ukafSG7,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.280000+00:00
txn_3PeSZTFCPJnn9IgI1zije2Qc,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeShAFCPJnn9IgI0Bd5TgMM,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeSyTFCPJnn9IgI1RDEsCx5,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeSyTFCPJnn9IgI1yn0oGL9,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeTCeFCPJnn9IgI19qg8qWg,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeTEfFCPJnn9IgI1SZGpmdE,0,,291,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeTGFFCPJnn9IgI0Ha2uD5M,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.277000+00:00
txn_3PeTgJFCPJnn9IgI0uHXJi4B,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.255000+00:00
txn_3PeTvNFCPJnn9IgI1qXCH0hp,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.255000+00:00
txn_3PeU3JFCPJnn9IgI1G1lGRaS,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.255000+00:00
txn_3PeUghFCPJnn9IgI0XNmLFrC,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.338000+00:00
txn_3PeUgpFCPJnn9IgI0Hv2EBOi,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.338000+00:00
txn_3PeUxOFCPJnn9IgI0TodWBYV,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.338000+00:00
txn_3PeVAcFCPJnn9IgI0hRKBFhT,0,,77,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.239000+00:00
txn_3PeVB2FCPJnn9IgI1pZ4H0hT,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.239000+00:00
txn_3PeVgcFCPJnn9IgI085Y1WJe,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.239000+00:00
txn_3PeVqlFCPJnn9IgI1dbaEyJo,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.239000+00:00
txn_3PeWM4FCPJnn9IgI1MxkiAf7,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.552000+00:00
txn_3PeWPtFCPJnn9IgI0lhVA4T5,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.552000+00:00
txn_3PeWqkFCPJnn9IgI1OUKEP8q,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.552000+00:00
txn_3PeXYLFCPJnn9IgI0wSXMQMb,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.559000+00:00
txn_3PeXy7FCPJnn9IgI1cQHqHMn,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.559000+00:00
txn_3PebWKFCPJnn9IgI1SRMsY3R,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.522000+00:00
txn_3PecTQFCPJnn9IgI1CuaS9fE,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.735000+00:00
txn_3Peck8FCPJnn9IgI02NCZ4Np,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.768000+00:00
txn_3Ped1vFCPJnn9IgI1nqNyUUK,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.768000+00:00
txn_3Pee5BFCPJnn9IgI1hSGWF4h,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.774000+00:00
txn_3PeeCgFCPJnn9IgI0Z4Xdy3A,0,,77,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.774000+00:00
txn_3PeeDzFCPJnn9IgI0mX5Fnyz,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.774000+00:00
txn_3PeeTXFCPJnn9IgI14iJ4HJt,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.774000+00:00
txn_3Pef5aFCPJnn9IgI0clChcsO,0,,539,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.799000+00:00
txn_3PefPAFCPJnn9IgI1GGeGfJz,0,,834,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.799000+00:00
txn_3PefdEFCPJnn9IgI0bZWF8BY,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3PefgVFCPJnn9IgI1wg7Z0Px,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3PefgYFCPJnn9IgI1DtSuZ2q,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3PefohFCPJnn9IgI1dR1u03o,0,,882,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3Peg0wFCPJnn9IgI0qzyGAQZ,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3Peg3XFCPJnn9IgI14iIesi1,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3PegOOFCPJnn9IgI1pkCW9js,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.841000+00:00
txn_3PegUyFCPJnn9IgI0y105l2a,0,,890,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.867000+00:00
txn_3Pegf5FCPJnn9IgI1m8ye3ne,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.867000+00:00
txn_3Pegm3FCPJnn9IgI0xTgWC9v,0,,77,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.867000+00:00
txn_3PegooFCPJnn9IgI08ldbtYj,0,,53,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.867000+00:00
txn_3PehDrFCPJnn9IgI1QRHDm8k,0,,1059,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.867000+00:00
txn_3PehKXFCPJnn9IgI086BVN83,0,,198,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:03.867000+00:00
txn_3PehVPFCPJnn9IgI0ITMADCj,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3PehXPFCPJnn9IgI18VVJeIT,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3PehYyFCPJnn9IgI0e2n7Ncy,0,,724,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3PehdDFCPJnn9IgI142CXGvl,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3Pehk8FCPJnn9IgI1Z10jk5R,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3PehmXFCPJnn9IgI1POQ443G,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3Pehu9FCPJnn9IgI1bMPucwd,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3Pei0wFCPJnn9IgI0Pey9kl8,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3Pei4IFCPJnn9IgI1lB3G3qD,0,,1010,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
txn_3PeiG1FCPJnn9IgI1DAYOFCp,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:04.160000+00:00
