id,connected_account_id,payment_method_types,amount,amount_capturable,amount_received,application,application_fee_amount,canceled_at,cancellation_reason,capture_method,confirmation_method,created,currency,description,last_payment_error_type,last_payment_error_code,last_payment_error_decline_code,last_payment_error_doc_url,last_payment_error_message,last_payment_error_param,last_payment_error_source_id,last_payment_error_charge_id,livemode,metadata,on_behalf_of,receipt_email,statement_descriptor,status,transfer_data_destination,transfer_group,payment_method_id,customer_id,source_id,_fivetran_synced
pi_3PkbmpFCPJnn9IgI197h2Ssr,,"[""card"",""cashapp""]",1593,0,1593,,,,,automatic,automatic,2024-08-06 01:02:03+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K471uFCPJnn9IgI05mVAHsp,cus_KjaCPK2AeWClfQ,,2024-08-14 01:43:34.946000+00:00
pi_3PkbmpFCPJnn9IgI1BT1FtW0,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-06 01:02:03+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MRRqvFCPJnn9IgIjMO6ODK3,cus_Kjy9JUNFPAgPL7,,2024-08-14 01:43:34.946000+00:00
pi_3PkbmqFCPJnn9IgI0PQv1DlY,,"[""card"",""cashapp""]",1623,0,1623,,,,,automatic,automatic,2024-08-06 01:02:04+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K5csyFCPJnn9IgILwXgFbLi,cus_Kl9BnZxZzNjYpU,,2024-08-14 01:43:34.946000+00:00
pi_3PkbmqFCPJnn9IgI12mtQl6D,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-06 01:02:04+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K4cMgFCPJnn9IgIuftvRn7Y,cus_Kk6ZhcL0iqY4nh,,2024-08-14 01:43:34.946000+00:00
pi_3PkbmqFCPJnn9IgI1JvEZ9ja,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-06 01:02:04+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K645oFCPJnn9IgIh79VrGuh,cus_KlbIlKMmVcaPXU,,2024-08-14 01:43:34.946000+00:00
pi_3PkbmuFCPJnn9IgI0CMXx7op,,"[""card"",""cashapp""]",1998,0,1998,,,,,automatic,automatic,2024-08-06 01:02:08+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K5D8vFCPJnn9IgISH0iUTf7,cus_KkiapPfiFyJRI6,,2024-08-14 01:43:34.946000+00:00
pi_3PkbmuFCPJnn9IgI0eEL2Ith,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:02:08+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K5ZcJFCPJnn9IgIbOp0GYXc,cus_Kl5nAOA0IxRjNY,,2024-08-14 01:43:30.844000+00:00
pi_3PkbnKFCPJnn9IgI1cHymXna,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-06 01:02:34+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K8WtpFCPJnn9IgIfeV6UOdw,cus_Ko9CbuKI6qaD8r,,2024-08-14 01:43:30.844000+00:00
pi_3PkbqIFCPJnn9IgI0LBVAmGv,,"[""card"",""cashapp""]",1613,0,1613,,,,,automatic,automatic,2024-08-06 01:05:38+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K780xFCPJnn9IgImXiBXVKL,cus_KmhP48GqejcX26,,2024-08-14 01:43:30.844000+00:00
pi_3PkbqJFCPJnn9IgI0Gy06W0c,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:05:39+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K6llvFCPJnn9IgI23P4yRBk,cus_KmKQttR4gycZXq,,2024-08-14 01:43:30.844000+00:00
pi_3PkbqeFCPJnn9IgI1x5GmuWd,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:06:00+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K6ccSFCPJnn9IgIVv2hfCql,cus_KmAyfEtvGjJI4r,,2024-08-14 01:43:30.844000+00:00
pi_3PkbtoFCPJnn9IgI03s1eVQt,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-06 01:09:16+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MV69ZFCPJnn9IgIljNafBU0,cus_KkRPTq3pLMlaTz,,2024-08-14 01:43:30.844000+00:00
pi_3PkbuRFCPJnn9IgI0UBa7SrM,,"[""card"",""cashapp""]",1589,0,1589,,,,,automatic,automatic,2024-08-06 01:09:55+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1NANu2FCPJnn9IgIsubAgvzv,cus_Kl6ikoexlSv9Sd,,2024-08-14 01:43:30.844000+00:00
pi_3PkbuRFCPJnn9IgI1x39r7wR,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:09:55+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K4BG0FCPJnn9IgIhOMgbkzq,cus_KjeZDYtpTRrQ6j,,2024-08-14 01:43:30.844000+00:00
pi_3PkbuXFCPJnn9IgI09ctWwPf,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-06 01:10:01+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,,cus_Kjwk5OuzMWD1uW,card_1KljgJFCPJnn9IgIS3F2KEiO,2024-08-14 01:43:30.844000+00:00
pi_3PkbueFCPJnn9IgI14oCmPbo,,"[""card"",""cashapp""]",2164,0,2164,,,,,automatic,automatic,2024-08-06 01:10:08+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MjahJFCPJnn9IgIhBNsdCRJ,cus_KkWn3VLD9Zdiqb,,2024-08-14 01:43:30.844000+00:00
pi_3PkbyIFCPJnn9IgI1faAB6dp,,"[""card"",""cashapp""]",1581,0,1581,,,,,automatic,automatic,2024-08-06 01:13:54+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NtzTyFCPJnn9IgIGNgEtfy8,cus_Kl6Y4eRDjO1P6X,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyJFCPJnn9IgI1yTEaqXC,,"[""card"",""cashapp""]",2143,0,2143,,,,,automatic,automatic,2024-08-06 01:13:55+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K3tYAFCPJnn9IgIrGDQAphC,cus_KjMG8Z9O3cVmId,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyNFCPJnn9IgI0deiPOV4,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:13:59+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K5KGDFCPJnn9IgIlT2VCDip,cus_KkpwSIaEpw0u1N,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyQFCPJnn9IgI0VtNCaz5,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-06 01:14:02+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1NC489FCPJnn9IgI3uayE5H3,cus_KjgK2p6ESFO71s,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyQFCPJnn9IgI1clGEjJO,,"[""card"",""cashapp""]",2498,0,2498,,,,,automatic,automatic,2024-08-06 01:14:02+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1P30wHFCPJnn9IgIgLarQsJc,cus_Kjxm61fZNs9Bkc,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyiFCPJnn9IgI0CbZFqNF,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:14:20+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1PczKNFCPJnn9IgIdnOuyXJc,cus_KlfhXCjUAiITN9,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyiFCPJnn9IgI10VJUOUh,,"[""card"",""cashapp""]",2131,0,2131,,,,,automatic,automatic,2024-08-06 01:14:20+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1Ml0jsFCPJnn9IgIWoJy2LBB,cus_KlQDzWb8gjBNhI,,2024-08-14 01:43:30.843000+00:00
pi_3PkbyjFCPJnn9IgI0gft0UNf,,"[""card"",""cashapp""]",1645,0,1645,,,,,automatic,automatic,2024-08-06 01:14:21+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1P9S1bFCPJnn9IgICP74iH0v,cus_KmzMqlT5a5XWHZ,,2024-08-14 01:43:30.843000+00:00
pi_3PkbzcFCPJnn9IgI1AW2SsiU,,"[""card"",""cashapp""]",1634,0,1634,,,,,automatic,automatic,2024-08-06 01:15:16+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NQfkFFCPJnn9IgIRuV8hBdq,cus_O3YwNhw8QLhy67,,2024-08-14 01:43:30.843000+00:00
pi_3Pkc03FCPJnn9IgI15ifIcSd,,"[""card"",""cashapp""]",1608,0,1608,,,,,automatic,automatic,2024-08-06 01:15:43+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K5M6AFCPJnn9IgIXqqK2lVm,cus_KkrpIEHkVtZW5l,,2024-08-14 01:43:30.843000+00:00
pi_3Pkc4PFCPJnn9IgI14lkgMwq,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:20:13+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1PZMKtFCPJnn9IgI2CCPdqwF,cus_K3xdfq3iRbBrJu,,2024-08-14 01:43:30.843000+00:00
pi_3PkcC6FCPJnn9IgI14VBA4qY,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 01:28:10+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1P2N6KFCPJnn9IgIKP3Ce77o,cus_PczbQk8vb3KTD3,,2024-08-14 01:43:30.843000+00:00
pi_3PkcGyFCPJnn9IgI0E0l6ydH,,"[""card"",""cashapp""]",2662,0,2662,,,,,automatic,automatic,2024-08-06 01:33:12+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1Ja8VRFCPJnn9IgInJUNtnI1,cus_KEbiSWxMzkTv3C,,2024-08-14 01:43:30.843000+00:00
pi_3PkcLpFCPJnn9IgI1ABz84cH,,"[""card"",""cashapp""]",1274,0,1274,,,,,automatic,automatic,2024-08-06 01:38:13+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1PW7VqFCPJnn9IgIZ9ZNDLSa,cus_Oe4erFistvnapM,,2024-08-14 01:43:30.843000+00:00
pi_3PkcMqFCPJnn9IgI1iCfUFtT,,"[""card"",""cashapp""]",1629,0,1629,,,,,automatic,automatic,2024-08-06 01:39:16+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1N4Z7JFCPJnn9IgIQOJAgNy1,cus_NfqFSUMF1mPBC1,,2024-08-14 01:43:30.843000+00:00
pi_3PkcRFFCPJnn9IgI0qXzS4KF,,"[""card"",""cashapp""]",1998,0,1998,,,,,automatic,automatic,2024-08-06 01:43:49+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1Nn9nBFCPJnn9IgIShJN5bwM,cus_ORtn4fwEfPzQto,,2024-08-14 01:43:30.843000+00:00
pi_3PkcXlFCPJnn9IgI0MOeUx8B,,"[""card"",""cashapp""]",1562,0,1562,,,,,automatic,automatic,2024-08-06 01:50:33+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LXaQ3FCPJnn9IgIlvDpgkc6,cus_MG6ddfckPwdyGV,,2024-08-14 01:43:18.029000+00:00
pi_3Pkd2oFCPJnn9IgI1WSWv4mq,,"[""card"",""cashapp""]",9743,0,9743,,,,,automatic,automatic,2024-08-06 02:22:38+00:00,usd,Payment for Invoice,,,,,,,,,True,{},,,,succeeded,,,pm_1PA3GcFCPJnn9IgIvAAI7e6T,cus_Pz6y33htDfpqJ9,,2024-08-14 01:43:18.029000+00:00
pi_3Pkd7RFCPJnn9IgI1moghnab,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-06 02:27:25+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1POV5aFCPJnn9IgIfz2NNMvx,cus_QEz3efP0BInEPd,,2024-08-14 01:43:18.029000+00:00
pi_3PkdRNFCPJnn9IgI1wsuKIPF,,"[""card"",""cashapp""]",2118,0,2118,,,,,automatic,automatic,2024-08-06 02:48:01+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LiTdJFCPJnn9IgIZ6lVdc6W,cus_MRMMC0IAwKmX2H,,2024-08-14 01:43:18.197000+00:00
pi_3PkdkOFCPJnn9IgI0v6L48VT,,"[""card"",""cashapp""]",1654,0,1654,,,,,automatic,automatic,2024-08-06 03:07:40+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OVPFkFCPJnn9IgI2YNJoN1Z,cus_PK3MkaLbhLB9Em,,2024-08-14 01:43:18.197000+00:00
pi_3PkdmYFCPJnn9IgI1vkx93Dc,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-06 03:09:54+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1N9HWWFCPJnn9IgIseKqu2z4,cus_MoDTqNk53PHmgA,,2024-08-14 01:43:18.197000+00:00
pi_3PkdoQFCPJnn9IgI1OHELiDh,,"[""card"",""cashapp""]",1589,0,1589,,,,,automatic,automatic,2024-08-06 03:11:50+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1M4b4WFCPJnn9IgI5YpaTEgI,cus_MoDVIVPLTqJkxO,,2024-08-14 01:43:18.197000+00:00
pi_3PkeNIFCPJnn9IgI0yiVs0Ao,,"[""card"",""cashapp""]",1586,0,1586,,,,,automatic,automatic,2024-08-06 03:47:52+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LXcFSFCPJnn9IgI7Evhmwrr,cus_MG8WvyLqwEBSJm,,2024-08-14 01:43:17.692000+00:00
pi_3PkeeoFCPJnn9IgI0lUh9cWM,,"[""card"",""cashapp""]",1998,0,1998,,,,,automatic,automatic,2024-08-06 04:05:58+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1K7WjyFCPJnn9IgIvv8VLGt6,cus_Kn6xSRdWwvr0He,,2024-08-14 01:43:17.691000+00:00
pi_3PkelFFCPJnn9IgI0fg0lvhk,,"[""card"",""cashapp""]",1604,0,1604,,,,,automatic,automatic,2024-08-06 04:12:37+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MX3ujFCPJnn9IgIhBMtWI31,cus_M4WxbVZdWoTZRD,,2024-08-14 01:43:17.691000+00:00
pi_3PkemnFCPJnn9IgI1fSHV5wE,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 04:14:13+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NFqIuFCPJnn9IgISMjQ43IX,cus_NzCeX6NMOCVxtp,,2024-08-14 01:43:17.691000+00:00
pi_3Pkf0mFCPJnn9IgI0yYZFhy8,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 04:28:40+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MtreUFCPJnn9IgIiFYRPGLc,cus_N7LFRcLthUNRAZ,,2024-08-14 01:43:17.691000+00:00
pi_3Pkf1nFCPJnn9IgI13peVLJR,,"[""card"",""cashapp""]",1629,0,1629,,,,,automatic,automatic,2024-08-06 04:29:43+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1POWzbFCPJnn9IgIWiNSVwxU,cus_Mql7AcdMCrilOF,,2024-08-14 01:43:17.691000+00:00
pi_3PkfJAFCPJnn9IgI0WRcgkpl,,"[""card"",""cashapp""]",2165,0,2165,,,,,automatic,automatic,2024-08-06 04:47:40+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1KImA1FCPJnn9IgIH4lodXIu,cus_Kyjdukr04GZAAQ,,2024-08-14 01:43:17.008000+00:00
pi_3Pkg1KFCPJnn9IgI0kclPnmm,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 05:33:18+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1JlQybFCPJnn9IgIp2g8UtRM,cus_KQHXpebACdjAbF,,2024-08-14 01:43:17.008000+00:00
pi_3PkgnQFCPJnn9IgI0060fahX,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 06:23:00+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MYN27FCPJnn9IgIWIpu6EGN,cus_NIyzOUt2Acvs7j,,2024-08-14 01:43:35.926000+00:00
pi_3PkgugFCPJnn9IgI1ISr4apU,,"[""card"",""cashapp""]",1604,0,1604,,,,,automatic,automatic,2024-08-06 06:30:30+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OVMiOFCPJnn9IgI3n0nPM11,cus_LKrcVdZfee7Cnu,,2024-08-14 01:43:35.926000+00:00
pi_3Pkh7sFCPJnn9IgI0B6ptLdb,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 06:44:08+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MiUggFCPJnn9IgIjg83EfSO,cus_MvlJ2gDLrrt3FF,,2024-08-14 01:43:35.926000+00:00
pi_3PkhrgFCPJnn9IgI1PnqWYrb,,"[""card"",""cashapp""]",1623,0,1623,,,,,automatic,automatic,2024-08-06 07:31:28+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1POZp3FCPJnn9IgIUl2m7i4o,cus_QF3MXbg6ZnRTYJ,,2024-08-14 01:43:35.621000+00:00
pi_3Pkm5JFCPJnn9IgI01IjQbim,,"[""card"",""cashapp""]",43227,0,43227,,,,,automatic,automatic,2024-08-06 12:01:49+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pkm5HFCPJnn9IgIRhJzwZ2K,cus_Qc05QZrV84JQRT,,2024-08-14 01:43:36.627000+00:00
pi_3PkmQFFCPJnn9IgI13NxfvHa,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 12:23:27+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LfYO1FCPJnn9IgIWiILVua2,cus_MGGoXPnpWyZcXZ,,2024-08-14 01:43:36.626000+00:00
pi_3Pkml9FCPJnn9IgI0ueVVbBl,,"[""card""]",32622,0,32622,,,,,automatic,automatic,2024-08-06 12:45:03+00:00,usd,,,,,,,,,,True,{},,,,succeeded,,,pm_1Pkml9FCPJnn9IgIiufuDEPy,cus_Qc0m843oBFfqrW,,2024-08-14 01:43:37.006000+00:00
pi_3PkmwLFCPJnn9IgI18fW9rGN,,"[""card""]",1499,0,0,,,,,automatic,automatic,2024-08-06 12:56:37+00:00,usd,Subscription update,,,,,,,,,True,{},,,,requires_confirmation,,,,cus_JzBBeDF1JGizj3,card_1JLConFCPJnn9IgILOxcWHvc,2024-08-14 01:43:37.006000+00:00
pi_3Pkn1IFCPJnn9IgI1hWYoOyi,,"[""card""]",1633,0,0,,,,,automatic,automatic,2024-08-06 13:01:44+00:00,usd,Subscription update,,,,,,,,,True,{},,,,requires_confirmation,,,,cus_IZgIYODJzuLCXi,card_1HyWvcFCPJnn9IgImyyi6uHD,2024-08-14 01:43:37.006000+00:00
pi_3Pkn9uFCPJnn9IgI0eQ6U5CZ,,"[""card""]",97109,0,97109,,,,,automatic,automatic,2024-08-06 13:10:38+00:00,cad,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pkn9sFCPJnn9IgIbD6T5AII,cus_Qc1CeSrklYTlH8,,2024-08-14 01:43:37.006000+00:00
pi_3PknaGFCPJnn9IgI1DJzk75k,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 13:37:52+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MmcWlFCPJnn9IgIbdLziCE4,cus_NXhwJGSITMrVmv,,2024-08-14 01:43:37.006000+00:00
pi_3Pknp9FCPJnn9IgI046J3QLP,,"[""card""]",30490,0,30490,,,,,automatic,automatic,2024-08-06 13:53:15+00:00,usd,Payment for Invoice,,,,,,,,,True,{},,,,succeeded,,,src_1Pmh0ZFCPJnn9IgIzY5cWsKf,cus_MJeKKjHqzjW1Ky,,2024-08-14 01:43:37.579000+00:00
pi_3PkoK1FCPJnn9IgI1kkJnFTC,,"[""card"",""cashapp""]",2497,0,2497,,,,,automatic,automatic,2024-08-06 14:25:09+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LXmDzFCPJnn9IgIlEfxMTYm,cus_MGIp6GmMhBWuHS,,2024-08-14 01:43:37.579000+00:00
pi_3PkoMPFCPJnn9IgI0y7iqKOm,,"[""card""]",2497,0,2497,,,,,automatic,automatic,2024-08-06 14:27:37+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1OBmXSFCPJnn9IgIxxm6Mff2,cus_JkaHELySq7GRSa,,2024-08-14 01:43:37.579000+00:00
pi_3PkoVfFCPJnn9IgI1LRPIcEE,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 14:37:11+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OxInOFCPJnn9IgIHNa2LMm1,cus_OHQKVi8XiwDZbd,,2024-08-14 01:43:37.579000+00:00
pi_3PkoryFCPJnn9IgI0hnaa90d,,"[""card"",""cashapp""]",500,0,500,,,,,automatic,automatic,2024-08-06 15:00:14+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LMXwyFCPJnn9IgI3g7DDMNO,cus_M4hLsMTODtBYeF,,2024-08-14 01:43:37.448000+00:00
pi_3Pkos2FCPJnn9IgI1GODOYAc,,"[""card"",""cashapp""]",1998,0,1998,,,,,automatic,automatic,2024-08-06 15:00:18+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1KpC9UFCPJnn9IgIAfOeQdPr,cus_LWEctCPIlzoBXj,,2024-08-14 01:43:37.448000+00:00
pi_3PkpDPFCPJnn9IgI0EUvgiav,,"[""card""]",40307,0,40307,,,,,automatic_async,automatic,2024-08-06 15:22:23+00:00,usd,,,,,,,,,,True,{},,,,succeeded,,,pm_1PkpDOFCPJnn9IgIWuv8IKIx,cus_Qc3K6OQOflgMF4,,2024-08-14 01:43:37.448000+00:00
pi_3Pkq0YFCPJnn9IgI1CL345Pj,,"[""card""]",36899,0,36899,,,,,automatic,automatic,2024-08-06 16:13:10+00:00,cad,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pkq1gFCPJnn9IgIihgTOswl,cus_Qc482zvofNOb4W,,2024-08-14 01:43:37.496000+00:00
pi_3Pkq5nFCPJnn9IgI1Q5HuMb6,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 16:18:35+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MMbeqFCPJnn9IgIYndYcgdN,cus_M4icTUA2AnAgnA,,2024-08-14 01:43:37.496000+00:00
pi_3PkqPVFCPJnn9IgI0kOz8tlI,,"[""affirm""]",51590,0,0,,,2024-08-07 16:37:03+00:00,automatic,automatic_async,automatic,2024-08-06 16:38:57+00:00,usd,,,,,,,,,,True,{},,,,canceled,,,,cus_Qc4YmKbx1B5rFC,,2024-08-14 01:43:37.495000+00:00
pi_3PkqTJFCPJnn9IgI1mIYYKMe,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 16:42:53+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LBKmnFCPJnn9IgIv4t89ANs,cus_Lt70YMYsn2z5g2,,2024-08-14 01:43:37.495000+00:00
pi_3PkqUQFCPJnn9IgI1arK8CS4,,"[""affirm""]",51590,0,0,,,2024-08-07 16:43:43+00:00,automatic,automatic_async,automatic,2024-08-06 16:44:02+00:00,usd,,,,,,,,,,True,{},,,,canceled,,,,cus_Qc4d66aihNjbi4,,2024-08-14 01:43:37.495000+00:00
pi_3PkqYgFCPJnn9IgI09fosYd3,,"[""card"",""cashapp""]",99282,0,99282,,,,,automatic,automatic,2024-08-06 16:48:26+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1PkqYdFCPJnn9IgICnAhpX7x,cus_Qc4iLTzYt2uIZP,,2024-08-14 01:43:37.960000+00:00
pi_3PkqbSFCPJnn9IgI1XjQQlML,,"[""card"",""cashapp""]",1499,0,0,,,2024-08-07 15:51:59+00:00,void_invoice,automatic,automatic,2024-08-06 16:51:18+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,canceled,,,,cus_Ldrl5hdymmsTur,,2024-08-14 01:43:37.960000+00:00
pi_3PkqfHFCPJnn9IgI0ygRFhM3,,"[""card"",""cashapp""]",1594,0,0,,,2024-08-06 16:59:11+00:00,void_invoice,automatic,automatic,2024-08-06 16:55:15+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,canceled,,,,cus_P4KcOR191myV6R,,2024-08-14 01:43:37.960000+00:00
pi_3PkqnnFCPJnn9IgI0kLaqvgV,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 17:04:03+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NUtjwFCPJnn9IgIrPnxYK41,cus_OHSfKEiPcI3tgB,,2024-08-14 01:43:37.959000+00:00
pi_3PkqujFCPJnn9IgI11R7833L,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 17:11:13+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NJfA2FCPJnn9IgISICoSv0l,cus_O5qrwpcdRj3b4i,,2024-08-14 01:43:37.959000+00:00
pi_3PkqvLFCPJnn9IgI1EQSJwD4,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-06 17:11:51+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1L0Sv2FCPJnn9IgI2C9wo2MC,cus_Lhsgw96GxKHdrW,,2024-08-14 01:43:37.959000+00:00
pi_3PkqxrFCPJnn9IgI0CDWt724,,"[""card"",""cashapp""]",1649,0,0,,,2024-08-06 17:19:19+00:00,void_invoice,automatic,automatic,2024-08-06 17:14:27+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,canceled,,,,cus_QZmnlko3MKlD4V,,2024-08-14 01:43:37.959000+00:00
pi_3Pkr5oFCPJnn9IgI0fE5SiK1,,"[""card"",""cashapp""]",37298,0,37298,,,,,automatic,automatic,2024-08-06 17:22:40+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pkr5lFCPJnn9IgInRNAm5ti,cus_Qc5G1EzpbO0XoQ,,2024-08-14 01:43:37.959000+00:00
